dataset,split,model,k,epoch,layer,thresh,thresh_mode,node_count,average_branching_factor,colless_index,average_colless_index,total_colless,missing_colless,missing_colless_frac,sackin_index,average_sackin_index,leaf_count,total_volume,train_acc,val_acc
cifar,trainUval,densenet,25,1,a1,1e-06,1e-06,492,2.0289256198347108,2110040.0,9017.264957264957,234,8,0.03305785123966942,11710244.0,46840.976,250,60000,0.50056,0.4927
cifar,trainUval,densenet,25,28,a1,1e-06,1e-06,209,2.0392156862745097,452559.0,4714.15625,96,6,0.058823529411764705,4094951.0,38270.57009345794,107,60000,0.9328,0.8186
cifar,trainUval,densenet,25,63,a1,1e-06,1e-06,166,2.0121951219512195,153293.0,1940.4177215189873,79,3,0.036585365853658534,2439780.0,29045.0,84,60000,0.99504,0.8479
cifar,trainUval,densenet,25,80,a1,1e-06,1e-06,223,2.018181818181818,386852.0,3649.5471698113206,106,4,0.03636363636363636,3810676.0,33722.79646017699,113,60000,0.94158,0.8296
cifar,trainUval,densenet,25,101,a1,1e-06,1e-06,252,2.008,140795.0,1154.0573770491803,122,3,0.024,3429445.0,27003.503937007874,127,60000,0.98064,0.8467
cifar,trainUval,densenet,25,120,a1,1e-06,1e-06,458,2.0493273542600896,202374.0,963.6857142857143,210,13,0.05829596412556054,3591622.0,15283.497872340426,235,60000,0.99624,0.8634
cifar,trainUval,densenet,25,179,a1,1e-06,1e-06,241,2.0168067226890756,152417.0,1325.3652173913044,115,4,0.03361344537815126,2707235.0,22190.450819672133,122,60000,0.96226,0.8374
cifar,trainUval,densenet,25,200,a1,1e-06,1e-06,295,2.0136986301369864,161702.0,1138.7464788732395,142,4,0.0273972602739726,2657845.0,17837.88590604027,149,60000,0.97902,0.8529
cifar,trainUval,resnet,25,18,a1,1e-06,1e-06,218,2.02803738317757,344052.0,3340.3106796116504,103,4,0.037383177570093455,4385637.0,39510.24324324324,111,60000,0.82292,0.7717
cifar,trainUval,resnet,25,46,a1,1e-06,1e-06,235,2.0172413793103448,481120.0,4295.714285714285,112,4,0.034482758620689655,4410357.0,37061.82352941176,119,60000,0.91028,0.8139
cifar,trainUval,resnet,25,73,a1,1e-06,1e-06,258,2.0236220472440944,428598.0,3513.098360655738,122,5,0.03937007874015748,4508092.0,34412.916030534354,131,60000,0.90622,0.8144
cifar,trainUval,resnet,25,92,a1,1e-06,1e-06,154,2.013157894736842,183751.0,2517.1369863013697,73,3,0.039473684210526314,2334665.0,29931.602564102563,78,60000,0.9391,0.8209
cifar,trainUval,resnet,25,158,a1,1e-06,1e-06,150,1.9866666666666666,95964.0,1296.8108108108108,74,1,0.013333333333333334,1995215.0,26602.866666666665,75,60000,0.93494,0.8184
cifar,trainUval,resnet,25,170,a1,1e-06,1e-06,177,2.0229885057471266,107951.0,1300.6144578313254,83,4,0.04597701149425287,2258916.0,25099.066666666666,90,60000,0.95514,0.8384
cifar,trainUval,resnet,25,198,a1,1e-06,1e-06,231,2.0353982300884956,109941.0,1027.4859813084113,107,6,0.05309734513274336,2530107.0,21441.584745762713,118,60000,0.96154,0.8357
cifar,trainUval,densenet,25,11,a1,1e-06,1e-06,274,2.037313432835821,821233.0,6466.40157480315,127,7,0.05223880597014925,5931051.0,42364.65,140,60000,0.73818,0.6995
cifar,trainUval,densenet,25,43,a1,1e-06,1e-06,192,1.9895833333333333,447239.0,4707.778947368421,95,1,0.010416666666666666,3530253.0,36773.46875,96,60000,0.9147,0.8148
cifar,trainUval,densenet,25,50,a1,1e-06,1e-06,170,2.011904761904762,357951.0,4419.148148148148,81,3,0.03571428571428571,3016706.0,35077.976744186046,86,60000,0.94478,0.8269
cifar,trainUval,densenet,25,91,a1,1e-06,1e-06,178,2.0113636363636362,115941.0,1364.0117647058823,85,3,0.03409090909090909,2966793.0,32964.36666666667,90,60000,0.96008,0.8328
