,True Label,True Class,count,Proportion,Coverage
285,426,barometer,69,0.00029669379909959883,0.0552
171,260,chow,69,0.00029669379909959883,0.0511
390,558,flute,68,0.00029239388896772057,0.0504
515,724,pirate,67,0.00028809397883584236,0.0574
300,444,bicycle-built-for-two,66,0.0002837940687039641,0.0489
163,246,Great Dane,65,0.00027949415857208583,0.0481
143,206,curly-coated retriever,65,0.00027949415857208583,0.0513
93,127,white stork,65,0.00027949415857208583,0.0481
86,118,Dungeness crab,64,0.0002751942484402076,0.0474
170,259,Pomeranian,63,0.00027089433830832936,0.0467
45,67,diamondback,62,0.0002665944281764511,0.0459
2,2,great white shark,62,0.0002665944281764511,0.0459
446,630,Loafer,60,0.0002579946079126946,0.0505
518,728,plastic bag,58,0.00024939478764893816,0.0518
584,804,soap dispenser,56,0.00024079496738518166,0.0415
199,309,bee,56,0.00024079496738518166,0.0415
573,792,shovel,55,0.0002364950572533034,0.0407
20,23,vulture,55,0.0002364950572533034,0.0407
208,322,ringlet,54,0.00023219514712142516,0.04
545,761,remote control,53,0.00022789523698954692,0.0393
611,842,swimming trunks,53,0.00022789523698954692,0.0393
89,122,American lobster,53,0.00022789523698954692,0.0393
413,588,hamper,52,0.0002235953268576687,0.0385
492,698,palace,52,0.0002235953268576687,0.0385
625,860,tobacco shop,51,0.00021929541672579042,0.0392
520,730,plow,50,0.0002149955065939122,0.037
283,424,barbershop,49,0.00021069559646203395,0.0363
536,750,quilt,47,0.00020209577619827745,0.0348
559,776,sax,46,0.00019779586606639922,0.0341
153,225,malinois,46,0.00019779586606639922,0.0341
348,502,clog,46,0.00019779586606639922,0.0341
140,200,Tibetan terrier,45,0.00019349595593452096,0.0333
565,784,screwdriver,44,0.00018919604580264272,0.0326
142,203,West Highland white terrier,44,0.00018919604580264272,0.0326
78,109,brain coral,44,0.00018919604580264272,0.0326
523,733,pole,43,0.00018489613567076449,0.0319
634,871,trimaran,43,0.00018489613567076449,0.0319
610,841,sweatshirt,42,0.00018059622553888625,0.0428
18,21,kite,42,0.00018059622553888625,0.0311
501,708,pedestal,42,0.00018059622553888625,0.0348
675,925,consomme,42,0.00018059622553888625,0.0334
679,930,French loaf,41,0.000176296315407008,0.0304
374,541,drum,41,0.000176296315407008,0.0304
298,442,bell cote,40,0.00017199640527512975,0.0296
169,258,Samoyed,40,0.00017199640527512975,0.0296
643,881,upright,40,0.00017199640527512975,0.0296
4,5,electric ray,40,0.00017199640527512975,0.0296
411,584,hair slide,39,0.00016769649514325152,0.0289
94,128,black stork,39,0.00016769649514325152,0.0289
371,538,dome,37,0.00015909667487949502,0.0274
617,851,television,37,0.00015909667487949502,0.0274
172,261,keeshond,36,0.00015479676474761678,0.0267
696,949,strawberry,35,0.00015049685461573852,0.0259
154,226,briard,35,0.00015049685461573852,0.0259
422,599,honeycomb,34,0.00014619694448386028,0.0252
259,391,coho,34,0.00014619694448386028,0.0252
36,49,African crocodile,33,0.00014189703435198205,0.0244
552,769,rule,32,0.0001375971242201038,0.0237
127,176,Saluki,32,0.0001375971242201038,0.0237
132,187,Yorkshire terrier,31,0.00013329721408822555,0.023
489,695,padlock,31,0.00013329721408822555,0.023
90,123,spiny lobster,30,0.0001289973039563473,0.0222
243,366,gorilla,29,0.00012469739382446908,0.0215
258,389,barracouta,29,0.00012469739382446908,0.0215
410,581,grille,28,0.00012039748369259083,0.0207
631,868,tray,28,0.00012039748369259083,0.0207
577,796,ski mask,28,0.00012039748369259083,0.0207
531,743,prison,28,0.00012039748369259083,0.0207
26,34,leatherback turtle,28,0.00012039748369259083,0.0207
116,151,Chihuahua,27,0.00011609757356071258,0.02
697,951,lemon,27,0.00011609757356071258,0.02
178,275,African hunting dog,27,0.00011609757356071258,0.02
398,567,frying pan,26,0.00011179766342883434,0.0204
389,557,flagpole,26,0.00011179766342883434,0.0193
126,174,Norwegian elkhound,26,0.00011179766342883434,0.0193
367,532,dining table,25,0.0001074977532969561,0.0185
714,972,cliff,25,0.0001074977532969561,0.0185
655,898,water bottle,25,0.0001074977532969561,0.0185
156,229,Old English sheepdog,25,0.0001074977532969561,0.0185
29,41,whiptail,24,0.00010319784316507785,0.0178
24,30,bullfrog,24,0.00010319784316507785,0.0178
253,383,Madagascar cat,23,0.00009889793303319961,0.017
318,468,cab,23,0.00009889793303319961,0.017
324,474,cardigan,23,0.00009889793303319961,0.017
3,3,tiger shark,23,0.00009889793303319961,0.017
314,464,buckle,23,0.00009889793303319961,0.017
296,440,beer bottle,22,0.00009459802290132136,0.0163
327,477,carpenter's kit,22,0.00009459802290132136,0.0163
459,648,medicine chest,22,0.00009459802290132136,0.0163
246,371,patas,22,0.00009459802290132136,0.0163
537,751,racer,22,0.00009459802290132136,0.0163
117,154,Pekinese,21,0.00009029811276944312,0.0156
251,377,marmoset,21,0.00009029811276944312,0.0156
652,894,wardrobe,21,0.00009029811276944312,0.0156
118,156,Blenheim spaniel,21,0.00009029811276944312,0.0156
352,509,confectionery,21,0.00009029811276944312,0.0156
669,917,comic book,20,0.00008599820263756488,0.0148
711,967,espresso,20,0.00008599820263756488,0.0148
401,570,gasmask,20,0.00008599820263756488,0.0148
640,878,typewriter keyboard,20,0.00008599820263756488,0.0148
124,172,whippet,20,0.00008599820263756488,0.0148
252,380,titi,20,0.00008599820263756488,0.0148
332,482,cassette player,19,0.00008169829250568663,0.0141
486,690,oxcart,19,0.00008169829250568663,0.0141
334,486,cello,19,0.00008169829250568663,0.0141
375,542,drumstick,19,0.00008169829250568663,0.0141
645,885,velvet,19,0.00008169829250568663,0.0171
294,438,beaker,18,0.00007739838237380839,0.0133
323,473,can opener,18,0.00007739838237380839,0.0133
344,497,church,18,0.00007739838237380839,0.0133
329,479,car wheel,18,0.00007739838237380839,0.0133
131,183,Kerry blue terrier,18,0.00007739838237380839,0.0136
591,813,spatula,17,0.00007309847224193014,0.0126
158,235,German shepherd,17,0.00007309847224193014,0.0126
350,506,coil,17,0.00007309847224193014,0.0126
664,911,wool,17,0.00007309847224193014,0.0126
677,928,ice cream,17,0.00007309847224193014,0.0126
22,28,spotted salamander,17,0.00007309847224193014,0.0126
190,295,American black bear,16,0.0000687985621100519,0.0119
159,239,Bernese mountain dog,16,0.0000687985621100519,0.0119
236,357,mink,16,0.0000687985621100519,0.0119
237,360,otter,16,0.0000687985621100519,0.0119
719,982,groom,16,0.0000687985621100519,0.0119
229,345,ox,16,0.0000687985621100519,0.0119
541,756,rain barrel,15,0.00006449865197817366,0.0111
301,445,bikini,15,0.00006449865197817366,0.0111
37,50,American alligator,15,0.00006449865197817366,0.0111
557,774,sandal,15,0.00006449865197817366,0.0111
589,811,space heater,15,0.00006449865197817366,0.0142
594,818,spotlight,15,0.00006449865197817366,0.0111
146,213,Irish setter,15,0.00006449865197817366,0.0111
230,346,water buffalo,14,0.000060198741846295414,0.0104
653,896,washbasin,14,0.000060198741846295414,0.0104
440,624,library,14,0.000060198741846295414,0.0104
572,791,shopping cart,14,0.000060198741846295414,0.0104
601,827,stove,14,0.000060198741846295414,0.0104
135,193,Australian terrier,14,0.000060198741846295414,0.0104
477,677,nail,14,0.000060198741846295414,0.0104
563,782,screen,13,0.00005589883171441717,0.0099
25,31,tree frog,13,0.00005589883171441717,0.0096
716,979,valley,13,0.00005589883171441717,0.0096
133,190,Sealyham terrier,13,0.00005589883171441717,0.0132
40,55,green snake,13,0.00005589883171441717,0.0096
160,242,boxer,13,0.00005589883171441717,0.0096
615,847,tank,13,0.00005589883171441717,0.0096
626,861,toilet seat,13,0.00005589883171441717,0.0096
293,437,beacon,12,0.00005159892158253892,0.0089
307,454,bookshop,12,0.00005159892158253892,0.0089
407,577,gong,12,0.00005159892158253892,0.009
630,865,toyshop,12,0.00005159892158253892,0.0089
475,675,moving van,12,0.00005159892158253892,0.0099
498,705,passenger car,12,0.00005159892158253892,0.0089
499,706,patio,12,0.00005159892158253892,0.01
649,889,violin,12,0.00005159892158253892,0.0089
336,489,chainlink fence,12,0.00005159892158253892,0.0089
638,876,tub,12,0.00005159892158253892,0.0089
379,546,electric guitar,12,0.00005159892158253892,0.0089
138,196,miniature schnauzer,12,0.00005159892158253892,0.0089
227,343,warthog,11,0.00004729901145066068,0.0081
381,548,entertainment center,11,0.00004729901145066068,0.0081
134,191,Airedale,11,0.00004729901145066068,0.0081
423,602,horizontal bar,11,0.00004729901145066068,0.0081
42,62,rock python,11,0.00004729901145066068,0.0098
186,289,snow leopard,11,0.00004729901145066068,0.0081
183,285,Egyptian cat,11,0.00004729901145066068,0.0081
180,282,tiger cat,11,0.00004729901145066068,0.0081
616,850,teddy,10,0.00004299910131878244,0.0074
255,385,Indian elephant,10,0.00004299910131878244,0.0074
245,369,siamang,10,0.00004299910131878244,0.0074
718,981,ballplayer,10,0.00004299910131878244,0.0074
276,415,bakery,10,0.00004299910131878244,0.0074
179,276,hyena,10,0.00004299910131878244,0.0074
141,201,silky terrier,10,0.00004299910131878244,0.0074
122,167,English foxhound,10,0.00004299910131878244,0.0124
162,245,French bulldog,10,0.00004299910131878244,0.0074
331,481,cassette,10,0.00004299910131878244,0.0081
335,488,chain,10,0.00004299910131878244,0.0074
137,195,Boston bull,10,0.00004299910131878244,0.0074
149,220,Sussex spaniel,10,0.00004299910131878244,0.0074
148,216,clumber,10,0.00004299910131878244,0.0074
150,222,kuvasz,10,0.00004299910131878244,0.0074
5,7,cock,10,0.00004299910131878244,0.0074
376,543,dumbbell,2,0.000008599820263756488,0.0015
502,710,pencil sharpener,1,0.000004299910131878244,0.0007
447,632,loudspeaker,1,0.000004299910131878244,0.0007
322,472,canoe,1,0.000004299910131878244,0.0007
165,249,malamute,1,0.000004299910131878244,0.0007
341,494,chime,1,0.000004299910131878244,0.0007
357,517,crane,1,0.000004299910131878244,0.0007
