dataset,split,model,k,epoch,layer,thresh,thresh_mode,total_persistence,train_acc,val_acc
mnist,trainUval,wres,20,72,a1,0.0,0.0,15.119231789328857,1.0,0.9844
mnist,trainUval,wres,20,98,a1,0.0,0.0,14.727416137814053,1.0,0.9853
mnist,val,wres,20,122,a1,0.0,0.0,13.736338263551943,1.0,0.9866
mnist,val,wres,20,148,a1,0.0,0.0,14.63390443590442,1.0,0.9864
mnist,val,wres,20,173,a1,0.0,0.0,12.810836555433696,1.0,0.986
mnist,val,wres,20,199,a1,0.0,0.0,12.596864459095542,1.0,0.9864
mnist,val,wres,20,42,a1,0.0,0.0,14.216946845291858,0.9999333333333333,0.9826
mnist,val,wres,20,68,a1,0.0,0.0,14.680762959382157,1.0,0.9846
mnist,val,wres,20,93,a1,0.0,0.0,13.621444591233633,0.99995,0.9856
cifar,train,densenet,20,104,a1,0.0,0.0,7.451525789881515,0.97998,0.8445
cifar,train,densenet,20,12,a1,0.0,0.0,11.995362968819848,0.74626,0.7048
cifar,train,densenet,20,155,a1,0.0,0.0,9.575349493737463,0.93492,0.8197
cifar,train,densenet,20,180,a1,0.0,0.0,8.107159075524947,0.97328,0.852
cifar,train,densenet,20,24,a1,0.0,0.0,9.733992011735431,0.90872,0.8084
cifar,train,densenet,20,4,a1,0.0,0.0,16.242075783740802,0.68248,0.6535
cifar,train,densenet,20,75,a1,0.0,0.0,9.794502618730284,0.92906,0.8181
cifar,trainUval,densenet,20,0,a1,0.0,0.0,170.33578729629517,0.09992,0.0998
cifar,trainUval,densenet,20,125,a1,0.0,0.0,13.863852489081069,0.99836,0.8659
cifar,trainUval,densenet,20,150,a1,0.0,0.0,13.324058858377612,0.9999,0.8752
cifar,trainUval,densenet,20,176,a1,0.0,0.0,12.725135561317728,0.9702,0.8464
cifar,trainUval,densenet,20,200,a1,0.0,0.0,11.278895156561703,0.97902,0.8529
cifar,trainUval,densenet,20,45,a1,0.0,0.0,11.977894626651405,0.9211,0.8124
cifar,trainUval,densenet,20,70,a1,0.0,0.0,13.44821235732742,0.99714,0.8502
cifar,trainUval,densenet,20,96,a1,0.0,0.0,11.818547207283054,0.97416,0.846
cifar,val,densenet,20,120,a1,0.0,0.0,13.103538885749032,0.99624,0.8634
cifar,val,densenet,20,146,a1,0.0,0.0,13.547433113076579,0.99988,0.8741
cifar,val,densenet,20,171,a1,0.0,0.0,12.347907459233625,0.96238,0.8369
cifar,val,densenet,20,197,a1,0.0,0.0,12.345603899315392,0.97844,0.8524
cifar,val,densenet,20,40,a1,0.0,0.0,11.518955459276732,0.8937,0.8059
cifar,val,densenet,20,66,a1,0.0,0.0,14.011581789053139,0.99666,0.8494
cifar,val,densenet,20,91,a1,0.0,0.0,11.630912789373589,0.96008,0.8328
mnist,train,densenet,20,116,a1,0.0,0.0,8.774656418414757,0.99905,0.9717
mnist,train,densenet,20,141,a1,0.0,0.0,8.133831789284784,0.9993,0.972
mnist,train,densenet,20,167,a1,0.0,0.0,6.982215024591859,0.9998166666666667,0.972
mnist,train,densenet,20,192,a1,0.0,0.0,4.427119517678584,0.99995,0.9722
mnist,train,densenet,20,36,a1,0.0,0.0,9.159951926941972,0.9750666666666666,0.961
mnist,train,densenet,20,61,a1,0.0,0.0,9.118868643134824,0.9891333333333333,0.9677
mnist,train,densenet,20,87,a1,0.0,0.0,9.55609421202471,0.9958333333333333,0.9708
mnist,trainUval,densenet,20,111,a1,0.0,0.0,9.652210221347254,0.9988333333333334,0.971
mnist,trainUval,densenet,20,137,a1,0.0,0.0,8.921586179596872,0.9993333333333333,0.9716
mnist,trainUval,densenet,20,162,a1,0.0,0.0,9.017673629995997,0.9996666666666667,0.9722
mnist,trainUval,densenet,20,188,a1,0.0,0.0,9.54858270235622,0.9999333333333333,0.9723
mnist,trainUval,densenet,20,31,a1,0.0,0.0,9.692644999076037,0.9668166666666667,0.9562
mnist,trainUval,densenet,20,57,a1,0.0,0.0,9.442073628023792,0.9885833333333334,0.9668
mnist,trainUval,densenet,20,82,a1,0.0,0.0,9.349297193591731,0.9946,0.9693
mnist,val,densenet,20,107,a1,0.0,0.0,9.29156279116669,0.9984666666666666,0.9718
mnist,val,densenet,20,132,a1,0.0,0.0,8.964122957145236,0.9992333333333333,0.9718
mnist,val,densenet,20,158,a1,0.0,0.0,9.053411439019769,0.9995666666666667,0.973
mnist,val,densenet,20,183,a1,0.0,0.0,9.660078152070362,0.9999166666666667,0.9724
mnist,val,densenet,20,27,a1,0.0,0.0,9.41428416835106,0.9648333333333333,0.9546
mnist,val,densenet,20,52,a1,0.0,0.0,9.47065473497588,0.98715,0.9679
mnist,val,densenet,20,78,a1,0.0,0.0,9.205481514600912,0.9930833333333333,0.9693
cifar,train,resnet,20,102,a1,0.0,0.0,6.990363014116525,0.96218,0.8388
cifar,train,resnet,20,128,a1,0.0,0.0,6.028147194499489,0.99734,0.8602
cifar,train,resnet,20,153,a1,0.0,0.0,10.027942409569597,0.92772,0.8103
cifar,train,resnet,20,179,a1,0.0,0.0,7.699549303609103,0.949,0.8277
cifar,train,resnet,20,22,a1,0.0,0.0,10.152274484098328,0.87082,0.8007
cifar,train,resnet,20,48,a1,0.0,0.0,8.520728491944482,0.92014,0.8236
cifar,train,resnet,20,73,a1,0.0,0.0,10.190256483123186,0.90622,0.8144
cifar,train,resnet,20,99,a1,0.0,0.0,10.34413449921066,0.95556,0.8324
cifar,trainUval,resnet,20,123,a1,0.0,0.0,13.562293407080958,0.9941,0.8537
cifar,trainUval,resnet,20,149,a1,0.0,0.0,14.758961032757448,0.99976,0.8636
cifar,trainUval,resnet,20,174,a1,0.0,0.0,11.522537731169855,0.94108,0.8231
cifar,trainUval,resnet,20,19,a1,0.0,0.0,14.82236531478059,0.84254,0.791
cifar,trainUval,resnet,20,43,a1,0.0,0.0,12.927740294339074,0.9033,0.8205
cifar,trainUval,resnet,20,69,a1,0.0,0.0,18.099388273072734,0.98984,0.8448
cifar,trainUval,resnet,20,94,a1,0.0,0.0,13.002173680156936,0.94912,0.8323
cifar,val,resnet,20,119,a1,0.0,0.0,15.049059336004007,0.98946,0.8458
cifar,val,resnet,20,144,a1,0.0,0.0,14.945021830932205,0.9997,0.8657
cifar,val,resnet,20,16,a1,0.0,0.0,10.403044630939007,0.81482,0.7744
cifar,val,resnet,20,195,a1,0.0,0.0,11.358314192429312,0.969,0.8438
cifar,val,resnet,20,39,a1,0.0,0.0,12.084214682678635,0.8632,0.7866
cifar,val,resnet,20,64,a1,0.0,0.0,19.649399267538584,0.98522,0.8418
cifar,val,resnet,20,8,a1,0.0,0.0,9.813836500823527,0.78842,0.7501
mnist,train,resnet,20,114,a1,0.0,0.0,4.00725318966424,0.9999333333333333,0.9799
mnist,train,resnet,20,13,a1,0.0,0.0,11.188449244822095,0.97185,0.9637
mnist,train,resnet,20,165,a1,0.0,0.0,2.4146960680592855,0.9999833333333333,0.9796
mnist,train,resnet,20,190,a1,0.0,0.0,0.8121439820131897,1.0,0.9802
mnist,train,resnet,20,34,a1,0.0,0.0,10.56349224071765,0.9902833333333333,0.9741
mnist,train,resnet,20,5,a1,0.0,0.0,10.832671171793663,0.955,0.9473
mnist,train,resnet,20,85,a1,0.0,0.0,6.317483413450397,0.9994,0.9794
mnist,trainUval,resnet,20,10,a1,0.0,0.0,11.767870147413305,0.96215,0.9572
mnist,trainUval,resnet,20,135,a1,0.0,0.0,10.438836163143264,0.9999666666666667,0.9798
mnist,trainUval,resnet,20,160,a1,0.0,0.0,10.262595737772237,0.9999666666666667,0.9794
mnist,trainUval,resnet,20,186,a1,0.0,0.0,10.915246353753432,1.0,0.9797
mnist,trainUval,resnet,20,2,a1,0.0,0.0,9.514152260508126,0.9258833333333333,0.9227
mnist,trainUval,resnet,20,55,a1,0.0,0.0,8.83068806754197,0.9979833333333333,0.9779
mnist,trainUval,resnet,20,80,a1,0.0,0.0,9.084405524037713,0.9990833333333333,0.9777
mnist,val,resnet,20,105,a1,0.0,0.0,9.573922345208537,0.9999166666666667,0.9789
mnist,val,resnet,20,130,a1,0.0,0.0,10.623121371113264,0.99995,0.9795
mnist,val,resnet,20,156,a1,0.0,0.0,9.793191983119847,0.9999833333333333,0.9803
mnist,val,resnet,20,181,a1,0.0,0.0,11.495590752325313,1.0,0.9802
mnist,val,resnet,20,25,a1,0.0,0.0,7.278902338190335,0.9868,0.9717
mnist,val,resnet,20,50,a1,0.0,0.0,8.569404195457196,0.9971833333333333,0.9754
mnist,val,resnet,20,76,a1,0.0,0.0,8.391243250538906,0.9989,0.9779
cifar,train,vgg,20,100,a1,0.0,0.0,9.60444642603256,0.98454,0.8876
cifar,train,vgg,20,126,a1,0.0,0.0,4.247935000806237,0.99972,0.9151
cifar,train,vgg,20,162,a1,0.0,0.0,9.2482264934036,0.97306,0.8863
cifar,train,vgg,20,188,a1,0.0,0.0,8.963651739060765,0.98552,0.8974
cifar,train,vgg,20,31,a1,0.0,0.0,19.399579632023546,0.86278,0.8139
cifar,train,vgg,20,57,a1,0.0,0.0,8.607442326843739,0.99106,0.9006
cifar,train,vgg,20,82,a1,0.0,0.0,9.884504020211466,0.96998,0.884
cifar,trainUval,vgg,20,107,a1,0.0,0.0,19.2827227711677,0.99294,0.8978
cifar,trainUval,vgg,20,132,a1,0.0,0.0,18.942029774137815,0.99986,0.914
cifar,trainUval,vgg,20,158,a1,0.0,0.0,16.708924427645343,0.97182,0.885
cifar,trainUval,vgg,20,183,a1,0.0,0.0,15.484468877315585,0.98252,0.8916
cifar,trainUval,vgg,20,27,a1,0.0,0.0,15.582455871002715,0.95516,0.8843
cifar,trainUval,vgg,20,52,a1,0.0,0.0,17.339344136417253,0.97236,0.8869
cifar,trainUval,vgg,20,78,a1,0.0,0.0,13.56736126781928,0.96408,0.8834
cifar,val,vgg,20,102,a1,0.0,0.0,19.20075716823527,0.98626,0.8952
cifar,val,vgg,20,128,a1,0.0,0.0,18.833960561081533,0.99948,0.9131
cifar,val,vgg,20,153,a1,0.0,0.0,13.980351448420414,0.95688,0.8759
cifar,val,vgg,20,179,a1,0.0,0.0,15.378758288921972,0.98162,0.8936
cifar,val,vgg,20,22,a1,0.0,0.0,15.196611659711671,0.92584,0.8643
cifar,val,vgg,20,48,a1,0.0,0.0,15.4774575084694,0.96454,0.8823
cifar,val,vgg,20,73,a1,0.0,0.0,17.83256223876848,0.95194,0.8729
cifar,val,vgg,20,99,a1,0.0,0.0,15.459932655096338,0.98558,0.8957
mnist,train,vgg,20,123,a1,0.0,0.0,12.026768119769237,0.9990166666666667,0.9832
mnist,train,vgg,20,149,a1,0.0,0.0,9.977817935252446,0.9996166666666667,0.9844
mnist,train,vgg,20,174,a1,0.0,0.0,6.828628579794895,0.9994,0.9835
mnist,train,vgg,20,19,a1,0.0,0.0,14.749655257308916,0.9587166666666667,0.9563
mnist,train,vgg,20,43,a1,0.0,0.0,16.119932603916887,0.9821666666666666,0.9761
mnist,train,vgg,20,69,a1,0.0,0.0,16.11950316664928,0.9924666666666667,0.9807
mnist,train,vgg,20,94,a1,0.0,0.0,13.374723198357493,0.9942,0.9826
mnist,trainUval,vgg,20,119,a1,0.0,0.0,12.329786297617389,0.9990666666666667,0.983
mnist,trainUval,vgg,20,144,a1,0.0,0.0,12.386186188516142,0.9996166666666667,0.984
mnist,trainUval,vgg,20,16,a1,0.0,0.0,15.277988722027146,0.94005,0.9389
mnist,trainUval,vgg,20,195,a1,0.0,0.0,20.84390760983706,0.9995333333333334,0.9824
mnist,trainUval,vgg,20,39,a1,0.0,0.0,14.133427034190674,0.9799166666666667,0.9754
mnist,trainUval,vgg,20,64,a1,0.0,0.0,16.463730306312257,0.9923,0.981
mnist,trainUval,vgg,20,8,a1,0.0,0.0,16.88229266394046,0.8149,0.8243
mnist,val,vgg,20,114,a1,0.0,0.0,11.585110309999365,0.9982833333333333,0.9843
mnist,val,vgg,20,13,a1,0.0,0.0,10.931288046335794,0.9247166666666666,0.9285
mnist,val,vgg,20,165,a1,0.0,0.0,13.605910737067433,0.9981833333333333,0.9842
mnist,val,vgg,20,190,a1,0.0,0.0,15.096414304629434,0.9994,0.9835
mnist,val,vgg,20,34,a1,0.0,0.0,8.670249870403275,0.9701333333333333,0.9665
mnist,val,vgg,20,5,a1,0.0,0.0,12.728921006899327,0.6770166666666667,0.6855
mnist,val,vgg,20,85,a1,0.0,0.0,12.285107817471186,0.9911666666666666,0.9808
cifar,train,wres,20,10,a1,0.0,0.0,366.2804315792279,0.50176,0.4905
cifar,train,wres,20,135,a1,0.0,0.0,3347.5997665534187,0.99668,0.8371
cifar,train,wres,20,160,a1,0.0,0.0,575.8720924482408,0.9258,0.7873
cifar,train,wres,20,186,a1,0.0,0.0,295.04249829043135,0.97194,0.8092
cifar,train,wres,20,2,a1,0.0,0.0,3767.3683095053184,0.36822,0.3709
cifar,train,wres,20,55,a1,0.0,0.0,6868.283056185856,0.90662,0.7807
cifar,train,wres,20,80,a1,0.0,0.0,965.6469523941383,0.89396,0.7862
cifar,trainUval,wres,20,105,a1,0.0,0.0,472.61747070005475,0.9557,0.8035
cifar,trainUval,wres,20,130,a1,0.0,0.0,5470.291077365952,0.99362,0.8284
cifar,trainUval,wres,20,156,a1,0.0,0.0,292.08466345283887,0.86384,0.7386
cifar,trainUval,wres,20,181,a1,0.0,0.0,231.14267240686337,0.9658,0.8032
cifar,trainUval,wres,20,25,a1,0.0,0.0,661.727017686132,0.71158,0.6598
cifar,trainUval,wres,20,50,a1,0.0,0.0,898.6865838372969,0.86622,0.7708
cifar,trainUval,wres,20,76,a1,0.0,0.0,1098.7656696395225,0.8768,0.775
cifar,val,wres,20,100,a1,0.0,0.0,374.8258644536274,0.95284,0.7987
cifar,val,wres,20,126,a1,0.0,0.0,416.60969298850574,0.99556,0.8306
cifar,val,wres,20,151,a1,0.0,0.0,202.35842159973086,0.90942,0.772
cifar,val,wres,20,177,a1,0.0,0.0,22.64585967401277,0.96132,0.8038
cifar,val,wres,20,20,a1,0.0,0.0,108.27138289110735,0.6436,0.6122
cifar,val,wres,20,46,a1,0.0,0.0,972.1532353907401,0.81322,0.738
cifar,val,wres,20,71,a1,0.0,0.0,1489.1843543635084,0.84258,0.7477
cifar,val,wres,20,97,a1,0.0,0.0,285.7436989520398,0.95324,0.8073
mnist,train,wres,20,121,a1,0.0,0.0,0.010154824462894396,1.0,0.9868
mnist,train,wres,20,27,a1,0.0,0.0,0.22861236815552388,1.0,0.9843
mnist,train,wres,20,52,a1,0.0,0.0,0.07731223785870611,1.0,0.9846
mnist,train,wres,20,78,a1,0.0,0.0,0.06022921258382041,1.0,0.9851
mnist,trainUval,wres,20,102,a1,0.0,0.0,14.863171376599965,1.0,0.9862
mnist,trainUval,wres,20,128,a1,0.0,0.0,14.794340050606586,1.0,0.9862
mnist,trainUval,wres,20,153,a1,0.0,0.0,13.755455010698363,1.0,0.9868
mnist,trainUval,wres,20,179,a1,0.0,0.0,13.078923414992936,1.0,0.9856
mnist,trainUval,wres,20,22,a1,0.0,0.0,13.642601535026841,0.9999333333333333,0.9838
mnist,trainUval,wres,20,48,a1,0.0,0.0,14.789329236023,1.0,0.9839
mnist,trainUval,wres,20,73,a1,0.0,0.0,15.240205310851579,1.0,0.9846
mnist,trainUval,wres,20,99,a1,0.0,0.0,14.846329743506615,1.0,0.9862
mnist,val,wres,20,123,a1,0.0,0.0,13.65875017223862,1.0,0.9867
mnist,val,wres,20,149,a1,0.0,0.0,14.102882291597552,1.0,0.9865
mnist,val,wres,20,174,a1,0.0,0.0,12.815232172490568,1.0,0.9864
mnist,val,wres,20,19,a1,0.0,0.0,9.729810835469635,0.9992333333333333,0.9815
mnist,val,wres,20,43,a1,0.0,0.0,15.669114488394506,0.99995,0.9832
mnist,val,wres,20,69,a1,0.0,0.0,15.338801659265094,1.0,0.9848
mnist,val,wres,20,94,a1,0.0,0.0,15.56772474365414,1.0,0.9856
cifar,train,densenet,20,105,a1,0.0,0.0,6.48665865133637,0.98298,0.8492
cifar,train,densenet,20,130,a1,0.0,0.0,4.1115240389253245,0.99936,0.8701
cifar,train,densenet,20,156,a1,0.0,0.0,10.341147593357391,0.9358,0.8208
cifar,train,densenet,20,181,a1,0.0,0.0,7.751768974023207,0.96922,0.8413
cifar,train,densenet,20,25,a1,0.0,0.0,8.839119199461138,0.91636,0.8159
cifar,train,densenet,20,50,a1,0.0,0.0,8.60188770869999,0.94478,0.8269
cifar,train,densenet,20,76,a1,0.0,0.0,8.048282337512681,0.93106,0.8272
cifar,trainUval,densenet,20,100,a1,0.0,0.0,12.627003625584628,0.97136,0.8382
cifar,trainUval,densenet,20,126,a1,0.0,0.0,13.493284870281627,0.9986,0.8715
cifar,trainUval,densenet,20,151,a1,0.0,0.0,11.026784939789621,0.9184,0.8183
cifar,trainUval,densenet,20,177,a1,0.0,0.0,13.001783318097324,0.96162,0.8441
cifar,trainUval,densenet,20,20,a1,0.0,0.0,13.171983124257551,0.86552,0.792
cifar,trainUval,densenet,20,46,a1,0.0,0.0,11.274900004808778,0.93342,0.8226
cifar,trainUval,densenet,20,71,a1,0.0,0.0,12.171707722537917,0.91458,0.8064
cifar,trainUval,densenet,20,97,a1,0.0,0.0,12.443667446442845,0.97282,0.8485
cifar,val,densenet,20,121,a1,0.0,0.0,13.435043188800023,0.99748,0.8646
cifar,val,densenet,20,147,a1,0.0,0.0,13.41383324801285,0.99986,0.8751
cifar,val,densenet,20,172,a1,0.0,0.0,12.484843737719416,0.9656,0.8432
cifar,val,densenet,20,198,a1,0.0,0.0,12.164976777359698,0.97122,0.8468
cifar,val,densenet,20,41,a1,0.0,0.0,11.669734713058737,0.91236,0.8112
cifar,val,densenet,20,67,a1,0.0,0.0,13.46453726454854,0.99722,0.8496
cifar,val,densenet,20,92,a1,0.0,0.0,13.214440577124918,0.95358,0.8302
mnist,train,densenet,20,117,a1,0.0,0.0,8.390914492928879,0.9990666666666667,0.9714
mnist,train,densenet,20,142,a1,0.0,0.0,8.750994103928704,0.9993166666666666,0.972
mnist,train,densenet,20,168,a1,0.0,0.0,6.8144919878009915,0.9998166666666667,0.9722
mnist,train,densenet,20,193,a1,0.0,0.0,4.5308745856045505,0.99995,0.9717
mnist,train,densenet,20,37,a1,0.0,0.0,9.81028129188752,0.9767833333333333,0.9623
mnist,train,densenet,20,62,a1,0.0,0.0,9.106078324393025,0.9892333333333333,0.9675
mnist,train,densenet,20,88,a1,0.0,0.0,9.057795156162179,0.9960166666666667,0.9708
mnist,trainUval,densenet,20,112,a1,0.0,0.0,9.25710466355823,0.9987666666666667,0.9715
mnist,trainUval,densenet,20,138,a1,0.0,0.0,9.006694092237467,0.9993,0.9718
mnist,trainUval,densenet,20,163,a1,0.0,0.0,9.84222332155661,0.9997333333333334,0.9729
mnist,trainUval,densenet,20,189,a1,0.0,0.0,9.478460667936787,0.9999666666666667,0.972
mnist,trainUval,densenet,20,32,a1,0.0,0.0,9.770656078333104,0.9686166666666667,0.958
mnist,trainUval,densenet,20,58,a1,0.0,0.0,9.294515202573884,0.9885,0.9669
mnist,trainUval,densenet,20,83,a1,0.0,0.0,9.442358117149588,0.9946333333333334,0.9695
mnist,val,densenet,20,108,a1,0.0,0.0,8.909396888585555,0.9985833333333334,0.972
mnist,val,densenet,20,133,a1,0.0,0.0,9.210747905900561,0.9993,0.9719
mnist,val,densenet,20,159,a1,0.0,0.0,9.60026843491196,0.9996666666666667,0.972
mnist,val,densenet,20,184,a1,0.0,0.0,10.089022407420387,0.9999166666666667,0.9727
mnist,val,densenet,20,28,a1,0.0,0.0,9.583943625666507,0.96485,0.9545
mnist,val,densenet,20,53,a1,0.0,0.0,9.167837506599483,0.9872666666666666,0.9675
mnist,val,densenet,20,79,a1,0.0,0.0,9.353976014672469,0.99305,0.9695
cifar,train,resnet,20,103,a1,0.0,0.0,8.226582245304833,0.96506,0.8399
cifar,train,resnet,20,129,a1,0.0,0.0,3.7229285399415843,0.99806,0.857
cifar,train,resnet,20,154,a1,0.0,0.0,12.910505848268777,0.92252,0.8121
cifar,train,resnet,20,17,a1,0.0,0.0,12.373532149650728,0.81926,0.7725
cifar,train,resnet,20,23,a1,0.0,0.0,9.516547268278835,0.8854,0.8077
cifar,train,resnet,20,49,a1,0.0,0.0,8.402522100651261,0.92904,0.8285
cifar,train,resnet,20,74,a1,0.0,0.0,9.183140916665927,0.90912,0.8113
cifar,train,resnet,20,9,a1,0.0,0.0,10.937793530073577,0.80186,0.753
cifar,trainUval,resnet,20,124,a1,0.0,0.0,14.023890324549363,0.99494,0.8561
cifar,trainUval,resnet,20,14,a1,0.0,0.0,15.501093480985908,0.77578,0.7448
cifar,trainUval,resnet,20,175,a1,0.0,0.0,11.066061489558571,0.95466,0.8308
cifar,trainUval,resnet,20,1,a1,0.0,0.0,35.207973900314755,0.492,0.4807
cifar,trainUval,resnet,20,44,a1,0.0,0.0,12.955559064035938,0.90294,0.8153
cifar,trainUval,resnet,20,6,a1,0.0,0.0,13.180558933368502,0.74282,0.7149
cifar,trainUval,resnet,20,95,a1,0.0,0.0,14.511401898117562,0.94208,0.8259
cifar,val,resnet,20,11,a1,0.0,0.0,13.622949494137629,0.74326,0.709
cifar,val,resnet,20,145,a1,0.0,0.0,14.858028870144324,0.99974,0.8628
cifar,val,resnet,20,170,a1,0.0,0.0,11.126746734979811,0.95514,0.8384
cifar,val,resnet,20,196,a1,0.0,0.0,12.45656490731347,0.96906,0.8413
cifar,val,resnet,20,3,a1,0.0,0.0,12.705058362111004,0.6326,0.617
cifar,val,resnet,20,65,a1,0.0,0.0,18.36191633442494,0.98704,0.8446
cifar,val,resnet,20,90,a1,0.0,0.0,11.417129988849481,0.93574,0.8279
mnist,train,resnet,20,115,a1,0.0,0.0,3.926201059990504,0.99995,0.9794
mnist,train,resnet,20,140,a1,0.0,0.0,3.6459945687815747,0.99995,0.9802
mnist,train,resnet,20,166,a1,0.0,0.0,2.3235245822680426,0.9999833333333333,0.98
mnist,train,resnet,20,191,a1,0.0,0.0,0.7718315006273357,1.0,0.9803
mnist,train,resnet,20,35,a1,0.0,0.0,10.720402996997528,0.99125,0.9743
mnist,train,resnet,20,60,a1,0.0,0.0,8.449730671734997,0.9982333333333333,0.9776
mnist,train,resnet,20,86,a1,0.0,0.0,5.429412098677268,0.9996,0.9793
mnist,trainUval,resnet,20,110,a1,0.0,0.0,9.950641506997314,0.99995,0.9798
mnist,trainUval,resnet,20,136,a1,0.0,0.0,10.362205092766672,0.99995,0.9799
mnist,trainUval,resnet,20,161,a1,0.0,0.0,9.826268611159733,0.9999666666666667,0.9794
mnist,trainUval,resnet,20,187,a1,0.0,0.0,10.885297550688684,1.0,0.9805
mnist,trainUval,resnet,20,30,a1,0.0,0.0,10.678283150013016,0.9872,0.9723
mnist,trainUval,resnet,20,56,a1,0.0,0.0,8.275935343291593,0.9979166666666667,0.9776
mnist,trainUval,resnet,20,81,a1,0.0,0.0,9.460217746569512,0.9992166666666666,0.9781
mnist,val,resnet,20,106,a1,0.0,0.0,9.666589995373712,0.9999,0.979
mnist,val,resnet,20,131,a1,0.0,0.0,11.136776267736728,0.99995,0.9795
mnist,val,resnet,20,157,a1,0.0,0.0,10.985097901021376,0.9999666666666667,0.9796
mnist,val,resnet,20,182,a1,0.0,0.0,11.000771254457547,1.0,0.9807
mnist,val,resnet,20,26,a1,0.0,0.0,7.785642581455193,0.9872333333333333,0.972
mnist,val,resnet,20,51,a1,0.0,0.0,8.236822247311366,0.9974,0.9764
mnist,val,resnet,20,77,a1,0.0,0.0,8.277538896075285,0.9990333333333333,0.9775
cifar,train,vgg,20,101,a1,0.0,0.0,9.060800984500474,0.98696,0.8946
cifar,train,vgg,20,127,a1,0.0,0.0,4.574243769048259,0.99952,0.9144
cifar,train,vgg,20,163,a1,0.0,0.0,10.593062475319563,0.98104,0.8961
cifar,train,vgg,20,189,a1,0.0,0.0,11.169497057795624,0.97978,0.8867
cifar,train,vgg,20,32,a1,0.0,0.0,12.356327091365564,0.90584,0.8532
cifar,train,vgg,20,58,a1,0.0,0.0,9.711511559784391,0.99342,0.8986
cifar,train,vgg,20,83,a1,0.0,0.0,14.280186273170841,0.96906,0.8826
cifar,trainUval,vgg,20,108,a1,0.0,0.0,16.266420938074702,0.99142,0.8975
cifar,trainUval,vgg,20,133,a1,0.0,0.0,19.377567954360217,0.9999,0.9161
cifar,trainUval,vgg,20,159,a1,0.0,0.0,18.644174993035506,0.97552,0.8885
cifar,trainUval,vgg,20,184,a1,0.0,0.0,15.395051449537306,0.98866,0.9017
cifar,trainUval,vgg,20,28,a1,0.0,0.0,15.696528405054785,0.96054,0.8888
cifar,trainUval,vgg,20,53,a1,0.0,0.0,18.066783040761976,0.98274,0.8952
cifar,trainUval,vgg,20,79,a1,0.0,0.0,14.920978292820337,0.9661,0.8861
cifar,val,vgg,20,103,a1,0.0,0.0,19.38947733491682,0.9919,0.9046
cifar,val,vgg,20,129,a1,0.0,0.0,18.600510813292217,0.99988,0.914
cifar,val,vgg,20,154,a1,0.0,0.0,13.530487053101083,0.96618,0.8833
cifar,val,vgg,20,17,a1,0.0,0.0,13.59405373865986,0.85964,0.8248
cifar,val,vgg,20,23,a1,0.0,0.0,13.82698013057712,0.92158,0.8619
cifar,val,vgg,20,49,a1,0.0,0.0,15.896728299544641,0.97312,0.8889
cifar,val,vgg,20,74,a1,0.0,0.0,16.590619593880042,0.94632,0.8662
cifar,val,vgg,20,9,a1,0.0,0.0,11.543092587072124,0.82358,0.7887
mnist,train,vgg,20,124,a1,0.0,0.0,11.73792925865017,0.9991166666666667,0.984
mnist,train,vgg,20,14,a1,0.0,0.0,15.094009559547544,0.9376333333333333,0.9386
mnist,train,vgg,20,175,a1,0.0,0.0,6.60836241990819,0.9991,0.9837
mnist,train,vgg,20,1,a1,0.0,0.0,1.8723406791687012,0.11348333333333334,0.1141
mnist,train,vgg,20,44,a1,0.0,0.0,14.155386725365915,0.9795333333333334,0.9732
mnist,train,vgg,20,6,a1,0.0,0.0,17.511594620300457,0.74815,0.7563
mnist,train,vgg,20,95,a1,0.0,0.0,14.867408764236579,0.9932333333333333,0.9805
mnist,trainUval,vgg,20,11,a1,0.0,0.0,14.127262971542223,0.8726166666666667,0.8824
mnist,trainUval,vgg,20,145,a1,0.0,0.0,12.191612552609051,0.9996,0.9845
mnist,trainUval,vgg,20,170,a1,0.0,0.0,17.62391056996419,0.9985666666666667,0.9843
mnist,trainUval,vgg,20,196,a1,0.0,0.0,18.20067317545181,0.9999666666666667,0.9853
mnist,trainUval,vgg,20,3,a1,0.0,0.0,2.2820667028427124,0.15185,0.1579
mnist,trainUval,vgg,20,65,a1,0.0,0.0,16.266276360211897,0.9921333333333333,0.9813
mnist,trainUval,vgg,20,90,a1,0.0,0.0,16.201764342191275,0.99305,0.9794
mnist,val,vgg,20,115,a1,0.0,0.0,12.80197455734011,0.9983666666666666,0.9834
mnist,val,vgg,20,140,a1,0.0,0.0,12.974357493862044,0.9996,0.9842
mnist,val,vgg,20,166,a1,0.0,0.0,11.471575516974369,0.9986166666666667,0.9837
mnist,val,vgg,20,191,a1,0.0,0.0,18.21213657638873,0.9985666666666667,0.9817
mnist,val,vgg,20,35,a1,0.0,0.0,7.685004312882796,0.9737666666666667,0.9686
mnist,val,vgg,20,60,a1,0.0,0.0,9.022245596528549,0.9914833333333334,0.9811
mnist,val,vgg,20,86,a1,0.0,0.0,11.469425463113247,0.9894333333333334,0.979
cifar,train,wres,20,110,a1,0.0,0.0,1267.980038165603,0.97346,0.8068
cifar,train,wres,20,136,a1,0.0,0.0,8334.957277973572,0.99532,0.834
cifar,train,wres,20,161,a1,0.0,0.0,109.03014796401848,0.90768,0.7748
cifar,train,wres,20,187,a1,0.0,0.0,271.74253005847623,0.96308,0.8011
