dataset,split,model,k,epoch,layer,thresh,thresh_mode,total_persistence,train_acc,val_acc
mnist,trainUval,resnet,20,7,a1,1e-06,1e-06,11.999924690689568,0.9605333333333334,0.9557
mnist,val,resnet,20,104,a1,1e-06,1e-06,9.81331343161942,0.9999,0.979
mnist,val,resnet,20,12,a1,1e-06,1e-06,6.801927115837316,0.9691666666666666,0.9611
mnist,val,resnet,20,155,a1,1e-06,1e-06,10.442724805044463,0.9999833333333333,0.9801
mnist,val,resnet,20,180,a1,1e-06,1e-06,11.342267291307685,0.9999833333333333,0.9806
mnist,val,resnet,20,24,a1,1e-06,1e-06,7.487199600493739,0.98655,0.9721
mnist,val,resnet,20,4,a1,1e-06,1e-06,7.5679687329466105,0.9503166666666667,0.9468
mnist,val,resnet,20,75,a1,1e-06,1e-06,8.638567703811063,0.9988166666666667,0.9769
cifar,train,vgg,20,0,a1,1e-06,1e-06,2.931440591812134,0.0898,0.0882
cifar,train,vgg,20,125,a1,1e-06,1e-06,5.855487111955881,0.99914,0.9125
cifar,train,vgg,20,161,a1,1e-06,1e-06,10.848085999488838,0.97674,0.8889
cifar,train,vgg,20,187,a1,1e-06,1e-06,10.591965727508295,0.98224,0.8908
cifar,train,vgg,20,30,a1,1e-06,1e-06,10.415937066159131,0.96264,0.8882
cifar,train,vgg,20,56,a1,1e-06,1e-06,8.070120781660108,0.98996,0.8944
cifar,train,vgg,20,81,a1,1e-06,1e-06,10.465628728270538,0.9698,0.8888
cifar,trainUval,vgg,20,106,a1,1e-06,1e-06,14.55975715816038,0.9907,0.9005
cifar,trainUval,vgg,20,131,a1,1e-06,1e-06,19.23491905629635,0.99986,0.9148
cifar,trainUval,vgg,20,157,a1,1e-06,1e-06,14.000302672386574,0.96792,0.8804
cifar,trainUval,vgg,20,182,a1,1e-06,1e-06,15.034075453880867,0.98704,0.8979
cifar,trainUval,vgg,20,26,a1,1e-06,1e-06,15.183649168050302,0.95084,0.8834
cifar,trainUval,vgg,20,51,a1,1e-06,1e-06,16.091431498527754,0.974,0.8867
cifar,trainUval,vgg,20,77,a1,1e-06,1e-06,17.343039393399607,0.96398,0.8812
cifar,val,vgg,20,101,a1,1e-06,1e-06,15.71035395562754,0.98696,0.8946
cifar,val,vgg,20,127,a1,1e-06,1e-06,18.656534191221,0.99952,0.9144
cifar,val,vgg,20,152,a1,1e-06,1e-06,12.641360015681762,0.96334,0.878
cifar,val,vgg,20,178,a1,1e-06,1e-06,16.71210084830213,0.98158,0.8886
cifar,val,vgg,20,21,a1,1e-06,1e-06,13.505324905595451,0.91046,0.8595
cifar,val,vgg,20,47,a1,1e-06,1e-06,17.50218810889158,0.96404,0.8846
cifar,val,vgg,20,72,a1,1e-06,1e-06,15.803740497082181,0.93844,0.8593
cifar,val,vgg,20,98,a1,1e-06,1e-06,15.222707271575985,0.98978,0.8967
mnist,train,vgg,20,122,a1,1e-06,1e-06,11.689681309804655,0.9987666666666667,0.9837
mnist,train,vgg,20,148,a1,1e-06,1e-06,10.021895672817664,0.9996166666666667,0.9844
mnist,train,vgg,20,173,a1,1e-06,1e-06,9.068487201251628,0.99915,0.9845
mnist,train,vgg,20,199,a1,1e-06,1e-06,2.566898745310027,0.9997166666666667,0.9859
mnist,train,vgg,20,42,a1,1e-06,1e-06,14.888271138669253,0.9813666666666667,0.9756
mnist,train,vgg,20,68,a1,1e-06,1e-06,16.241149711142555,0.9926333333333334,0.981
mnist,train,vgg,20,93,a1,1e-06,1e-06,17.124856560025364,0.9940333333333333,0.9804
mnist,trainUval,vgg,20,118,a1,1e-06,1e-06,13.49300130971642,0.9991166666666667,0.9851
mnist,trainUval,vgg,20,143,a1,1e-06,1e-06,12.36462880576255,0.9995666666666667,0.9841
mnist,trainUval,vgg,20,169,a1,1e-06,1e-06,16.187787199413833,0.9946833333333334,0.9772
mnist,trainUval,vgg,20,194,a1,1e-06,1e-06,16.393000612297328,0.9994666666666666,0.983
mnist,trainUval,vgg,20,38,a1,1e-06,1e-06,13.198457262542675,0.9753333333333334,0.9713
mnist,trainUval,vgg,20,63,a1,1e-06,1e-06,16.580962222978428,0.9920666666666667,0.9798
mnist,trainUval,vgg,20,89,a1,1e-06,1e-06,13.225845417939155,0.9930333333333333,0.9816
mnist,val,vgg,20,113,a1,1e-06,1e-06,9.961497227544896,0.9985833333333334,0.9838
mnist,val,vgg,20,139,a1,1e-06,1e-06,12.176014021970332,0.9995166666666667,0.9843
mnist,val,vgg,20,164,a1,1e-06,1e-06,13.83553426997969,0.9981666666666666,0.9843
mnist,val,vgg,20,18,a1,1e-06,1e-06,8.340619791242943,0.9517833333333333,0.9496
mnist,val,vgg,20,33,a1,1e-06,1e-06,8.82377094328914,0.9732,0.9705
mnist,val,vgg,20,59,a1,1e-06,1e-06,8.3956041792418,0.9914333333333334,0.9813
mnist,val,vgg,20,84,a1,1e-06,1e-06,11.33628617553314,0.99025,0.9802
cifar,train,wres,20,109,a1,1e-06,1e-06,1647.8124864346535,0.9753,0.8095
cifar,train,wres,20,134,a1,1e-06,1e-06,4000.1619999193463,0.99586,0.8341
cifar,train,wres,20,15,a1,1e-06,1e-06,267.3937111277713,0.5547,0.5379
cifar,train,wres,20,185,a1,1e-06,1e-06,913.5185987019939,0.96528,0.8014
cifar,train,wres,20,29,a1,1e-06,1e-06,404.17811971016545,0.74876,0.6828
cifar,train,wres,20,54,a1,1e-06,1e-06,803.8370768213244,0.89006,0.7728
cifar,train,wres,20,7,a1,1e-06,1e-06,777.1098604991768,0.45842,0.4481
cifar,trainUval,wres,20,104,a1,1e-06,1e-06,261.64172740769493,0.8873,0.761
cifar,trainUval,wres,20,12,a1,1e-06,1e-06,35.76887321099639,0.47902,0.4725
cifar,trainUval,wres,20,155,a1,1e-06,1e-06,99.43986144073529,0.86622,0.7472
cifar,trainUval,wres,20,180,a1,1e-06,1e-06,112.82368911039083,0.97008,0.8121
cifar,trainUval,wres,20,24,a1,1e-06,1e-06,239.64265989963314,0.70054,0.6496
cifar,trainUval,wres,20,4,a1,1e-06,1e-06,345.44223119502254,0.25676,0.2635
cifar,trainUval,wres,20,75,a1,1e-06,1e-06,718.3135953980413,0.8624,0.7687
cifar,val,wres,20,0,a1,1e-06,1e-06,75.58133494853973,0.1061,0.1065
cifar,val,wres,20,125,a1,1e-06,1e-06,745.6259571856131,0.99302,0.8296
cifar,val,wres,20,150,a1,1e-06,1e-06,1085.6299122433338,0.99594,0.8375
cifar,val,wres,20,176,a1,1e-06,1e-06,22.578597587651338,0.95952,0.8001
cifar,val,wres,20,200,a1,1e-06,1e-06,14.770644578687069,0.97776,0.8072
cifar,val,wres,20,45,a1,1e-06,1e-06,549.8303308305894,0.82548,0.7513
cifar,val,wres,20,70,a1,1e-06,1e-06,10472.47684916003,0.97832,0.8002
cifar,val,wres,20,96,a1,1e-06,1e-06,454.18533946030266,0.93886,0.7938
mnist,train,wres,20,120,a1,1e-06,1e-06,0.0077450467833841685,1.0,0.986
mnist,train,wres,20,26,a1,1e-06,1e-06,0.27666009601040287,1.0,0.9846
mnist,train,wres,20,51,a1,1e-06,1e-06,0.364280483147013,1.0,0.9851
mnist,train,wres,20,77,a1,1e-06,1e-06,0.06510577254084637,1.0,0.9853
mnist,trainUval,wres,20,101,a1,1e-06,1e-06,15.684913132910879,1.0,0.9855
mnist,trainUval,wres,20,127,a1,1e-06,1e-06,14.684641410440236,1.0,0.9866
mnist,trainUval,wres,20,152,a1,1e-06,1e-06,14.565018111105019,1.0,0.9864
mnist,trainUval,wres,20,178,a1,1e-06,1e-06,14.479169659787203,1.0,0.9861
mnist,trainUval,wres,20,21,a1,1e-06,1e-06,12.512688469847404,0.9998,0.9835
mnist,trainUval,wres,20,47,a1,1e-06,1e-06,13.786862824806583,1.0,0.9847
mnist,trainUval,wres,20,72,a1,1e-06,1e-06,15.11922797463194,1.0,0.9844
mnist,trainUval,wres,20,98,a1,1e-06,1e-06,14.727408389211632,1.0,0.9853
mnist,val,wres,20,122,a1,1e-06,1e-06,13.7363356409478,1.0,0.9866
mnist,val,wres,20,148,a1,1e-06,1e-06,14.633902051718906,1.0,0.9864
mnist,val,wres,20,173,a1,1e-06,1e-06,12.81082952208817,1.0,0.986
mnist,val,wres,20,199,a1,1e-06,1e-06,12.596855279984212,1.0,0.9864
mnist,val,wres,20,42,a1,1e-06,1e-06,14.216944937943481,0.9999333333333333,0.9826
mnist,val,wres,20,68,a1,1e-06,1e-06,14.680761648080079,1.0,0.9846
mnist,val,wres,20,93,a1,1e-06,1e-06,13.621443279931555,0.99995,0.9856
cifar,train,densenet,20,104,a1,1e-06,1e-06,7.45150325949092,0.97998,0.8445
cifar,train,densenet,20,12,a1,1e-06,1e-06,11.995362134646314,0.74626,0.7048
cifar,train,densenet,20,155,a1,1e-06,1e-06,9.575344725490254,0.93492,0.8197
cifar,train,densenet,20,180,a1,1e-06,1e-06,8.107150731060898,0.97328,0.852
cifar,train,densenet,20,24,a1,1e-06,1e-06,9.73398271344395,0.90872,0.8084
cifar,train,densenet,20,4,a1,1e-06,1e-06,16.24207494935581,0.68248,0.6535
cifar,train,densenet,20,75,a1,1e-06,1e-06,9.794489624959546,0.92906,0.8181
cifar,trainUval,densenet,20,0,a1,1e-06,1e-06,170.33578729629517,0.09992,0.0998
cifar,trainUval,densenet,20,125,a1,1e-06,1e-06,13.863836157736216,0.99836,0.8659
cifar,trainUval,densenet,20,150,a1,1e-06,1e-06,13.324036209209453,0.9999,0.8752
cifar,trainUval,densenet,20,176,a1,1e-06,1e-06,12.725126024767093,0.9702,0.8464
cifar,trainUval,densenet,20,200,a1,1e-06,1e-06,11.278882997561823,0.97902,0.8529
cifar,trainUval,densenet,20,45,a1,1e-06,1e-06,11.97788365949146,0.9211,0.8124
cifar,trainUval,densenet,20,70,a1,1e-06,1e-06,13.448156209886761,0.99714,0.8502
cifar,trainUval,densenet,20,96,a1,1e-06,1e-06,11.81852896846889,0.97416,0.846
cifar,val,densenet,20,120,a1,1e-06,1e-06,13.103537574469243,0.99624,0.8634
cifar,val,densenet,20,146,a1,1e-06,1e-06,13.547430728927623,0.99988,0.8741
cifar,val,densenet,20,171,a1,1e-06,1e-06,12.347907459233625,0.96238,0.8369
cifar,val,densenet,20,197,a1,1e-06,1e-06,12.345602826489994,0.97844,0.8524
cifar,val,densenet,20,40,a1,1e-06,1e-06,11.518951406249023,0.8937,0.8059
cifar,val,densenet,20,66,a1,1e-06,1e-06,14.011569152922497,0.99666,0.8494
cifar,val,densenet,20,91,a1,1e-06,1e-06,11.630909570740393,0.96008,0.8328
mnist,train,densenet,20,116,a1,1e-06,1e-06,8.774631384587593,0.99905,0.9717
mnist,train,densenet,20,141,a1,1e-06,1e-06,8.133804252117478,0.9993,0.972
mnist,train,densenet,20,167,a1,1e-06,1e-06,6.982173659174812,0.9998166666666667,0.972
mnist,train,densenet,20,192,a1,1e-06,1e-06,4.427076721694171,0.99995,0.9722
mnist,train,densenet,20,36,a1,1e-06,1e-06,9.159948350922718,0.9750666666666666,0.961
mnist,train,densenet,20,61,a1,1e-06,1e-06,9.118858868205734,0.9891333333333333,0.9677
mnist,train,densenet,20,87,a1,1e-06,1e-06,9.55606548320845,0.9958333333333333,0.9708
mnist,trainUval,densenet,20,111,a1,1e-06,1e-06,9.652176604664447,0.9988333333333334,0.971
mnist,trainUval,densenet,20,137,a1,1e-06,1e-06,8.921539449968776,0.9993333333333333,0.9716
mnist,trainUval,densenet,20,162,a1,1e-06,1e-06,9.017629761174895,0.9996666666666667,0.9722
mnist,trainUval,densenet,20,188,a1,1e-06,1e-06,9.54853382673003,0.9999333333333333,0.9723
mnist,trainUval,densenet,20,31,a1,1e-06,1e-06,9.692643449850038,0.9668166666666667,0.9562
mnist,trainUval,densenet,20,57,a1,1e-06,1e-06,9.442062899322565,0.9885833333333334,0.9668
mnist,trainUval,densenet,20,82,a1,1e-06,1e-06,9.349282769523143,0.9946,0.9693
mnist,val,densenet,20,107,a1,1e-06,1e-06,9.291555757868572,0.9984666666666666,0.9718
mnist,val,densenet,20,132,a1,1e-06,1e-06,8.964117354405644,0.9992333333333333,0.9718
mnist,val,densenet,20,158,a1,1e-06,1e-06,9.053404048081212,0.9995666666666667,0.973
mnist,val,densenet,20,183,a1,1e-06,1e-06,9.660069926669891,0.9999166666666667,0.9724
mnist,val,densenet,20,27,a1,1e-06,1e-06,9.414283453502776,0.9648333333333333,0.9546
mnist,val,densenet,20,52,a1,1e-06,1e-06,9.47065354290504,0.98715,0.9679
mnist,val,densenet,20,78,a1,1e-06,1e-06,9.205476627096694,0.9930833333333333,0.9693
cifar,train,resnet,20,102,a1,1e-06,1e-06,6.990342033347545,0.96218,0.8388
cifar,train,resnet,20,128,a1,1e-06,1e-06,6.02809676912814,0.99734,0.8602
cifar,train,resnet,20,153,a1,1e-06,1e-06,10.027936091602932,0.92772,0.8103
cifar,train,resnet,20,179,a1,1e-06,1e-06,7.699541197477572,0.949,0.8277
cifar,train,resnet,20,22,a1,1e-06,1e-06,10.152271384754961,0.87082,0.8007
cifar,train,resnet,20,48,a1,1e-06,1e-06,8.520718478395963,0.92014,0.8236
cifar,train,resnet,20,73,a1,1e-06,1e-06,10.190251595575958,0.90622,0.8144
cifar,train,resnet,20,99,a1,1e-06,1e-06,10.344121386238236,0.95556,0.8324
cifar,trainUval,resnet,20,123,a1,1e-06,1e-06,13.562243220122546,0.9941,0.8537
cifar,trainUval,resnet,20,149,a1,1e-06,1e-06,14.758899282518492,0.99976,0.8636
cifar,trainUval,resnet,20,174,a1,1e-06,1e-06,11.522527121739195,0.94108,0.8231
cifar,trainUval,resnet,20,19,a1,1e-06,1e-06,14.822359354396099,0.84254,0.791
cifar,trainUval,resnet,20,43,a1,1e-06,1e-06,12.927728731470374,0.9033,0.8205
cifar,trainUval,resnet,20,69,a1,1e-06,1e-06,18.099373133532026,0.98984,0.8448
cifar,trainUval,resnet,20,94,a1,1e-06,1e-06,13.002159732707476,0.94912,0.8323
cifar,val,resnet,20,119,a1,1e-06,1e-06,15.049053256339732,0.98946,0.8458
cifar,val,resnet,20,144,a1,1e-06,1e-06,14.945008837171649,0.9997,0.8657
cifar,val,resnet,20,16,a1,1e-06,1e-06,10.403044511729945,0.81482,0.7744
cifar,val,resnet,20,195,a1,1e-06,1e-06,11.358312523526997,0.969,0.8438
cifar,val,resnet,20,39,a1,1e-06,1e-06,12.084214086643101,0.8632,0.7866
cifar,val,resnet,20,64,a1,1e-06,1e-06,19.64939259182291,0.98522,0.8418
cifar,val,resnet,20,8,a1,1e-06,1e-06,9.813836500823527,0.78842,0.7501
mnist,train,resnet,20,114,a1,1e-06,1e-06,4.007225533239819,0.9999333333333333,0.9799
mnist,train,resnet,20,13,a1,1e-06,1e-06,11.188441615729516,0.97185,0.9637
mnist,train,resnet,20,165,a1,1e-06,1e-06,2.414661855117835,0.9999833333333333,0.9796
mnist,train,resnet,20,190,a1,1e-06,1e-06,0.8121190673447245,1.0,0.9802
mnist,train,resnet,20,34,a1,1e-06,1e-06,10.56347173684965,0.9902833333333333,0.9741
mnist,train,resnet,20,5,a1,1e-06,1e-06,10.832670576038254,0.955,0.9473
mnist,train,resnet,20,85,a1,1e-06,1e-06,6.317445266660862,0.9994,0.9794
mnist,trainUval,resnet,20,10,a1,1e-06,1e-06,11.76786788260597,0.96215,0.9572
mnist,trainUval,resnet,20,135,a1,1e-06,1e-06,10.438803142321099,0.9999666666666667,0.9798
mnist,trainUval,resnet,20,160,a1,1e-06,1e-06,10.262561644065727,0.9999666666666667,0.9794
mnist,trainUval,resnet,20,186,a1,1e-06,1e-06,10.915217147599101,1.0,0.9797
mnist,trainUval,resnet,20,2,a1,1e-06,1e-06,9.514152260508126,0.9258833333333333,0.9227
mnist,trainUval,resnet,20,55,a1,1e-06,1e-06,8.830643125889651,0.9979833333333333,0.9779
mnist,trainUval,resnet,20,80,a1,1e-06,1e-06,9.084361774475134,0.9990833333333333,0.9777
mnist,val,resnet,20,105,a1,1e-06,1e-06,9.573915073454266,0.9999166666666667,0.9789
mnist,val,resnet,20,130,a1,1e-06,1e-06,10.623115172235146,0.99995,0.9795
mnist,val,resnet,20,156,a1,1e-06,1e-06,9.793185068990198,0.9999833333333333,0.9803
mnist,val,resnet,20,181,a1,1e-06,1e-06,11.495582646106307,1.0,0.9802
mnist,val,resnet,20,25,a1,1e-06,1e-06,7.278900788478325,0.9868,0.9717
mnist,val,resnet,20,50,a1,1e-06,1e-06,8.569393585958167,0.9971833333333333,0.9754
mnist,val,resnet,20,76,a1,1e-06,1e-06,8.39123645561672,0.9989,0.9779
cifar,train,vgg,20,100,a1,1e-06,1e-06,9.60444571077847,0.98454,0.8876
cifar,train,vgg,20,126,a1,1e-06,1e-06,4.24793416634202,0.99972,0.9151
cifar,train,vgg,20,162,a1,1e-06,1e-06,9.24822625498593,0.97306,0.8863
cifar,train,vgg,20,188,a1,1e-06,1e-06,8.963651381434033,0.98552,0.8974
cifar,train,vgg,20,31,a1,1e-06,1e-06,19.39957951281437,0.86278,0.8139
cifar,train,vgg,20,57,a1,1e-06,1e-06,8.607442326843739,0.99106,0.9006
cifar,train,vgg,20,82,a1,1e-06,1e-06,9.884503543377036,0.96998,0.884
cifar,trainUval,vgg,20,107,a1,1e-06,1e-06,19.28272253274929,0.99294,0.8978
cifar,trainUval,vgg,20,132,a1,1e-06,1e-06,18.942028939673037,0.99986,0.914
cifar,trainUval,vgg,20,158,a1,1e-06,1e-06,16.708924308437872,0.97182,0.885
cifar,trainUval,vgg,20,183,a1,1e-06,1e-06,15.484468877315585,0.98252,0.8916
cifar,trainUval,vgg,20,27,a1,1e-06,1e-06,15.58245563258425,0.95516,0.8843
cifar,trainUval,vgg,20,52,a1,1e-06,1e-06,17.339344136417253,0.97236,0.8869
cifar,trainUval,vgg,20,78,a1,1e-06,1e-06,13.56736126781928,0.96408,0.8834
cifar,val,vgg,20,102,a1,1e-06,1e-06,19.200757049026095,0.98626,0.8952
cifar,val,vgg,20,128,a1,1e-06,1e-06,18.83395996503532,0.99948,0.9131
cifar,val,vgg,20,153,a1,1e-06,1e-06,13.980351448420414,0.95688,0.8759
cifar,val,vgg,20,179,a1,1e-06,1e-06,15.378758288921972,0.98162,0.8936
cifar,val,vgg,20,22,a1,1e-06,1e-06,15.196611659711671,0.92584,0.8643
cifar,val,vgg,20,48,a1,1e-06,1e-06,15.4774575084694,0.96454,0.8823
cifar,val,vgg,20,73,a1,1e-06,1e-06,17.83256223876848,0.95194,0.8729
cifar,val,vgg,20,99,a1,1e-06,1e-06,15.459932655096338,0.98558,0.8957
mnist,train,vgg,20,123,a1,1e-06,1e-06,12.02676776214139,0.9990166666666667,0.9832
mnist,train,vgg,20,149,a1,1e-06,1e-06,9.977817696833881,0.9996166666666667,0.9844
mnist,train,vgg,20,174,a1,1e-06,1e-06,6.828628579794895,0.9994,0.9835
mnist,train,vgg,20,19,a1,1e-06,1e-06,14.749652634726488,0.9587166666666667,0.9563
mnist,train,vgg,20,43,a1,1e-06,1e-06,16.119925451386543,0.9821666666666666,0.9761
mnist,train,vgg,20,69,a1,1e-06,1e-06,16.119499113537188,0.9924666666666667,0.9807
mnist,train,vgg,20,94,a1,1e-06,1e-06,13.374721529427916,0.9942,0.9826
mnist,trainUval,vgg,20,119,a1,1e-06,1e-06,12.329785105524934,0.9990666666666667,0.983
mnist,trainUval,vgg,20,144,a1,1e-06,1e-06,12.38618606930686,0.9996166666666667,0.984
mnist,trainUval,vgg,20,16,a1,1e-06,1e-06,15.277987291524994,0.94005,0.9389
mnist,trainUval,vgg,20,195,a1,1e-06,1e-06,20.84390760983706,0.9995333333333334,0.9824
mnist,trainUval,vgg,20,39,a1,1e-06,1e-06,14.133420000887156,0.9799166666666667,0.9754
mnist,trainUval,vgg,20,64,a1,1e-06,1e-06,16.463725657158307,0.9923,0.981
mnist,trainUval,vgg,20,8,a1,1e-06,1e-06,16.88229266394046,0.8149,0.8243
mnist,val,vgg,20,114,a1,1e-06,1e-06,11.585109952371575,0.9982833333333333,0.9843
mnist,val,vgg,20,13,a1,1e-06,1e-06,10.931288046335794,0.9247166666666666,0.9285
mnist,val,vgg,20,165,a1,1e-06,1e-06,13.605910498648882,0.9981833333333333,0.9842
mnist,val,vgg,20,190,a1,1e-06,1e-06,15.096414304629434,0.9994,0.9835
mnist,val,vgg,20,34,a1,1e-06,1e-06,8.670249870403275,0.9701333333333333,0.9665
mnist,val,vgg,20,5,a1,1e-06,1e-06,12.728921006899327,0.6770166666666667,0.6855
mnist,val,vgg,20,85,a1,1e-06,1e-06,12.285106863800145,0.9911666666666666,0.9808
cifar,train,wres,20,10,a1,1e-06,1e-06,366.28043014871855,0.50176,0.4905
cifar,train,wres,20,135,a1,1e-06,1e-06,3347.5997414002773,0.99668,0.8371
cifar,train,wres,20,160,a1,1e-06,1e-06,575.8720892296004,0.9258,0.7873
cifar,train,wres,20,186,a1,1e-06,1e-06,295.04248863475516,0.97194,0.8092
cifar,train,wres,20,2,a1,1e-06,1e-06,3767.3683095053184,0.36822,0.3709
cifar,train,wres,20,55,a1,1e-06,1e-06,6868.2830429536925,0.90662,0.7807
cifar,train,wres,20,80,a1,1e-06,1e-06,965.6469475066137,0.89396,0.7862
cifar,trainUval,wres,20,105,a1,1e-06,1e-06,472.6174525803468,0.9557,0.8035
cifar,trainUval,wres,20,130,a1,1e-06,1e-06,5470.291045656312,0.99362,0.8284
cifar,trainUval,wres,20,156,a1,1e-06,1e-06,292.08466345283887,0.86384,0.7386
cifar,trainUval,wres,20,181,a1,1e-06,1e-06,231.14265631378808,0.9658,0.8032
cifar,trainUval,wres,20,25,a1,1e-06,1e-06,661.7270174477135,0.71158,0.6598
cifar,trainUval,wres,20,50,a1,1e-06,1e-06,898.6865834796763,0.86622,0.7708
cifar,trainUval,wres,20,76,a1,1e-06,1e-06,1098.7656636791226,0.8768,0.775
cifar,val,wres,20,100,a1,1e-06,1e-06,374.8258595660538,0.95284,0.7987
cifar,val,wres,20,126,a1,1e-06,1e-06,416.60968822013723,0.99556,0.8306
cifar,val,wres,20,151,a1,1e-06,1e-06,202.35842028843982,0.90942,0.772
cifar,val,wres,20,177,a1,1e-06,1e-06,22.645854905745892,0.96132,0.8038
cifar,val,wres,20,20,a1,1e-06,1e-06,108.27138289110735,0.6436,0.6122
cifar,val,wres,20,46,a1,1e-06,1e-06,972.15323479473,0.81322,0.738
cifar,val,wres,20,71,a1,1e-06,1e-06,1489.1843540058896,0.84258,0.7477
cifar,val,wres,20,97,a1,1e-06,1e-06,285.7436928723763,0.95324,0.8073
mnist,train,wres,20,121,a1,1e-06,1e-06,0.010147791115741711,1.0,0.9868
mnist,train,wres,20,27,a1,1e-06,1e-06,0.22858638054393055,1.0,0.9843
mnist,train,wres,20,52,a1,1e-06,1e-06,0.0773066350229783,1.0,0.9846
mnist,train,wres,20,78,a1,1e-06,1e-06,0.0602265899797203,1.0,0.9851
mnist,trainUval,wres,20,102,a1,1e-06,1e-06,14.86316446246201,1.0,0.9862
mnist,trainUval,wres,20,128,a1,1e-06,1e-06,14.79433146753945,1.0,0.9862
mnist,trainUval,wres,20,153,a1,1e-06,1e-06,13.755443208981887,1.0,0.9868
mnist,trainUval,wres,20,179,a1,1e-06,1e-06,13.078897665802174,1.0,0.9856
mnist,trainUval,wres,20,22,a1,1e-06,1e-06,13.642565891480757,0.9999333333333333,0.9838
mnist,trainUval,wres,20,48,a1,1e-06,1e-06,14.789322441094555,1.0,0.9839
mnist,trainUval,wres,20,73,a1,1e-06,1e-06,15.240199588806718,1.0,0.9846
mnist,trainUval,wres,20,99,a1,1e-06,1e-06,14.846322233323008,1.0,0.9862
mnist,val,wres,20,123,a1,1e-06,1e-06,13.658748145680875,1.0,0.9867
mnist,val,wres,20,149,a1,1e-06,1e-06,14.10287966899341,1.0,0.9865
mnist,val,wres,20,174,a1,1e-06,1e-06,12.815226331236772,1.0,0.9864
mnist,val,wres,20,19,a1,1e-06,1e-06,9.729797722453611,0.9992333333333333,0.9815
mnist,val,wres,20,43,a1,1e-06,1e-06,15.669112819465226,0.99995,0.9832
mnist,val,wres,20,69,a1,1e-06,1e-06,15.338800228753826,1.0,0.9848
mnist,val,wres,20,94,a1,1e-06,1e-06,15.5677230747242,1.0,0.9856
cifar,train,densenet,20,105,a1,1e-06,1e-06,6.486638505088244,0.98298,0.8492
cifar,train,densenet,20,130,a1,1e-06,1e-06,4.11150425073231,0.99936,0.8701
cifar,train,densenet,20,156,a1,1e-06,1e-06,10.341142229017578,0.9358,0.8208
cifar,train,densenet,20,181,a1,1e-06,1e-06,7.751761702396948,0.96922,0.8413
cifar,train,densenet,20,25,a1,1e-06,1e-06,8.83910930514822,0.91636,0.8159
cifar,train,densenet,20,50,a1,1e-06,1e-06,8.601862674831835,0.94478,0.8269
cifar,train,densenet,20,76,a1,1e-06,1e-06,8.048272562379125,0.93106,0.8272
cifar,trainUval,densenet,20,100,a1,1e-06,1e-06,12.62697894936418,0.97136,0.8382
cifar,trainUval,densenet,20,126,a1,1e-06,1e-06,13.493256498775509,0.9986,0.8715
cifar,trainUval,densenet,20,151,a1,1e-06,1e-06,11.026778502687733,0.9184,0.8183
cifar,trainUval,densenet,20,177,a1,1e-06,1e-06,13.001767105830396,0.96162,0.8441
cifar,trainUval,densenet,20,20,a1,1e-06,1e-06,13.171976687063264,0.86552,0.792
cifar,trainUval,densenet,20,46,a1,1e-06,1e-06,11.274884627241356,0.93342,0.8226
cifar,trainUval,densenet,20,71,a1,1e-06,1e-06,12.171691629326048,0.91458,0.8064
cifar,trainUval,densenet,20,97,a1,1e-06,1e-06,12.443650876479808,0.97282,0.8485
cifar,val,densenet,20,121,a1,1e-06,1e-06,13.43503985096197,0.99748,0.8646
cifar,val,densenet,20,147,a1,1e-06,1e-06,13.413831936746135,0.99986,0.8751
cifar,val,densenet,20,172,a1,1e-06,1e-06,12.484840638339733,0.9656,0.8432
cifar,val,densenet,20,198,a1,1e-06,1e-06,12.16497558536139,0.97122,0.8468
cifar,val,densenet,20,41,a1,1e-06,1e-06,11.669732567354743,0.91236,0.8112
cifar,val,densenet,20,67,a1,1e-06,1e-06,13.464522005790904,0.99722,0.8496
cifar,val,densenet,20,92,a1,1e-06,1e-06,13.214434020656512,0.95358,0.8302
mnist,train,densenet,20,117,a1,1e-06,1e-06,8.39088635970623,0.9990666666666667,0.9714
mnist,train,densenet,20,142,a1,1e-06,1e-06,8.75095798373028,0.9993166666666666,0.972
mnist,train,densenet,20,168,a1,1e-06,1e-06,6.814445496386909,0.9998166666666667,0.9722
mnist,train,densenet,20,193,a1,1e-06,1e-06,4.530823683526592,0.99995,0.9717
mnist,train,densenet,20,37,a1,1e-06,1e-06,9.810279265439647,0.9767833333333333,0.9623
mnist,train,densenet,20,62,a1,1e-06,1e-06,9.106069622244064,0.9892333333333333,0.9675
mnist,train,densenet,20,88,a1,1e-06,1e-06,9.057770360824811,0.9960166666666667,0.9708
mnist,trainUval,densenet,20,112,a1,1e-06,1e-06,9.257068901186955,0.9987666666666667,0.9715
mnist,trainUval,densenet,20,138,a1,1e-06,1e-06,9.006650223604908,0.9993,0.9718
mnist,trainUval,densenet,20,163,a1,1e-06,1e-06,9.842186486106513,0.9997333333333334,0.9729
mnist,trainUval,densenet,20,189,a1,1e-06,1e-06,9.478409765767196,0.9999666666666667,0.972
mnist,trainUval,densenet,20,32,a1,1e-06,1e-06,9.770653456064792,0.9686166666666667,0.958
mnist,trainUval,densenet,20,58,a1,1e-06,1e-06,9.294504831637141,0.9885,0.9669
mnist,trainUval,densenet,20,83,a1,1e-06,1e-06,9.442332845152755,0.9946333333333334,0.9695
mnist,val,densenet,20,108,a1,1e-06,1e-06,8.90939378915278,0.9985833333333334,0.972
