dataset,split,model,k,epoch,layer,thresh,thresh_mode,total_persistence,minima,cps,train_acc,val_acc
mnist,trainUval,densenet,20,176,a1,1e-06,1e-06,9.42616365255185,114,222,0.9998833333333333,0.9726
mnist,trainUval,densenet,20,126,a1,1e-06,1e-06,8.900522030254479,137,268,0.9992333333333333,0.9723
mnist,val,densenet,20,32,a1,1e-06,1e-06,9.726214926812645,37,71,0.9686166666666667,0.958
mnist,val,densenet,20,142,a1,1e-06,1e-06,9.20017197234506,43,80,0.9993166666666666,0.972
mnist,val,densenet,20,108,a1,1e-06,1e-06,8.90939362924712,47,90,0.9985833333333334,0.972
mnist,val,densenet,20,85,a1,1e-06,1e-06,8.429213601515585,41,78,0.9951833333333333,0.9696
cifar,train,densenet,20,122,a1,1e-06,1e-06,4.97897829962119,283,549,0.9979,0.8621
cifar,train,densenet,20,118,a1,1e-06,1e-06,6.269969630080254,233,454,0.9936,0.8618
cifar,train,densenet,20,112,a1,1e-06,1e-06,8.258805080917227,199,387,0.98932,0.8511
cifar,train,densenet,20,48,a1,1e-06,1e-06,8.340961703485505,119,233,0.94812,0.8284
cifar,trainUval,densenet,20,41,a1,1e-06,1e-06,11.7330355540239,141,275,0.91236,0.8112
cifar,trainUval,densenet,20,91,a1,1e-06,1e-06,11.5999202578829,132,261,0.96008,0.8328
cifar,trainUval,densenet,20,163,a1,1e-06,1e-06,11.325648311485338,114,226,0.95574,0.8391
cifar,val,densenet,20,0,a1,1e-06,1e-06,36.66346728801727,253,487,0.09992,0.0998
cifar,val,densenet,20,116,a1,1e-06,1e-06,12.356504749792293,61,118,0.99456,0.8565
cifar,val,densenet,20,45,a1,1e-06,1e-06,11.798461720327168,45,88,0.9211,0.8124
cifar,val,densenet,20,59,a1,1e-06,1e-06,12.655597312868508,45,89,0.98814,0.8401
mnist,train,resnet,20,10,a1,1e-06,1e-06,11.745150768542317,207,396,0.96215,0.9572
mnist,train,resnet,20,23,a1,1e-06,1e-06,10.818660237023323,181,352,0.9862166666666666,0.9719
mnist,train,resnet,20,186,a1,1e-06,1e-06,0.9240434069841967,50,97,1.0,0.9797
mnist,train,resnet,20,164,a1,1e-06,1e-06,2.5463893185568622,59,115,0.9999833333333333,0.9809
mnist,trainUval,resnet,20,160,a1,1e-06,1e-06,10.26256123952271,69,134,0.9999666666666667,0.9794
mnist,trainUval,resnet,20,152,a1,1e-06,1e-06,10.318799696474457,85,165,0.9999833333333333,0.9801
mnist,trainUval,resnet,20,185,a1,1e-06,1e-06,10.977887290510694,66,129,1.0,0.9807
mnist,trainUval,resnet,20,102,a1,1e-06,1e-06,9.986864308956456,97,187,0.9999,0.9784
mnist,val,resnet,20,11,a1,1e-06,1e-06,6.757096016107425,56,111,0.9661833333333333,0.9602
mnist,val,resnet,20,44,a1,1e-06,1e-06,8.555543178921653,46,90,0.9958666666666667,0.9765
mnist,val,resnet,20,72,a1,1e-06,1e-06,8.365032497840389,36,70,0.9984166666666666,0.9769
mnist,val,resnet,20,3,a1,1e-06,1e-06,7.7354238607185835,60,114,0.9404,0.9384
cifar,train,resnet,20,25,a1,1e-06,1e-06,9.007419470561445,128,251,0.90082,0.82
cifar,train,resnet,20,77,a1,1e-06,1e-06,9.138608045457886,150,296,0.89282,0.797
cifar,train,resnet,20,39,a1,1e-06,1e-06,9.803840050950384,158,311,0.8632,0.7866
cifar,train,resnet,20,89,a1,1e-06,1e-06,7.99886837384463,107,208,0.93642,0.8258
cifar,trainUval,resnet,20,132,a1,1e-06,1e-06,14.590663863630311,134,263,0.99874,0.8619
cifar,trainUval,resnet,20,151,a1,1e-06,1e-06,15.367554076282886,121,240,0.92088,0.8084
cifar,trainUval,resnet,20,165,a1,1e-06,1e-06,13.292926044925593,118,231,0.94946,0.8347
cifar,trainUval,resnet,20,177,a1,1e-06,1e-06,12.48798308191499,132,259,0.95046,0.8276
cifar,val,resnet,20,191,a1,1e-06,1e-06,11.052014561042597,47,92,0.96054,0.8342
cifar,val,resnet,20,83,a1,1e-06,1e-06,11.896844120875926,54,106,0.9146,0.8101
cifar,val,resnet,20,80,a1,1e-06,1e-06,12.998000025854026,44,84,0.91468,0.8179
cifar,val,resnet,20,57,a1,1e-06,1e-06,15.637699115860755,46,91,0.9633,0.8366
mnist,train,densenet,20,111,a1,1e-06,1e-06,8.916362808498093,133,259,0.9988333333333334,0.971
mnist,train,densenet,20,188,a1,1e-06,1e-06,5.45112143726999,103,200,0.9999333333333333,0.9723
mnist,train,densenet,20,90,a1,1e-06,1e-06,9.20973512249384,152,292,0.9967,0.9704
mnist,train,densenet,20,62,a1,1e-06,1e-06,9.106069359002504,159,307,0.9892333333333333,0.9675
mnist,trainUval,densenet,20,107,a1,1e-06,1e-06,9.208705065182698,139,268,0.9984666666666666,0.9718
mnist,trainUval,densenet,20,97,a1,1e-06,1e-06,9.264687897487079,170,326,0.99755,0.9715
mnist,trainUval,densenet,20,175,a1,1e-06,1e-06,9.408414949630583,101,193,0.9998666666666667,0.9728
mnist,trainUval,densenet,20,133,a1,1e-06,1e-06,9.181067562076464,136,261,0.9993,0.9719
mnist,val,densenet,20,192,a1,1e-06,1e-06,9.564078785841957,34,64,0.99995,0.9722
mnist,val,densenet,20,120,a1,1e-06,1e-06,9.265234624294635,46,87,0.9991833333333333,0.9718
mnist,val,densenet,20,196,a1,1e-06,1e-06,9.804995674312522,32,62,0.99995,0.9729
mnist,val,densenet,20,8,a1,1e-06,1e-06,8.412181250372669,48,91,0.9030833333333333,0.8985
cifar,train,densenet,20,147,a1,1e-06,1e-06,1.6594884836381425,390,754,0.99986,0.8751
cifar,train,densenet,20,37,a1,1e-06,1e-06,9.457915101294702,123,243,0.89244,0.8095
cifar,train,densenet,20,14,a1,1e-06,1e-06,14.53240687983589,162,320,0.7859,0.7404
cifar,train,densenet,20,159,a1,1e-06,1e-06,8.03474172791914,146,288,0.95474,0.837
cifar,trainUval,densenet,20,123,a1,1e-06,1e-06,13.897689974364084,325,636,0.99754,0.863
cifar,trainUval,densenet,20,100,a1,1e-06,1e-06,12.626978813904998,126,246,0.97136,0.8382
cifar,trainUval,densenet,20,31,a1,1e-06,1e-06,12.035532580917561,158,312,0.85132,0.7809
cifar,val,densenet,20,182,a1,1e-06,1e-06,12.17380988499599,43,82,0.96946,0.8493
cifar,val,densenet,20,117,a1,1e-06,1e-06,12.955980201208376,63,124,0.99452,0.8575
cifar,val,densenet,20,187,a1,1e-06,1e-06,10.813285204055319,46,90,0.97474,0.8487
cifar,val,densenet,20,134,a1,1e-06,1e-06,13.00484315831136,99,192,0.99978,0.8742
mnist,train,resnet,20,143,a1,1e-06,1e-06,3.511838654801977,67,133,0.99995,0.9789
mnist,train,resnet,20,18,a1,1e-06,1e-06,10.920057677653972,209,403,0.9826833333333334,0.97
mnist,train,resnet,20,180,a1,1e-06,1e-06,1.1597629096744413,52,102,0.9999833333333333,0.9806
mnist,train,resnet,20,155,a1,1e-06,1e-06,3.3136706751453175,70,137,0.9999833333333333,0.9801
mnist,trainUval,resnet,20,103,a1,1e-06,1e-06,9.534139764494284,87,170,0.9998833333333333,0.9797
mnist,trainUval,resnet,20,30,a1,1e-06,1e-06,10.678267090229838,206,399,0.9872,0.9723
mnist,trainUval,resnet,20,73,a1,1e-06,1e-06,8.20290282176768,131,257,0.9985333333333334,0.978
mnist,trainUval,resnet,20,109,a1,1e-06,1e-06,9.874664251620175,81,159,0.9999333333333333,0.9797
mnist,val,resnet,20,76,a1,1e-06,1e-06,8.39123654074126,39,75,0.9989,0.9779
mnist,val,resnet,20,197,a1,1e-06,1e-06,11.282437635019278,22,43,1.0,0.9805
mnist,val,resnet,20,178,a1,1e-06,1e-06,11.134318516060148,20,39,0.9999833333333333,0.9807
mnist,val,resnet,20,190,a1,1e-06,1e-06,10.567644815154608,19,37,1.0,0.9802
cifar,train,resnet,20,13,a1,1e-06,1e-06,11.740900906720299,135,267,0.78374,0.7393
cifar,train,resnet,20,95,a1,1e-06,1e-06,10.6301466521071,91,178,0.94208,0.8259
cifar,train,resnet,20,136,a1,1e-06,1e-06,3.333805381126467,118,232,0.99926,0.8641
cifar,train,resnet,20,184,a1,1e-06,1e-06,8.311621155995226,138,273,0.96388,0.8349
cifar,trainUval,resnet,20,139,a1,1e-06,1e-06,14.951044042343142,127,249,0.99954,0.8657
cifar,trainUval,resnet,20,51,a1,1e-06,1e-06,14.015253680302862,114,222,0.94496,0.8337
cifar,trainUval,resnet,20,153,a1,1e-06,1e-06,10.633794555860959,121,237,0.92772,0.8103
cifar,trainUval,resnet,20,113,a1,1e-06,1e-06,15.674879217787065,97,191,0.97938,0.8427
cifar,val,resnet,20,168,a1,1e-06,1e-06,12.997899813132562,33,65,0.94994,0.8323
cifar,val,resnet,20,161,a1,1e-06,1e-06,11.5112294766393,46,90,0.94256,0.829
cifar,val,resnet,20,105,a1,1e-06,1e-06,13.78110223082058,39,76,0.9638,0.8364
cifar,val,resnet,20,46,a1,1e-06,1e-06,12.7012376204857,51,98,0.91028,0.8139
mnist,train,densenet,20,63,a1,1e-06,1e-06,9.085002163232502,162,309,0.9891666666666666,0.9686
mnist,train,densenet,20,2,a1,1e-06,1e-06,36.59078059066087,548,1027,0.77425,0.7716
mnist,train,densenet,20,156,a1,1e-06,1e-06,8.353419182086327,115,224,0.9994833333333333,0.9724
mnist,train,densenet,20,92,a1,1e-06,1e-06,9.323058585766262,145,281,0.9969833333333333,0.9706
mnist,trainUval,densenet,20,96,a1,1e-06,1e-06,9.285929501053033,157,299,0.99755,0.9712
mnist,trainUval,densenet,20,179,a1,1e-06,1e-06,9.282244694344854,113,217,0.9998833333333333,0.9725
mnist,trainUval,densenet,20,88,a1,1e-06,1e-06,9.117771129292237,157,297,0.9960166666666667,0.9708
mnist,trainUval,densenet,20,56,a1,1e-06,1e-06,9.091973574568215,182,346,0.9882,0.9671
mnist,val,densenet,20,128,a1,1e-06,1e-06,9.276942934993485,45,87,0.9992333333333333,0.9714
mnist,val,densenet,20,52,a1,1e-06,1e-06,9.47065392299055,52,100,0.98715,0.9679
mnist,val,densenet,20,47,a1,1e-06,1e-06,9.177330198089521,47,90,0.9844666666666667,0.9658
mnist,val,densenet,20,67,a1,1e-06,1e-06,9.616832735973958,48,92,0.9892666666666666,0.968
cifar,train,densenet,20,19,a1,1e-06,1e-06,9.817749097812793,149,290,0.84888,0.7799
cifar,train,densenet,20,79,a1,1e-06,1e-06,8.096499718572318,113,224,0.94572,0.8322
cifar,train,densenet,20,200,a1,1e-06,1e-06,8.803486760530404,183,359,0.97902,0.8529
cifar,train,densenet,20,35,a1,1e-06,1e-06,10.608436275834606,126,249,0.8837,0.8021
cifar,trainUval,densenet,20,189,a1,1e-06,1e-06,11.580781652959331,197,383,0.97012,0.8489
cifar,trainUval,densenet,20,15,a1,1e-06,1e-06,13.3644549059469,160,316,0.79922,0.7518
cifar,trainUval,densenet,20,43,a1,1e-06,1e-06,13.781329440643958,150,297,0.9147,0.8148
cifar,val,densenet,20,16,a1,1e-06,1e-06,10.900050745738554,48,95,0.82494,0.7735
cifar,val,densenet,20,119,a1,1e-06,1e-06,13.502624135745805,69,132,0.99594,0.8625
cifar,val,densenet,20,20,a1,1e-06,1e-06,11.806028784159253,45,89,0.86552,0.792
cifar,val,densenet,20,104,a1,1e-06,1e-06,12.563894275035068,52,100,0.97998,0.8445
mnist,train,resnet,20,65,a1,1e-06,1e-06,8.510528537626897,132,256,0.9981666666666666,0.9779
mnist,train,resnet,20,150,a1,1e-06,1e-06,3.6024318295825424,63,121,0.9999666666666667,0.9797
mnist,train,resnet,20,34,a1,1e-06,1e-06,10.56347214469281,190,366,0.9902833333333333,0.9741
mnist,train,resnet,20,106,a1,1e-06,1e-06,4.216806481124081,81,157,0.9999,0.979
mnist,trainUval,resnet,20,193,a1,1e-06,1e-06,10.782888663392214,63,120,1.0,0.9808
mnist,trainUval,resnet,20,141,a1,1e-06,1e-06,10.63489557957405,78,152,0.99995,0.9799
mnist,trainUval,resnet,20,27,a1,1e-06,1e-06,10.701262881259026,207,407,0.9873833333333333,0.9723
mnist,trainUval,resnet,20,33,a1,1e-06,1e-06,10.643286106537062,205,402,0.9891666666666666,0.9736
mnist,val,resnet,20,173,a1,1e-06,1e-06,10.705707894853276,19,37,0.9999833333333333,0.9803
mnist,val,resnet,20,115,a1,1e-06,1e-06,9.95912864391505,25,49,0.99995,0.9794
mnist,val,resnet,20,195,a1,1e-06,1e-06,11.253350703697834,17,33,1.0,0.9804
mnist,val,resnet,20,9,a1,1e-06,1e-06,6.78717664560736,63,125,0.9620166666666666,0.9556
cifar,train,resnet,20,26,a1,1e-06,1e-06,9.71141333755395,154,305,0.90542,0.8156
cifar,train,resnet,20,5,a1,1e-06,1e-06,18.169122513260845,141,279,0.7174,0.6906
cifar,train,resnet,20,75,a1,1e-06,1e-06,9.128952886032039,131,253,0.90472,0.8152
cifar,train,resnet,20,166,a1,1e-06,1e-06,10.13370423075628,88,173,0.93758,0.8237
cifar,trainUval,resnet,20,124,a1,1e-06,1e-06,14.023841011632385,126,249,0.99494,0.8561
cifar,trainUval,resnet,20,194,a1,1e-06,1e-06,12.726797778578657,174,341,0.97408,0.8458
cifar,trainUval,resnet,20,170,a1,1e-06,1e-06,11.1076012535068,109,213,0.95514,0.8384
cifar,trainUval,resnet,20,78,a1,1e-06,1e-06,13.799830956755159,144,284,0.90842,0.8159
cifar,val,resnet,20,84,a1,1e-06,1e-06,15.218284697889885,51,100,0.92684,0.8245
cifar,val,resnet,20,50,a1,1e-06,1e-06,15.664617088203045,47,92,0.9299,0.8221
cifar,val,resnet,20,61,a1,1e-06,1e-06,15.349852825653898,28,55,0.97858,0.8377
mnist,train,densenet,20,131,a1,1e-06,1e-06,8.539897190691818,119,231,0.9992666666666666,0.9717
mnist,train,densenet,20,4,a1,1e-06,1e-06,13.03664421197027,263,505,0.87005,0.8676
mnist,train,densenet,20,167,a1,1e-06,1e-06,6.982173831824866,106,204,0.9998166666666667,0.972
mnist,train,densenet,20,68,a1,1e-06,1e-06,9.100543480861006,160,304,0.9890666666666666,0.9681
mnist,trainUval,densenet,20,137,a1,1e-06,1e-06,8.921539595928266,144,277,0.9993333333333333,0.9716
mnist,trainUval,densenet,20,64,a1,1e-06,1e-06,9.19908964228489,170,327,0.9893,0.9679
mnist,trainUval,densenet,20,171,a1,1e-06,1e-06,9.888567970456279,109,211,0.99985,0.9727
mnist,trainUval,densenet,20,174,a1,1e-06,1e-06,9.491410576094609,117,228,0.9998833333333333,0.9723
mnist,val,densenet,20,60,a1,1e-06,1e-06,9.2850601612829,46,87,0.9887,0.9679
mnist,val,densenet,20,87,a1,1e-06,1e-06,8.579523393669774,45,85,0.9958333333333333,0.9708
mnist,val,densenet,20,55,a1,1e-06,1e-06,9.656353363009202,44,84,0.9878,0.9667
mnist,val,densenet,20,21,a1,1e-06,1e-06,9.084080117407211,40,79,0.9607833333333333,0.9506
cifar,train,densenet,20,99,a1,1e-06,1e-06,7.685158284969361,167,325,0.97314,0.8407
cifar,train,densenet,20,81,a1,1e-06,1e-06,8.053772761532855,136,268,0.94396,0.8272
cifar,train,densenet,20,138,a1,1e-06,1e-06,2.2058630405683743,363,708,0.99978,0.872
cifar,train,densenet,20,12,a1,1e-06,1e-06,11.995362137291295,178,349,0.74626,0.7048
cifar,trainUval,densenet,20,49,a1,1e-06,1e-06,10.837329234600588,112,221,0.94834,0.8297
cifar,trainUval,densenet,20,36,a1,1e-06,1e-06,14.124298597992265,121,238,0.86354,0.788
cifar,trainUval,densenet,20,6,a1,1e-06,1e-06,14.753642723381745,228,450,0.74142,0.7053
cifar,val,densenet,20,42,a1,1e-06,1e-06,12.302482823723722,51,99,0.91826,0.8185
cifar,val,densenet,20,93,a1,1e-06,1e-06,13.068509295321064,47,91,0.95706,0.837
cifar,val,densenet,20,28,a1,1e-06,1e-06,11.44355804799443,52,103,0.9328,0.8186
cifar,val,densenet,20,129,a1,1e-06,1e-06,13.776157853777931,80,157,0.99924,0.8679
mnist,train,resnet,20,181,a1,1e-06,1e-06,1.0263801705928017,48,93,1.0,0.9802
mnist,train,resnet,20,135,a1,1e-06,1e-06,3.5145817814673137,63,125,0.9999666666666667,0.9798
mnist,train,resnet,20,29,a1,1e-06,1e-06,10.723735187087868,185,357,0.9871333333333333,0.9715
mnist,train,resnet,20,110,a1,1e-06,1e-06,4.206552330491604,76,149,0.99995,0.9798
mnist,trainUval,resnet,20,114,a1,1e-06,1e-06,9.90318173707226,94,186,0.9999333333333333,0.9799
mnist,trainUval,resnet,20,158,a1,1e-06,1e-06,10.185837945198159,72,139,0.9999833333333333,0.9788
mnist,trainUval,resnet,20,58,a1,1e-06,1e-06,8.581068878079918,143,278,0.9981166666666667,0.9773
mnist,trainUval,resnet,20,157,a1,1e-06,1e-06,10.927403636359145,73,142,0.9999666666666667,0.9796
mnist,val,resnet,20,169,a1,1e-06,1e-06,10.448083651888851,20,39,0.9999833333333333,0.9802
mnist,val,resnet,20,148,a1,1e-06,1e-06,10.617945900249879,25,49,0.9999666666666667,0.9802
mnist,val,resnet,20,176,a1,1e-06,1e-06,11.05430765573351,21,41,0.9999833333333333,0.9805
mnist,val,resnet,20,126,a1,1e-06,1e-06,10.436238344936328,26,51,0.9999666666666667,0.9793
cifar,train,resnet,20,32,a1,1e-06,1e-06,10.029692600784529,154,306,0.82304,0.7648
cifar,train,resnet,20,142,a1,1e-06,1e-06,2.3085928238660927,131,260,0.99974,0.8637
cifar,train,resnet,20,108,a1,1e-06,1e-06,8.66002478493374,79,156,0.96994,0.8395
cifar,train,resnet,20,85,a1,1e-06,1e-06,9.999545492540847,134,263,0.9331,0.8219
cifar,trainUval,resnet,20,122,a1,1e-06,1e-06,13.66474421990381,111,220,0.9925,0.852
cifar,trainUval,resnet,20,118,a1,1e-06,1e-06,14.912766466383687,93,182,0.9841,0.8455
cifar,trainUval,resnet,20,112,a1,1e-06,1e-06,13.283810926093906,110,216,0.97914,0.8422
cifar,trainUval,resnet,20,48,a1,1e-06,1e-06,12.947080236024703,168,330,0.92014,0.8236
cifar,val,resnet,20,41,a1,1e-06,1e-06,12.989639467526104,55,106,0.889,0.8068
cifar,val,resnet,20,91,a1,1e-06,1e-06,11.506757380630575,39,77,0.93428,0.8236
cifar,val,resnet,20,163,a1,1e-06,1e-06,12.639298508428055,53,102,0.94592,0.8252
mnist,train,densenet,20,11,a1,1e-06,1e-06,10.613262666462106,193,374,0.91725,0.9115
mnist,train,densenet,20,44,a1,1e-06,1e-06,8.971420844189765,177,337,0.9829833333333333,0.9651
mnist,train,densenet,20,72,a1,1e-06,1e-06,9.306927498473442,163,309,0.9905,0.9678
mnist,train,densenet,20,3,a1,1e-06,1e-06,16.58027914573904,336,635,0.84265,0.8433
mnist,trainUval,densenet,20,25,a1,1e-06,1e-06,9.354891652568767,175,337,0.9642666666666667,0.9539
mnist,trainUval,densenet,20,77,a1,1e-06,1e-06,9.745141397020348,177,343,0.99245,0.97
mnist,trainUval,densenet,20,39,a1,1e-06,1e-06,9.422886058192944,164,317,0.9780333333333333,0.9628
mnist,trainUval,densenet,20,89,a1,1e-06,1e-06,9.314383186967575,151,291,0.9963833333333333,0.9711
mnist,val,densenet,20,132,a1,1e-06,1e-06,8.964117008218409,43,82,0.9992333333333333,0.9718
mnist,val,densenet,20,151,a1,1e-06,1e-06,8.90964866781701,46,86,0.99935,0.9722
mnist,val,densenet,20,165,a1,1e-06,1e-06,9.626613125183667,34,64,0.9997666666666667,0.9724
mnist,val,densenet,20,177,a1,1e-06,1e-06,9.176720786188525,34,66,0.9998833333333333,0.9721
cifar,train,densenet,20,191,a1,1e-06,1e-06,10.611681496939354,156,308,0.975,0.8445
cifar,train,densenet,20,83,a1,1e-06,1e-06,8.249656155245248,120,238,0.93724,0.8218
cifar,train,densenet,20,80,a1,1e-06,1e-06,11.101420072526025,152,297,0.94158,0.8296
cifar,train,densenet,20,57,a1,1e-06,1e-06,5.7942139126282655,126,250,0.98502,0.8416
cifar,trainUval,densenet,20,172,a1,1e-06,1e-06,12.424411982110996,152,297,0.9656,0.8432
cifar,trainUval,densenet,20,66,a1,1e-06,1e-06,14.004839751781333,115,227,0.99666,0.8494
cifar,trainUval,densenet,20,145,a1,1e-06,1e-06,13.605342377059287,425,827,0.99992,0.8738
cifar,val,densenet,20,70,a1,1e-06,1e-06,13.455250556733631,46,89,0.99714,0.8502
cifar,val,densenet,20,144,a1,1e-06,1e-06,13.009370394190228,95,186,0.99988,0.875
cifar,val,densenet,20,199,a1,1e-06,1e-06,12.683906249485062,48,94,0.97148,0.8469
cifar,val,densenet,20,74,a1,1e-06,1e-06,11.890512712259351,48,95,0.9365,0.8252
mnist,train,resnet,20,130,a1,1e-06,1e-06,3.6512482385779776,76,149,0.99995,0.9795
mnist,train,resnet,20,22,a1,1e-06,1e-06,11.590906592766373,206,402,0.9859,0.9728
mnist,train,resnet,20,149,a1,1e-06,1e-06,3.56673481824555,67,131,0.99995,0.9802
mnist,train,resnet,20,53,a1,1e-06,1e-06,8.563749676329849,150,292,0.9976166666666667,0.9767
mnist,trainUval,resnet,20,111,a1,1e-06,1e-06,9.74524156411644,77,153,0.99995,0.9797
mnist,trainUval,resnet,20,188,a1,1e-06,1e-06,10.996954720640588,55,109,1.0,0.9806
mnist,trainUval,resnet,20,90,a1,1e-06,1e-06,9.220753640300813,96,187,0.9996833333333334,0.9786
mnist,trainUval,resnet,20,62,a1,1e-06,1e-06,8.42933336743738,147,282,0.9982833333333333,0.9774
mnist,val,resnet,20,107,a1,1e-06,1e-06,10.272669329594237,26,51,0.9999166666666667,0.9792
mnist,val,resnet,20,97,a1,1e-06,1e-06,9.183247878948123,25,49,0.9998666666666667,0.98
mnist,val,resnet,20,175,a1,1e-06,1e-06,10.7852722792245,21,41,0.9999833333333333,0.9808
mnist,val,resnet,20,133,a1,1e-06,1e-06,10.505360555413745,25,49,0.99995,0.9791
cifar,train,resnet,20,192,a1,1e-06,1e-06,7.333676278650046,148,290,0.96678,0.8361
cifar,train,resnet,20,120,a1,1e-06,1e-06,5.897409411491935,99,194,0.98932,0.8506
cifar,train,resnet,20,196,a1,1e-06,1e-06,7.794572014087976,144,280,0.96906,0.8413
cifar,train,resnet,20,8,a1,1e-06,1e-06,11.027187704476091,133,260,0.78842,0.7501
cifar,trainUval,resnet,20,147,a1,1e-06,1e-06,14.393469514692924,142,277,0.99978,0.8655
cifar,trainUval,resnet,20,37,a1,1e-06,1e-06,13.283513259061465,144,285,0.86702,0.7961
cifar,trainUval,resnet,20,14,a1,1e-06,1e-06,15.501092767154205,135,265,0.77578,0.7448
cifar,trainUval,resnet,20,159,a1,1e-06,1e-06,10.879632476135612,116,228,0.94368,0.829
cifar,val,resnet,20,123,a1,1e-06,1e-06,13.55752780641501,46,88,0.9941,0.8537
cifar,val,resnet,20,100,a1,1e-06,1e-06,14.24138340088632,44,87,0.96114,0.8363
cifar,val,resnet,20,31,a1,1e-06,1e-06,14.58765285956406,56,110,0.8201,0.7595
mnist,train,densenet,20,76,a1,1e-06,1e-06,9.522159228745636,159,307,0.9921166666666666,0.9695
mnist,train,densenet,20,197,a1,1e-06,1e-06,4.61803552394656,86,166,0.99995,0.9729
mnist,train,densenet,20,178,a1,1e-06,1e-06,6.173583242308268,96,184,0.9999,0.9719
mnist,train,densenet,20,190,a1,1e-06,1e-06,4.5851554092644164,91,173,0.99995,0.9723
mnist,trainUval,densenet,20,13,a1,1e-06,1e-06,9.751743491571688,199,381,0.9338333333333333,0.9282
mnist,trainUval,densenet,20,95,a1,1e-06,1e-06,9.59006085003,185,357,0.9974,0.9716
mnist,trainUval,densenet,20,136,a1,1e-06,1e-06,9.232632941084375,129,253,0.9993333333333333,0.9716
mnist,trainUval,densenet,20,184,a1,1e-06,1e-06,9.982250762404874,103,199,0.9999166666666667,0.9727
mnist,val,densenet,20,139,a1,1e-06,1e-06,8.999472958274168,42,78,0.99935,0.972
mnist,val,densenet,20,51,a1,1e-06,1e-06,9.509617233245308,48,92,0.98665,0.9665
mnist,val,densenet,20,153,a1,1e-06,1e-06,9.070481584430809,41,79,0.99945,0.9731
mnist,val,densenet,20,113,a1,1e-06,1e-06,8.961648122405563,41,78,0.9988666666666667,0.9716
cifar,train,densenet,20,168,a1,1e-06,1e-06,9.127270177512628,139,273,0.95934,0.8445
cifar,train,densenet,20,161,a1,1e-06,1e-06,9.351771222118032,146,282,0.96078,0.846
cifar,train,densenet,20,105,a1,1e-06,1e-06,6.486638463066697,153,299,0.98298,0.8492
cifar,train,densenet,20,46,a1,1e-06,1e-06,8.85661244286564,131,259,0.93342,0.8226
cifar,trainUval,densenet,20,24,a1,1e-06,1e-06,12.178421389481741,156,307,0.90872,0.8084
cifar,trainUval,densenet,20,40,a1,1e-06,1e-06,11.714382118868684,146,290,0.8937,0.8059
cifar,trainUval,densenet,20,121,a1,1e-06,1e-06,13.431482758171,276,541,0.99748,0.8646
cifar,val,densenet,20,71,a1,1e-06,1e-06,12.213743864017488,47,92,0.91458,0.8064
cifar,val,densenet,20,17,a1,1e-06,1e-06,11.085578240325958,59,114,0.82978,0.7672
cifar,val,densenet,20,1,a1,1e-06,1e-06,15.637711646035314,88,171,0.50056,0.4927
cifar,val,densenet,20,183,a1,1e-06,1e-06,12.578506067310627,46,90,0.96692,0.8444
mnist,train,resnet,20,101,a1,1e-06,1e-06,4.728712700986989,80,159,0.9998666666666667,0.9797
mnist,train,resnet,20,38,a1,1e-06,1e-06,10.077596341306503,167,328,0.9931833333333333,0.9743
mnist,train,resnet,20,127,a1,1e-06,1e-06,3.7454352648869644,58,113,0.9999666666666667,0.9796
mnist,train,resnet,20,54,a1,1e-06,1e-06,8.137836697615285,137,264,0.9978,0.9766
