15,20,25,30,35,40,45,60,80
0.000000000000000000e+00,8.678177371621100672e-03,1.506417989730830104e-02,1.690129935741420050e-02,1.829574070870870067e-02,1.868404075531768932e-02,1.868404075531768932e-02,1.868404075531768932e-02,1.868404075531768932e-02
8.678177371621100672e-03,0.000000000000000000e+00,7.517067715525599381e-03,9.354187175631498846e-03,1.074862852692599902e-02,1.283451169729230013e-02,1.397600024938579905e-02,1.491030585071938599e-02,1.491030585071938599e-02
1.506417989730830104e-02,7.517067715525599381e-03,0.000000000000000000e+00,4.017367959022501156e-03,6.078805774450300389e-03,7.473247125744800559e-03,8.149256929755198733e-03,8.201351389288900548e-03,1.048208214342599871e-02
1.690129935741420050e-02,9.354187175631498846e-03,4.017367959022501156e-03,0.000000000000000000e+00,2.851434051990500360e-03,3.480324521660801279e-03,6.078805774450300389e-03,6.364231929183001082e-03,8.411630988121100369e-03
1.829574070870870067e-02,1.074862852692599902e-02,6.078805774450300389e-03,2.851434051990500360e-03,0.000000000000000000e+00,2.912750467658079337e-03,3.455879166722299403e-03,4.969790577888500913e-03,6.078805774450300389e-03
1.868404075531768932e-02,1.283451169729230013e-02,7.473247125744800559e-03,3.480324521660801279e-03,2.912750467658079337e-03,0.000000000000000000e+00,2.851434051990500360e-03,3.134969156235459936e-03,5.184259265661300339e-03
1.868404075531768932e-02,1.397600024938579905e-02,8.149256929755198733e-03,6.078805774450300389e-03,3.455879166722299403e-03,2.851434051990500360e-03,0.000000000000000000e+00,3.134969156235459936e-03,3.853154368982813615e-03
1.868404075531768932e-02,1.491030585071938599e-02,8.201351389288900548e-03,6.364231929183001082e-03,4.969790577888500913e-03,3.134969156235459936e-03,3.134969156235459936e-03,0.000000000000000000e+00,2.484982833266299873e-03
1.868404075531768932e-02,1.491030585071938599e-02,1.048208214342599871e-02,8.411630988121100369e-03,6.078805774450300389e-03,5.184259265661300339e-03,3.853154368982813615e-03,2.484982833266299873e-03,0.000000000000000000e+00
