15,20,25,30,35,40,45,60,80
0.000000000000000000e+00,9.422697126865400841e-03,1.027369033545259998e-02,1.112212892621749875e-02,1.114533841609949977e-02,1.419878564809095613e-02,1.419878564809095613e-02,1.419878564809095613e-02,1.419878564809095613e-02
9.422697126865400841e-03,0.000000000000000000e+00,7.747272960841699099e-03,8.595711551606597875e-03,1.114533841609949977e-02,1.419878564809095613e-02,1.419878564809095613e-02,1.419878564809095613e-02,1.419878564809095613e-02
1.027369033545259998e-02,7.747272960841699099e-03,0.000000000000000000e+00,2.210954204201698303e-03,1.114533841609949977e-02,1.419878564809095613e-02,1.419878564809095613e-02,1.419878564809095613e-02,1.419878564809095613e-02
1.112212892621749875e-02,8.595711551606597875e-03,2.210954204201698303e-03,0.000000000000000000e+00,8.934384211897801464e-03,1.233857497572900079e-02,1.281084585934879998e-02,1.308943426374752951e-02,1.308943426374752951e-02
1.114533841609949977e-02,1.114533841609949977e-02,1.114533841609949977e-02,8.934384211897801464e-03,0.000000000000000000e+00,6.796907633543000649e-03,6.796907633543000649e-03,6.796907633543000649e-03,1.015979610383510243e-02
1.419878564809095613e-02,1.419878564809095613e-02,1.419878564809095613e-02,1.233857497572900079e-02,6.796907633543000649e-03,0.000000000000000000e+00,4.725242964923348846e-03,6.448341068505647131e-03,6.621186647862462721e-03
1.419878564809095613e-02,1.419878564809095613e-02,1.419878564809095613e-02,1.281084585934879998e-02,6.796907633543000649e-03,4.725242964923348846e-03,0.000000000000000000e+00,4.278916399925990557e-03,5.760181745699834849e-03
1.419878564809095613e-02,1.419878564809095613e-02,1.419878564809095613e-02,1.308943426374752951e-02,6.796907633543000649e-03,6.448341068505647131e-03,4.278916399925990557e-03,0.000000000000000000e+00,3.362888470292101778e-03
1.419878564809095613e-02,1.419878564809095613e-02,1.419878564809095613e-02,1.308943426374752951e-02,1.015979610383510243e-02,6.621186647862462721e-03,5.760181745699834849e-03,3.362888470292101778e-03,0.000000000000000000e+00
