15,20,25,30,35,40,45,60,80
0.000000000000000000e+00,2.625474007803772422e-03,2.625474007803772422e-03,2.625474007803772422e-03,2.625474007803772422e-03,2.625474007803772422e-03,2.625474007803772422e-03,2.625474007803772422e-03,2.625474007803772422e-03
2.625474007803772422e-03,0.000000000000000000e+00,6.226043333299499227e-04,6.226043333299499227e-04,6.226043333299499227e-04,6.226043333299499227e-04,8.400770020671199673e-04,9.165345109067849676e-04,9.803691646084200257e-04
2.625474007803772422e-03,6.226043333299499227e-04,0.000000000000000000e+00,1.820701872929900329e-04,4.376672441139810733e-04,4.376672441139810733e-04,6.226751720532800946e-04,8.667343645356599853e-04,9.803691646084200257e-04
2.625474007803772422e-03,6.226043333299499227e-04,1.820701872929900329e-04,0.000000000000000000e+00,3.954055719077600138e-04,3.954055719077600138e-04,6.226751720532800946e-04,8.667343645356599853e-04,9.803691646084200257e-04
2.625474007803772422e-03,6.226043333299499227e-04,4.376672441139810733e-04,3.954055719077600138e-04,0.000000000000000000e+00,1.157264923676898285e-04,3.579796757549040965e-04,5.533937364816709018e-04,7.225844892673198745e-04
2.625474007803772422e-03,6.226043333299499227e-04,4.376672441139810733e-04,3.954055719077600138e-04,1.157264923676898285e-04,0.000000000000000000e+00,3.403575392439939749e-04,5.302364006638509569e-04,7.225844892673198745e-04
2.625474007803772422e-03,8.400770020671199673e-04,6.226751720532800946e-04,6.226751720532800946e-04,3.579796757549040965e-04,3.403575392439939749e-04,0.000000000000000000e+00,4.200451076030709517e-04,5.880710086820773157e-04
2.625474007803772422e-03,9.165345109067849676e-04,8.667343645356599853e-04,8.667343645356599853e-04,5.533937364816709018e-04,5.302364006638509569e-04,4.200451076030709517e-04,0.000000000000000000e+00,2.973598311655199517e-04
2.625474007803772422e-03,9.803691646084200257e-04,9.803691646084200257e-04,9.803691646084200257e-04,7.225844892673198745e-04,7.225844892673198745e-04,5.880710086820773157e-04,2.973598311655199517e-04,0.000000000000000000e+00
