Simplification Threshold,Data Index,Feature ID
1.5e-05,0,1
1.5e-05,1,2
1.5e-05,2,8
1.5e-05,3,14
1.5e-05,4,7
1.5e-05,5,9
1.5e-05,6,2
1.5e-05,7,3
1.5e-05,8,2
1.5e-05,9,1
1.5e-05,10,10
1.5e-05,11,3
1.5e-05,12,10
1.5e-05,13,8
1.5e-05,14,5
1.5e-05,15,0
1.5e-05,16,0
1.5e-05,17,2
1.5e-05,18,5
1.5e-05,19,14
1.5e-05,20,10
1.5e-05,21,8
1.5e-05,22,10
1.5e-05,23,2
1.5e-05,24,7
1.5e-05,25,2
1.5e-05,26,1
1.5e-05,27,7
1.5e-05,28,2
1.5e-05,29,1
1.5e-05,30,10
1.5e-05,31,2
1.5e-05,32,7
1.5e-05,33,1
1.5e-05,34,10
1.5e-05,35,5
1.5e-05,36,10
1.5e-05,37,2
1.5e-05,38,9
1.5e-05,39,5
1.5e-05,40,15
1.5e-05,41,2
1.5e-05,42,6
1.5e-05,43,7
1.5e-05,44,6
1.5e-05,45,10
1.5e-05,46,7
1.5e-05,47,7
1.5e-05,48,8
1.5e-05,49,16
1.5e-05,50,14
1.5e-05,51,17
1.5e-05,52,14
1.5e-05,53,8
1.5e-05,54,14
1.5e-05,55,9
1.5e-05,56,6
1.5e-05,57,2
1.5e-05,58,5
1.5e-05,59,8
1.5e-05,60,3
1.5e-05,61,5
1.5e-05,62,7
1.5e-05,63,7
1.5e-05,64,10
1.5e-05,65,9
1.5e-05,66,0
1.5e-05,67,6
1.5e-05,68,8
1.5e-05,69,9
1.5e-05,70,5
1.5e-05,71,14
1.5e-05,72,8
1.5e-05,73,7
1.5e-05,74,8
1.5e-05,75,14
1.5e-05,76,7
1.5e-05,77,1
1.5e-05,78,0
1.5e-05,79,8
1.5e-05,80,2
1.5e-05,81,2
1.5e-05,82,3
1.5e-05,83,2
1.5e-05,84,9
1.5e-05,85,3
1.5e-05,86,8
1.5e-05,87,3
1.5e-05,88,5
1.5e-05,89,7
1.5e-05,90,9
1.5e-05,91,8
1.5e-05,92,6
1.5e-05,93,5
1.5e-05,94,1
1.5e-05,95,14
1.5e-05,96,6
1.5e-05,97,6
1.5e-05,98,7
1.5e-05,99,2
1.5e-05,100,3
1.5e-05,101,8
1.5e-05,102,2
1.5e-05,103,12
1.5e-05,104,5
1.5e-05,105,9
1.5e-05,106,9
1.5e-05,107,10
1.5e-05,108,6
1.5e-05,109,3
1.5e-05,110,1
1.5e-05,111,0
1.5e-05,112,0
1.5e-05,113,0
1.5e-05,114,10
1.5e-05,115,14
1.5e-05,116,0
1.5e-05,117,10
1.5e-05,118,6
1.5e-05,119,5
1.5e-05,120,2
1.5e-05,121,1
1.5e-05,122,12
1.5e-05,123,2
1.5e-05,124,1
1.5e-05,125,9
1.5e-05,126,5
1.5e-05,127,2
1.5e-05,128,6
1.5e-05,129,3
1.5e-05,130,9
1.5e-05,131,2
1.5e-05,132,3
1.5e-05,133,9
1.5e-05,134,7
1.5e-05,135,7
1.5e-05,136,5
1.5e-05,137,8
1.5e-05,138,6
1.5e-05,139,10
1.5e-05,140,10
1.5e-05,141,0
1.5e-05,142,7
1.5e-05,143,15
1.5e-05,144,14
1.5e-05,145,11
1.5e-05,146,6
1.5e-05,147,6
