Simplification Threshold,Data Index,Feature ID
4.410721430758713e-06,0,182
4.410721430758713e-06,1,20
4.410721430758713e-06,2,182
4.410721430758713e-06,3,182
4.410721430758713e-06,4,182
4.410721430758713e-06,5,111
4.410721430758713e-06,6,48
4.410721430758713e-06,7,182
4.410721430758713e-06,8,20
4.410721430758713e-06,9,118
4.410721430758713e-06,10,196
4.410721430758713e-06,11,182
4.410721430758713e-06,12,58
4.410721430758713e-06,13,182
4.410721430758713e-06,14,182
4.410721430758713e-06,15,0
4.410721430758713e-06,16,53
4.410721430758713e-06,17,182
4.410721430758713e-06,18,11
4.410721430758713e-06,19,182
4.410721430758713e-06,20,182
4.410721430758713e-06,21,4
4.410721430758713e-06,22,182
4.410721430758713e-06,23,182
4.410721430758713e-06,24,182
4.410721430758713e-06,25,20
4.410721430758713e-06,26,48
4.410721430758713e-06,27,6
4.410721430758713e-06,28,142
4.410721430758713e-06,29,48
4.410721430758713e-06,30,88
4.410721430758713e-06,31,182
4.410721430758713e-06,32,182
4.410721430758713e-06,33,182
4.410721430758713e-06,34,182
4.410721430758713e-06,35,11
4.410721430758713e-06,36,182
4.410721430758713e-06,37,20
4.410721430758713e-06,38,123
4.410721430758713e-06,39,105
4.410721430758713e-06,40,182
4.410721430758713e-06,41,142
4.410721430758713e-06,42,182
4.410721430758713e-06,43,142
4.410721430758713e-06,44,182
4.410721430758713e-06,45,182
4.410721430758713e-06,46,57
4.410721430758713e-06,47,182
4.410721430758713e-06,48,182
4.410721430758713e-06,49,182
4.410721430758713e-06,50,182
4.410721430758713e-06,51,182
4.410721430758713e-06,52,182
4.410721430758713e-06,53,182
4.410721430758713e-06,54,182
4.410721430758713e-06,55,182
4.410721430758713e-06,56,18
4.410721430758713e-06,57,20
4.410721430758713e-06,58,142
4.410721430758713e-06,59,4
4.410721430758713e-06,60,88
4.410721430758713e-06,61,182
4.410721430758713e-06,62,145
4.410721430758713e-06,63,182
4.410721430758713e-06,64,58
4.410721430758713e-06,65,182
4.410721430758713e-06,66,182
4.410721430758713e-06,67,182
4.410721430758713e-06,68,182
4.410721430758713e-06,69,180
4.410721430758713e-06,70,182
4.410721430758713e-06,71,182
4.410721430758713e-06,72,4
4.410721430758713e-06,73,142
4.410721430758713e-06,74,4
4.410721430758713e-06,75,182
4.410721430758713e-06,76,182
4.410721430758713e-06,77,7
4.410721430758713e-06,78,53
4.410721430758713e-06,79,4
4.410721430758713e-06,80,20
4.410721430758713e-06,81,182
4.410721430758713e-06,82,189
4.410721430758713e-06,83,20
4.410721430758713e-06,84,182
4.410721430758713e-06,85,182
4.410721430758713e-06,86,4
4.410721430758713e-06,87,88
4.410721430758713e-06,88,142
4.410721430758713e-06,89,33
4.410721430758713e-06,90,182
4.410721430758713e-06,91,4
4.410721430758713e-06,92,18
4.410721430758713e-06,93,11
4.410721430758713e-06,94,16
4.410721430758713e-06,95,182
4.410721430758713e-06,96,121
4.410721430758713e-06,97,18
4.410721430758713e-06,98,145
4.410721430758713e-06,99,20
4.410721430758713e-06,100,182
4.410721430758713e-06,101,4
4.410721430758713e-06,102,182
4.410721430758713e-06,103,182
4.410721430758713e-06,104,11
4.410721430758713e-06,105,180
4.410721430758713e-06,106,180
4.410721430758713e-06,107,182
4.410721430758713e-06,108,182
4.410721430758713e-06,109,182
4.410721430758713e-06,110,16
4.410721430758713e-06,111,142
4.410721430758713e-06,112,48
4.410721430758713e-06,113,182
4.410721430758713e-06,114,196
4.410721430758713e-06,115,182
4.410721430758713e-06,116,48
4.410721430758713e-06,117,88
4.410721430758713e-06,118,182
4.410721430758713e-06,119,182
4.410721430758713e-06,120,88
4.410721430758713e-06,121,16
4.410721430758713e-06,122,182
4.410721430758713e-06,123,20
4.410721430758713e-06,124,7
4.410721430758713e-06,125,111
4.410721430758713e-06,126,105
4.410721430758713e-06,127,142
4.410721430758713e-06,128,48
4.410721430758713e-06,129,182
4.410721430758713e-06,130,111
4.410721430758713e-06,131,118
4.410721430758713e-06,132,95
4.410721430758713e-06,133,182
4.410721430758713e-06,134,33
4.410721430758713e-06,135,33
4.410721430758713e-06,136,182
4.410721430758713e-06,137,4
4.410721430758713e-06,138,18
4.410721430758713e-06,139,100
4.410721430758713e-06,140,182
4.410721430758713e-06,141,53
4.410721430758713e-06,142,33
4.410721430758713e-06,143,182
4.410721430758713e-06,144,182
4.410721430758713e-06,145,182
4.410721430758713e-06,146,182
4.410721430758713e-06,147,182
4.410721430758713e-06,148,182
4.410721430758713e-06,149,20
4.410721430758713e-06,150,33
4.410721430758713e-06,151,142
4.410721430758713e-06,152,123
4.410721430758713e-06,153,182
4.410721430758713e-06,154,6
4.410721430758713e-06,155,182
4.410721430758713e-06,156,182
4.410721430758713e-06,157,20
4.410721430758713e-06,158,11
4.410721430758713e-06,159,182
4.410721430758713e-06,160,182
4.410721430758713e-06,161,182
4.410721430758713e-06,162,180
4.410721430758713e-06,163,53
4.410721430758713e-06,164,182
4.410721430758713e-06,165,48
4.410721430758713e-06,166,182
4.410721430758713e-06,167,58
4.410721430758713e-06,168,0
4.410721430758713e-06,169,33
4.410721430758713e-06,170,182
4.410721430758713e-06,171,7
4.410721430758713e-06,172,182
4.410721430758713e-06,173,105
4.410721430758713e-06,174,182
4.410721430758713e-06,175,48
4.410721430758713e-06,176,58
4.410721430758713e-06,177,118
4.410721430758713e-06,178,182
4.410721430758713e-06,179,53
4.410721430758713e-06,180,4
4.410721430758713e-06,181,186
4.410721430758713e-06,182,182
4.410721430758713e-06,183,182
4.410721430758713e-06,184,100
4.410721430758713e-06,185,4
4.410721430758713e-06,186,182
4.410721430758713e-06,187,182
4.410721430758713e-06,188,142
4.410721430758713e-06,189,88
4.410721430758713e-06,190,0
4.410721430758713e-06,191,88
4.410721430758713e-06,192,6
4.410721430758713e-06,193,6
4.410721430758713e-06,194,182
4.410721430758713e-06,195,48
4.410721430758713e-06,196,182
4.410721430758713e-06,197,182
4.410721430758713e-06,198,4
4.410721430758713e-06,199,48
4.410721430758713e-06,200,53
4.410721430758713e-06,201,182
4.410721430758713e-06,202,11
4.410721430758713e-06,203,182
4.410721430758713e-06,204,18
4.410721430758713e-06,205,180
4.410721430758713e-06,206,182
4.410721430758713e-06,207,118
4.410721430758713e-06,208,145
4.410721430758713e-06,209,53
4.410721430758713e-06,210,182
4.410721430758713e-06,211,182
4.410721430758713e-06,212,180
4.410721430758713e-06,213,118
4.410721430758713e-06,214,53
4.410721430758713e-06,215,180
4.410721430758713e-06,216,6
4.410721430758713e-06,217,180
4.410721430758713e-06,218,182
4.410721430758713e-06,219,182
4.410721430758713e-06,220,182
4.410721430758713e-06,221,182
4.410721430758713e-06,222,48
4.410721430758713e-06,223,182
4.410721430758713e-06,224,20
4.410721430758713e-06,225,155
4.410721430758713e-06,226,48
4.410721430758713e-06,227,105
