Simplification Threshold,Data Index,Feature ID
1.084785890270723e-05,0,48
1.084785890270723e-05,1,0
1.084785890270723e-05,2,48
1.084785890270723e-05,3,59
1.084785890270723e-05,4,59
1.084785890270723e-05,5,19
1.084785890270723e-05,6,0
1.084785890270723e-05,7,54
1.084785890270723e-05,8,88
1.084785890270723e-05,9,59
1.084785890270723e-05,10,13
1.084785890270723e-05,11,59
1.084785890270723e-05,12,59
1.084785890270723e-05,13,34
1.084785890270723e-05,14,34
1.084785890270723e-05,15,4
1.084785890270723e-05,16,59
1.084785890270723e-05,17,59
1.084785890270723e-05,18,34
1.084785890270723e-05,19,59
1.084785890270723e-05,20,79
1.084785890270723e-05,21,48
1.084785890270723e-05,22,34
1.084785890270723e-05,23,59
1.084785890270723e-05,24,59
1.084785890270723e-05,25,34
1.084785890270723e-05,26,1
1.084785890270723e-05,27,16
1.084785890270723e-05,28,59
1.084785890270723e-05,29,34
1.084785890270723e-05,30,25
1.084785890270723e-05,31,59
1.084785890270723e-05,32,59
1.084785890270723e-05,33,6
1.084785890270723e-05,34,34
1.084785890270723e-05,35,11
1.084785890270723e-05,36,25
1.084785890270723e-05,37,34
1.084785890270723e-05,38,19
1.084785890270723e-05,39,11
1.084785890270723e-05,40,59
1.084785890270723e-05,41,59
1.084785890270723e-05,42,58
1.084785890270723e-05,43,16
1.084785890270723e-05,44,58
1.084785890270723e-05,45,59
1.084785890270723e-05,46,59
1.084785890270723e-05,47,59
1.084785890270723e-05,48,59
1.084785890270723e-05,49,59
1.084785890270723e-05,50,59
1.084785890270723e-05,51,59
1.084785890270723e-05,52,59
1.084785890270723e-05,53,59
1.084785890270723e-05,54,59
1.084785890270723e-05,55,59
1.084785890270723e-05,56,15
1.084785890270723e-05,57,59
1.084785890270723e-05,58,59
1.084785890270723e-05,59,59
1.084785890270723e-05,60,64
1.084785890270723e-05,61,59
1.084785890270723e-05,62,8
1.084785890270723e-05,63,59
1.084785890270723e-05,64,65
1.084785890270723e-05,65,79
1.084785890270723e-05,66,79
1.084785890270723e-05,67,59
1.084785890270723e-05,68,59
1.084785890270723e-05,69,48
1.084785890270723e-05,70,59
1.084785890270723e-05,71,59
1.084785890270723e-05,72,11
1.084785890270723e-05,73,16
1.084785890270723e-05,74,11
1.084785890270723e-05,75,59
1.084785890270723e-05,76,8
1.084785890270723e-05,77,36
1.084785890270723e-05,78,34
1.084785890270723e-05,79,88
1.084785890270723e-05,80,0
1.084785890270723e-05,81,59
1.084785890270723e-05,82,54
1.084785890270723e-05,83,48
1.084785890270723e-05,84,59
1.084785890270723e-05,85,24
1.084785890270723e-05,86,11
1.084785890270723e-05,87,48
1.084785890270723e-05,88,11
1.084785890270723e-05,89,59
1.084785890270723e-05,90,59
1.084785890270723e-05,91,11
1.084785890270723e-05,92,15
1.084785890270723e-05,93,11
1.084785890270723e-05,94,1
1.084785890270723e-05,95,59
1.084785890270723e-05,96,59
1.084785890270723e-05,97,15
1.084785890270723e-05,98,34
1.084785890270723e-05,99,0
1.084785890270723e-05,100,59
1.084785890270723e-05,101,59
1.084785890270723e-05,102,58
1.084785890270723e-05,103,58
1.084785890270723e-05,104,11
1.084785890270723e-05,105,58
1.084785890270723e-05,106,19
1.084785890270723e-05,107,59
1.084785890270723e-05,108,34
1.084785890270723e-05,109,79
1.084785890270723e-05,110,59
1.084785890270723e-05,111,4
1.084785890270723e-05,112,4
1.084785890270723e-05,113,59
1.084785890270723e-05,114,59
1.084785890270723e-05,115,59
1.084785890270723e-05,116,4
1.084785890270723e-05,117,59
1.084785890270723e-05,118,15
1.084785890270723e-05,119,59
1.084785890270723e-05,120,59
1.084785890270723e-05,121,59
1.084785890270723e-05,122,59
1.084785890270723e-05,123,59
1.084785890270723e-05,124,6
1.084785890270723e-05,125,19
1.084785890270723e-05,126,34
1.084785890270723e-05,127,0
1.084785890270723e-05,128,15
1.084785890270723e-05,129,59
1.084785890270723e-05,130,19
1.084785890270723e-05,131,0
1.084785890270723e-05,132,59
1.084785890270723e-05,133,59
1.084785890270723e-05,134,59
1.084785890270723e-05,135,16
1.084785890270723e-05,136,69
1.084785890270723e-05,137,11
1.084785890270723e-05,138,59
1.084785890270723e-05,139,59
1.084785890270723e-05,140,59
1.084785890270723e-05,141,48
1.084785890270723e-05,142,16
1.084785890270723e-05,143,59
1.084785890270723e-05,144,59
1.084785890270723e-05,145,59
1.084785890270723e-05,146,79
1.084785890270723e-05,147,15
1.084785890270723e-05,148,59
1.084785890270723e-05,149,0
1.084785890270723e-05,150,34
1.084785890270723e-05,151,15
1.084785890270723e-05,152,59
1.084785890270723e-05,153,59
1.084785890270723e-05,154,8
1.084785890270723e-05,155,59
1.084785890270723e-05,156,59
1.084785890270723e-05,157,59
1.084785890270723e-05,158,58
1.084785890270723e-05,159,59
1.084785890270723e-05,160,59
1.084785890270723e-05,161,59
1.084785890270723e-05,162,19
1.084785890270723e-05,163,4
1.084785890270723e-05,164,59
