Simplification Threshold,Feature ID,Loss Start,Loss End,Feature Type,Persistence,Volume,Homogeneity,Majority Class,Major Class Size,Majority Class Coverage
4.410729616211029e-06,0,8.34461570775602e-06,0.2024882411611179,saddle-saddle,2.3841676011215895e-07,0,0.0,3,0,0.0
4.410729616211029e-06,1,8.4638240878121e-06,0.20248836036949797,saddle-saddle,4.7683261072961614e-07,38,0.6578947305679321,3,25,0.0035
4.410729616211029e-06,2,-0.0,0.20247989654541015,minima-saddle,8.4638240878121e-06,1114,1.0,5,1114,0.1765
4.410729616211029e-06,3,2.276871418871451e-05,0.20250266525959887,minima-saddle,5.8411060308571905e-06,1,1.0,1,1,0.0001
4.410729616211029e-06,4,1.7881233361549675e-05,0.2024977777787717,saddle-saddle,2.1457271941471845e-06,108,1.0,1,108,0.0137
4.410729616211029e-06,5,7.629365427419543e-06,0.20248752591083757,minima-saddle,4.768324288306758e-06,2,1.0,1,2,0.0003
4.410729616211029e-06,6,2.0861407392658293e-05,0.2025007579528028,saddle-saddle,2.384133040322922e-06,103,1.0,1,103,0.0131
4.410729616211029e-06,7,-0.0,0.20247989654541015,minima-saddle,1.3232143828645349e-05,2090,1.0,9,2090,0.3004
4.410729616211029e-06,8,1.7881377516459906e-06,0.2024816846831618,minima-saddle,4.529934813035652e-06,1,1.0,2,1,0.0001
4.410729616211029e-06,9,2.50339189733495e-06,0.2024823999373075,minima-saddle,6.794889031880302e-06,3,1.0,0,3,0.0004
4.410729616211029e-06,10,1.6569954823353328e-05,0.2024964665002335,saddle-saddle,1.5377625459223054e-05,1545,0.3579288125038147,2,553,0.0791
4.410729616211029e-06,11,5.960446742392378e-06,0.20248585699215255,minima-saddle,6.794866294512758e-06,2,1.0,1,2,0.0003
4.410729616211029e-06,12,1.4305104514278355e-06,0.20248132705586158,minima-saddle,5.245187367108883e-06,6,1.0,0,6,0.0009
4.410729616211029e-06,13,-0.0,0.20247989654541015,minima-saddle,1.2278481335670222e-05,2124,1.0,4,2124,0.3113
4.410729616211029e-06,14,1.6689286894688848e-06,0.20248156547409962,minima-saddle,6.675687018287135e-06,3,1.0,1,3,0.0004
4.410729616211029e-06,15,9.417489309271332e-06,0.20248931403471943,minima-saddle,4.529900252236985e-06,1,1.0,1,1,0.0001
4.410729616211029e-06,16,6.6756979322235566e-06,0.20248657224334238,saddle-saddle,1.1920842553081457e-06,112,1.0,0,112,0.0162
4.410729616211029e-06,17,1.2397689715726301e-05,0.20249229423512588,saddle-saddle,4.768307917402126e-07,19,1.0,1,19,0.0024
4.410729616211029e-06,18,-0.0,0.20247989654541015,minima-saddle,1.3232143828645349e-05,2605,1.0,8,2605,0.3817
4.410729616211029e-06,19,1.0967194612021558e-05,0.20249086374002218,saddle-saddle,1.192074705613777e-07,9,1.0,1,9,0.0011
4.410729616211029e-06,20,-0.0,0.20247989654541015,minima-saddle,8.940656698541716e-06,1532,1.0,3,1532,0.2145
4.410729616211029e-06,21,9.65590606938349e-06,0.20248955245147954,minima-saddle,5.4835591072333045e-06,1,1.0,0,1,0.0001
4.410729616211029e-06,22,1.7404405298293568e-05,0.20249730095070845,minima-saddle,1.4066352377994917e-05,1,1.0,1,1,0.0001
4.410729616211029e-06,23,1.07287787614041e-05,0.20249062532417156,saddle-saddle,1.192074705613777e-07,1,1.0,1,1,0.0001
4.410729616211029e-06,24,3.576278118089249e-07,0.20248025417322196,minima-saddle,7.867779459047597e-06,40,1.0,1,40,0.0051
4.410729616211029e-06,25,-0.0,0.20247989654541015,minima-saddle,8.4638240878121e-06,1516,1.0,3,1516,0.2123
4.410729616211029e-06,26,7.033323527139146e-06,0.2024869298689373,minima-saddle,5.245157808531076e-06,1,1.0,4,1,0.0001
4.410729616211029e-06,27,3.814689989667386e-06,0.20248371123539982,minima-saddle,7.6293363235890865e-06,1,1.0,1,1,0.0001
4.410729616211029e-06,28,1.3708974620385561e-05,0.20249360552003054,saddle-saddle,7.15245732862968e-07,72,0.5972222089767456,2,43,0.0062
4.410729616211029e-06,29,-0.0,0.20247989654541015,minima-saddle,3.373566141817719e-05,1584,1.0,5,1584,0.2509
4.410729616211029e-06,30,1.07287787614041e-05,0.20249062532417156,minima-saddle,6.437211595766712e-06,1,1.0,1,1,0.0001
4.410729616211029e-06,31,1.5497195136049413e-06,0.20248144626492376,minima-saddle,4.768352937389864e-06,3,1.0,6,3,0.0004
4.410729616211029e-06,32,2.0861407392658293e-05,0.2025007579528028,minima-saddle,6.437147021642886e-06,1,1.0,1,1,0.0001
4.410729616211029e-06,33,-0.0,0.20247989654541015,minima-saddle,6.318072337307967e-06,1331,1.0,2,1331,0.1904
4.410729616211029e-06,34,5.006777428206988e-06,0.20248490332283836,minima-saddle,9.059819603862707e-06,1,1.0,0,1,0.0001
4.410729616211029e-06,35,9.536738616588991e-07,0.2024808502192718,minima-saddle,4.529938451014459e-06,3,1.0,1,3,0.0004
4.410729616211029e-06,36,9.179073458653875e-06,0.2024890756188688,saddle-saddle,7.152484613470733e-07,27,1.0,1,27,0.0034
4.410729616211029e-06,37,4.6491513785440475e-06,0.2024845456967887,minima-saddle,8.106161658361088e-06,4,1.0,1,4,0.0005
4.410729616211029e-06,38,4.291525328881107e-06,0.20248418807073904,minima-saddle,6.914085133757908e-06,3,1.0,1,3,0.0004
4.410729616211029e-06,39,1.490105023549404e-05,0.20249479759564565,minima-saddle,7.033218935248442e-06,1,1.0,1,1,0.0001
4.410729616211029e-06,40,-0.0,0.20247989654541015,minima-saddle,3.194758028257638e-05,1462,1.0,6,1462,0.2126
4.410729616211029e-06,41,7.271740287251305e-06,0.2024871682856974,minima-saddle,1.2755220268445555e-05,2,1.0,1,2,0.0003
4.410729616211029e-06,42,-0.0,0.20247989654541015,minima-saddle,6.318072337307967e-06,1010,1.0,6,1010,0.1469
4.410729616211029e-06,43,6.318072337307967e-06,0.20248621461774746,saddle-saddle,3.576255949155893e-07,30,1.0,0,30,0.0043
4.410729616211029e-06,44,1.2516897186287679e-05,0.20249241344259644,minima-saddle,1.4900862879585475e-05,2,1.0,1,2,0.0003
4.410729616211029e-06,45,1.1205610462639015e-05,0.2024911021558728,saddle-saddle,7.152475518523715e-07,2,1.0,1,2,0.0003
4.410729616211029e-06,46,6.6756979322235566e-06,0.20248657224334238,saddle-saddle,0.0,5,1.0,0,5,0.0007
4.410729616211029e-06,47,5.245195097813848e-06,0.20248514174050797,minima-saddle,1.251683079317445e-05,1,1.0,1,1,0.0001
4.410729616211029e-06,48,1.8358061424805783e-05,0.20249825460683496,saddle-saddle,1.5496916603296995e-06,14,1.0,1,14,0.0018
4.410729616211029e-06,49,1.1444026313256472e-05,0.2024913405717234,saddle-saddle,4.7683170123491436e-07,21,1.0,1,21,0.0027
