Simplification Threshold,Feature ID,Loss Start,Loss End,Feature Type,Persistence,Volume,Homogeneity,Majority Class,Major Class Size,Majority Class Coverage
3.2186276257561985e-06,0,-0.0,0.20512113571166993,minima-saddle,2.276871418871451e-05,2828,1.0,4,2828,0.4144
3.2186276257561985e-06,1,4.410734163684538e-06,0.2051255464458336,minima-saddle,3.4570480238471646e-06,2,1.0,1,2,0.0003
3.2186276257561985e-06,2,7.033323527139146e-06,0.20512816903519707,saddle-saddle,0.0,5,1.0,0,5,0.0007
3.2186276257561985e-06,3,-0.0,0.20512113571166993,minima-saddle,1.490105023549404e-05,1298,1.0,5,1298,0.2056
3.2186276257561985e-06,4,1.5258672647178173e-05,0.2051363943843171,minima-saddle,5.245114152785391e-06,1,1.0,1,1,0.0001
3.2186276257561985e-06,5,1.8715683836489916e-05,0.20513985139550642,saddle-saddle,8.344486559508368e-07,25,1.0,1,25,0.0032
3.2186276257561985e-06,6,5.125986263010418e-06,0.20512626169793294,minima-saddle,3.3378378248016816e-06,1,1.0,2,1,0.0001
3.2186276257561985e-06,7,6.9141146923357155e-06,0.20512804982636226,minima-saddle,1.2636017345357686e-05,1,1.0,1,1,0.0001
3.2186276257561985e-06,8,1.4662635294371285e-05,0.2051357983469643,minima-saddle,4.053048542118631e-06,1,1.0,1,1,0.0001
3.2186276257561985e-06,9,-0.0,0.20512113571166993,minima-saddle,3.2186455882765586e-06,991,1.0,3,991,0.1388
3.2186276257561985e-06,10,9.536738616588991e-07,0.2051220893855316,minima-saddle,4.8875640459300485e-06,1,1.0,6,1,0.0001
3.2186276257561985e-06,11,5.8412379075889476e-06,0.20512697694957752,minima-saddle,1.4662548892374616e-05,1,1.0,1,1,0.0001
3.2186276257561985e-06,12,-0.0,0.20512113571166993,minima-saddle,2.3483953555114567e-05,1398,1.0,5,1398,0.2214
3.2186276257561985e-06,13,2.4199192921514623e-05,0.20514533490459144,minima-saddle,9.89408181339968e-06,1,1.0,1,1,0.0001
3.2186276257561985e-06,14,3.123234637314454e-05,0.20515236805804307,saddle-saddle,0.0,2,1.0,1,2,0.0003
3.2186276257561985e-06,15,4.2437604861333966e-05,0.20516357331653126,saddle-saddle,1.3112476153764874e-06,54,1.0,1,54,0.0069
3.2186276257561985e-06,16,-0.0,0.20512113571166993,minima-saddle,5.8412379075889476e-06,767,1.0,6,767,0.1115
3.2186276257561985e-06,17,2.002696055569686e-05,0.20514116267222562,saddle-saddle,0.0,18,0.2222222238779068,2,4,0.0006
3.2186276257561985e-06,18,1.9073468138230965e-06,0.20512304305848375,minima-saddle,5.245185093372129e-06,5,1.0,1,5,0.0006
3.2186276257561985e-06,19,3.683499380713329e-05,0.20515797070547706,saddle-saddle,8.344322850462049e-07,32,1.0,1,32,0.0041
3.2186276257561985e-06,20,2.002696055569686e-05,0.20514116267222562,saddle-saddle,1.1920674296561629e-06,9,1.0,1,9,0.0011
3.2186276257561985e-06,21,-0.0,0.20512113571166993,minima-saddle,4.529942543740617e-06,2902,0.5727084875106812,8,1662,0.2435
3.2186276257561985e-06,22,7.152531907195225e-06,0.20512828824357712,saddle-saddle,1.668916411290411e-06,10,1.0,1,10,0.0013
3.2186276257561985e-06,23,3.3378044463461265e-05,0.2051545137561334,saddle-saddle,4.7681896830908954e-07,24,1.0,1,24,0.003
3.2186276257561985e-06,24,1.8596476365928538e-05,0.20513973218803586,saddle-saddle,0.0,0,0.0,6,0,0.0
3.2186276257561985e-06,25,1.3470558769768104e-05,0.2051346062704397,minima-saddle,5.125917596160434e-06,1,1.0,1,1,0.0001
3.2186276257561985e-06,26,4.0531076592742465e-06,0.2051251888193292,saddle-saddle,9.536697689327411e-07,98,1.0,0,98,0.0142
3.2186276257561985e-06,27,7.390948667307384e-06,0.20512852666033723,minima-saddle,7.1524791565025225e-06,4,1.0,1,4,0.0005
3.2186276257561985e-06,28,1.7881377516459906e-06,0.20512292384942157,minima-saddle,5.245186002866831e-06,1,1.0,0,1,0.0001
