Simplification Threshold,Feature ID,Loss Start,Loss End,Feature Type,Persistence,Volume,Homogeneity,Majority Class,Major Class Size,Majority Class Coverage
4.410721430758713e-06,0,-0.0,0.21869611740112305,minima-saddle,7.510157047363464e-06,1332,1.0,3,1332,0.1865
4.410721430758713e-06,1,6.9141146923357155e-06,0.21870303151581538,minima-saddle,1.4781740901526064e-05,1,1.0,1,1,0.0001
4.410721430758713e-06,2,4.887569048150908e-06,0.2187010049701712,minima-saddle,8.702197192178573e-06,3,1.0,1,3,0.0004
4.410721430758713e-06,3,2.3841830625315197e-06,0.21869850158418558,minima-saddle,1.2755282114085276e-05,1,1.0,0,1,0.0001
4.410721430758713e-06,4,-0.0,0.21869611740112305,minima-saddle,2.5629668016335927e-05,3060,1.0,8,3060,0.4484
4.410721430758713e-06,5,3.3378546504536644e-06,0.2186994552557735,minima-saddle,7.748547432129271e-06,2,1.0,1,2,0.0003
4.410721430758713e-06,6,-0.0,0.21869611740112305,minima-saddle,2.288792165927589e-05,1240,1.0,6,1240,0.1803
4.410721430758713e-06,7,-0.0,0.21869611740112305,minima-saddle,4.410734163684538e-06,862,1.0,5,862,0.1365
4.410721430758713e-06,8,9.536697689327411e-06,0.21870565409881237,minima-saddle,8.225328201660886e-06,1,1.0,1,1,0.0001
4.410721430758713e-06,9,1.883488948806189e-05,0.2187149522906111,minima-saddle,1.8000104319071397e-05,1,1.0,1,1,0.0001
4.410721430758713e-06,10,7.152555099310121e-07,0.21869683265663298,minima-saddle,8.106192581180949e-06,47,1.0,1,47,0.006
4.410721430758713e-06,11,-0.0,0.21869611740112305,minima-saddle,2.3841574147809297e-05,2831,0.999646782875061,9,2830,0.4067
4.410721430758713e-06,12,3.075552376685664e-05,0.2187268729248899,saddle-saddle,0.0,0,0.0,0,0,0.0
4.410721430758713e-06,13,1.4066597032069694e-05,0.21871018399815512,saddle-saddle,1.3112830856698565e-06,1,1.0,1,1,0.0001
4.410721430758713e-06,14,9.059865078597795e-06,0.21870517726620164,minima-saddle,5.006731953471899e-06,1,1.0,1,1,0.0001
4.410721430758713e-06,15,2.3841574147809297e-05,0.21871995897527086,saddle-saddle,1.78809386852663e-06,314,0.23566879332065582,4,74,0.0108
4.410721430758713e-06,16,-0.0,0.21869611740112305,minima-saddle,1.4185804502631072e-05,1332,1.0,5,1332,0.211
4.410721430758713e-06,17,3.635817120084539e-05,0.2187324755723239,minima-saddle,4.529778379946947e-06,1,1.0,1,1,0.0001
4.410721430758713e-06,18,-0.0,0.21869611740112305,minima-saddle,4.410734163684538e-06,1210,1.0,2,1210,0.1731
4.410721430758713e-06,19,2.9444261599564925e-05,0.2187255616627226,saddle-saddle,1.3112621672917157e-06,49,1.0,1,49,0.0062
4.410721430758713e-06,20,-0.0,0.21869611740112305,minima-saddle,8.106198947643861e-06,1977,1.0,4,1977,0.2897
4.410721430758713e-06,21,9.536697689327411e-06,0.21870565409881237,saddle-saddle,4.529899342742283e-06,163,1.0,6,163,0.0237
4.410721430758713e-06,22,1.3351351299206726e-05,0.21870946875242225,saddle-saddle,0.0,1,1.0,1,1,0.0001
4.410721430758713e-06,23,1.9430925021879375e-05,0.21871554832614493,minima-saddle,8.22524816612713e-06,1,1.0,1,1,0.0001
4.410721430758713e-06,24,1.585470999998506e-05,0.21871197211112303,saddle-saddle,1.3112803571857512e-06,53,1.0,1,53,0.0067
4.410721430758713e-06,25,4.3748852476710454e-05,0.21873986625359976,minima-saddle,1.8118855223292485e-05,1,1.0,1,1,0.0001
4.410721430758713e-06,26,3.576272320060525e-06,0.2186996936734431,minima-saddle,8.46379316499224e-06,1,1.0,1,1,0.0001
4.410721430758713e-06,27,9.298280929215252e-06,0.21870541568205226,saddle-saddle,5.125939424033277e-06,418,1.0,0,418,0.0606
4.410721430758713e-06,28,8.106198947643861e-06,0.2187042236000707,minima-saddle,6.794851287850179e-06,1,1.0,1,1,0.0001
4.410721430758713e-06,29,2.264974000354414e-06,0.2186983823751234,minima-saddle,7.986972377693746e-06,5,1.0,1,5,0.0006
4.410721430758713e-06,30,4.088794958079234e-05,0.21873700535070384,saddle-saddle,2.2648819140158594e-06,80,1.0,1,80,0.0102
4.410721430758713e-06,31,9.65590606938349e-06,0.21870577330719243,minima-saddle,4.768314283865038e-06,1,1.0,0,1,0.0001
4.410721430758713e-06,32,1.1801649634435307e-05,0.21870791905075748,saddle-saddle,1.549701664771419e-06,49,1.0,1,49,0.0062
4.410721430758713e-06,33,-0.0,0.21869611740112305,minima-saddle,9.536697689327411e-06,1084,1.0,6,1084,0.1576
4.410721430758713e-06,34,2.6464111215318553e-05,0.21872258151233837,minima-saddle,8.105986125883646e-06,1,1.0,1,1,0.0001
