Simplification Threshold,Feature ID,Loss Start,Loss End,Feature Type,Persistence,Volume,Homogeneity,Majority Class,Major Class Size,Majority Class Coverage
10.0,0,1.1920922133867862e-06,0.30826146125725246,minima-saddle,2.5033889414771693e-06,11,1.0,bird,11,0.0018
10.0,1,1.1920928244535389e-07,0.3082603883743215,minima-saddle,3.3378541957063135e-06,21,1.0,horse,21,0.0035
10.0,2,-0.0,0.30826026916503907,minima-saddle,4.291525328881107e-06,157,0.9808917045593262,cat,154,0.0257
10.0,3,1.7881377516459906e-06,0.3082620573027907,saddle-saddle,1.1920906217710581e-07,4,1.0,deer,4,0.0007
10.0,4,4.172316494077677e-06,0.30826444148153315,saddle-saddle,1.1920883480343036e-07,25,0.5199999809265137,deer,13,0.0022
10.0,5,2.9802276912960224e-06,0.30826324939273037,minima-saddle,3.8146786209836137e-06,11,1.0,truck,11,0.0018
10.0,6,4.768370445162873e-07,0.3082607460020836,minima-saddle,2.5033905330928974e-06,16,1.0,deer,16,0.0027
10.0,7,8.344646857949556e-07,0.30826110362972486,minima-saddle,2.3841807887947652e-06,12,1.0,bird,12,0.002
10.0,8,5.364403477869928e-06,0.30826563356851694,saddle-saddle,1.4305028344097082e-06,40,1.0,truck,40,0.0067
10.0,9,1.9073468138230965e-06,0.3082621765118529,saddle-saddle,2.2649696802545805e-06,171,0.8888888955116272,airplane,152,0.0253
10.0,10,4.768360213347478e-06,0.3082650375252524,saddle-saddle,5.9604326452245e-07,26,1.0,truck,26,0.0043
10.0,11,3.576278118089249e-07,0.3082606267928509,minima-saddle,2.861017719624215e-06,49,1.0,bird,49,0.0082
10.0,12,7.152555099310121e-07,0.308260984420549,minima-saddle,1.1920913038920844e-06,16,1.0,deer,16,0.0027
10.0,13,3.576278118089249e-07,0.3082606267928509,minima-saddle,4.291523509891704e-06,52,1.0,bird,52,0.0087
10.0,14,2.264974000354414e-06,0.3082625341390394,minima-saddle,3.099429477515514e-06,12,1.0,truck,12,0.002
10.0,15,3.576272320060525e-06,0.30826384543735913,saddle-saddle,1.1920883480343036e-07,3,1.0,bird,3,0.0005
10.0,16,5.125986263010418e-06,0.3082653951513021,saddle-saddle,5.9604326452245e-07,183,0.2732240557670593,deer,50,0.0083
10.0,17,4.291525328881107e-06,0.30826456069036795,saddle-saddle,0.0,6,0.6666666865348816,airplane,4,0.0007
10.0,18,8.4638240878121e-06,0.3082687329891269,saddle-saddle,1.6689145923010074e-06,1,1.0,automobile,1,0.0002
10.0,19,8.344646857949556e-07,0.30826110362972486,minima-saddle,3.93389564123936e-06,31,1.0,truck,31,0.0052
10.0,20,-0.0,0.30826026916503907,minima-saddle,1.7881377516459906e-06,13,1.0,deer,13,0.0022
10.0,21,5.8412379075889476e-06,0.30826611040294666,saddle-saddle,1.3112939996062778e-06,473,0.20930232107639313,frog,99,0.0165
10.0,22,7.152555099310121e-07,0.308260984420549,minima-saddle,3.218643314539804e-06,11,1.0,bird,11,0.0018
10.0,23,3.933898824470816e-06,0.30826420306386354,saddle-saddle,9.53670223680092e-07,28,1.0,bird,28,0.0047
10.0,24,1.0132738680113107e-05,15.413023948669434,saddle-maxima,15.413013458251953,56386,0.10362501442432404,automobile,5843,0.9738
10.0,25,2.9802276912960224e-06,0.30826324939273037,saddle-saddle,1.1920888027816545e-06,88,0.9886363744735718,deer,87,0.0145
10.0,26,-0.0,0.30826026916503907,minima-saddle,1.9073468138230965e-06,61,1.0,airplane,61,0.0102
10.0,27,9.65590606938349e-06,0.30826992507110845,saddle-saddle,4.7683261072961614e-07,236,0.16525423526763916,truck,39,0.0065
10.0,28,4.887569048150908e-06,0.3082651567340872,saddle-saddle,2.3841721485950984e-07,37,0.45945945382118225,airplane,17,0.0028
10.0,29,2.3841855067985307e-07,0.30826050758358975,minima-saddle,1.5497191725444281e-06,15,1.0,deer,15,0.0025
10.0,30,5.722029527532868e-06,0.3082659911945666,saddle-saddle,1.1920838005607948e-07,1,1.0,frog,1,0.0002
10.0,31,7.152555099310121e-07,0.308260984420549,minima-saddle,7.748568350507412e-06,21,1.0,automobile,21,0.0035
10.0,32,4.291525328881107e-06,0.30826456069036795,saddle-saddle,5.960437192698009e-07,140,0.37857142090797424,deer,53,0.0088
10.0,33,3.4570634852570947e-06,0.3082637262285243,saddle-saddle,0.0,4,1.0,horse,4,0.0007
10.0,34,1.0728830375228426e-06,0.3082613420480766,minima-saddle,7.986982382135466e-06,105,1.0,automobile,105,0.0175
10.0,35,3.2186455882765586e-06,0.30826348781062735,saddle-saddle,3.5762673178396653e-07,3,1.0,bird,3,0.0005
10.0,36,7.152531907195225e-06,0.30826742169694626,saddle-saddle,2.5033741621882655e-06,798,0.16917292773723602,deer,135,0.0225
10.0,37,5.722029527532868e-06,0.3082659911945666,saddle-saddle,1.1920838005607948e-07,19,0.31578946113586426,bird,6,0.001
10.0,38,1.7881377516459906e-06,0.3082620573027907,minima-saddle,2.980222461701487e-06,16,1.0,truck,16,0.0027
10.0,39,9.059865078597795e-06,0.30826932903011767,saddle-saddle,5.960409907856956e-07,53,0.5660377144813538,truck,30,0.005
10.0,40,1.1920922133867862e-06,0.30826146125725246,minima-saddle,7.271732101798989e-06,13,1.0,automobile,13,0.0022
10.0,41,2.3841855067985307e-07,0.30826050758358975,minima-saddle,5.602819328487385e-06,83,0.9879518151283264,ship,82,0.0137
10.0,42,1.1920928244535389e-07,0.3082603883743215,minima-saddle,3.3378541957063135e-06,38,1.0,horse,38,0.0063
10.0,43,8.344646857949556e-07,0.30826110362972486,minima-saddle,4.88756495542475e-06,50,1.0,frog,50,0.0083
10.0,44,2.0265558760002023e-06,0.30826229572091507,minima-saddle,3.695473651532666e-06,12,1.0,frog,12,0.002
10.0,45,1.311301275563892e-06,0.30826158046631463,minima-saddle,3.3378501029801555e-06,63,0.9682539701461792,dog,61,0.0102
10.0,46,4.6491513785440475e-06,0.3082649183164176,saddle-saddle,4.7683488446637057e-07,14,0.8571428656578064,dog,12,0.002
10.0,47,7.152555099310121e-07,0.308260984420549,minima-saddle,1.1920913038920844e-06,16,1.0,airplane,16,0.0027
10.0,48,7.152555099310121e-07,0.308260984420549,minima-saddle,5.006773790228181e-06,19,1.0,frog,19,0.0032
10.0,49,1.0728830375228426e-06,0.3082613420480766,minima-saddle,4.768354756379267e-06,37,0.9459459185600281,ship,35,0.0058
10.0,50,3.576278118089249e-07,0.3082606267928509,minima-saddle,3.099435616604751e-06,34,1.0,horse,34,0.0057
10.0,51,3.576278118089249e-07,0.3082606267928509,minima-saddle,3.2186444514081813e-06,37,1.0,bird,37,0.0062
10.0,52,5.8412379075889476e-06,0.30826611040294666,saddle-saddle,1.3112939996062778e-06,22,0.9545454382896423,ship,21,0.0035
10.0,53,3.4570634852570947e-06,0.3082637262285243,saddle-saddle,8.344618436240125e-07,23,1.0,horse,23,0.0038
10.0,54,3.6954811548639555e-06,0.30826396464619393,saddle-saddle,2.3841766960686073e-07,8,1.0,bird,8,0.0013
10.0,55,6.794906312279636e-06,0.30826706407135135,saddle-saddle,2.264958766318159e-06,117,1.0,truck,117,0.0195
10.0,56,1.9073468138230965e-06,0.3082621765118529,saddle-saddle,1.072880877472926e-06,59,1.0,deer,59,0.0098
