Simplification Threshold,Feature ID,Loss Start,Loss End,Feature Type,Persistence,Volume,Homogeneity,Majority Class,Major Class Size,Majority Class Coverage
100.0,0,-0.0,0.3082602882385254,minima-saddle,4.291525328881107e-06,157,0.9808917045593262,cat,154,0.0257
100.0,1,4.172316494077677e-06,0.3082644605550195,saddle-saddle,1.1920883480343036e-07,25,0.5199999809265137,deer,13,0.0022
100.0,2,3.576278118089249e-07,0.3082606458663372,minima-saddle,4.5299411794985645e-06,162,1.0,bird,162,0.027
100.0,3,4.291525328881107e-06,0.3082645797638543,saddle-saddle,0.0,6,0.6666666865348816,airplane,4,0.0007
100.0,4,8.344646857949556e-07,0.3082611227032112,minima-saddle,8.225400051742326e-06,253,1.0,truck,253,0.0422
100.0,5,5.125986263010418e-06,0.3082654142247884,saddle-saddle,2.0265456441848073e-06,757,0.2443857342004776,frog,185,0.0308
100.0,6,9.65590606938349e-06,15.413023948669434,saddle-maxima,15.41301441192627,56657,0.10380005836486816,automobile,5881,0.9802
100.0,7,-0.0,0.3082602882385254,minima-saddle,4.172316494077677e-06,248,0.9233871102333069,airplane,229,0.0382
100.0,8,4.887569048150908e-06,0.30826517580757357,saddle-saddle,2.3841721485950984e-07,37,0.45945945382118225,airplane,17,0.0028
100.0,9,2.3841855067985307e-07,0.3082605266570761,minima-saddle,3.933897914976114e-06,211,0.9952606558799744,deer,210,0.035
100.0,10,4.291525328881107e-06,0.3082645797638543,saddle-saddle,5.960437192698009e-07,140,0.37857142090797424,deer,53,0.0088
100.0,11,1.0728830375228426e-06,0.30826136112156294,minima-saddle,7.986982382135466e-06,105,1.0,automobile,105,0.0175
100.0,12,7.152531907195225e-06,0.3082674407704326,saddle-saddle,2.5033741621882655e-06,798,0.16917292773723602,deer,135,0.0225
100.0,13,9.059865078597795e-06,0.308269348103604,saddle-saddle,5.960409907856956e-07,53,0.5660377144813538,truck,30,0.005
100.0,14,2.3841855067985307e-07,0.3082605266570761,minima-saddle,6.914113328093663e-06,142,0.9718309640884399,ship,138,0.023
100.0,15,1.311301275563892e-06,0.308261599539801,minima-saddle,3.814684987446526e-06,129,0.565891444683075,dog,73,0.0122
100.0,16,3.576278118089249e-07,0.3082606458663372,minima-saddle,3.9338974602287635e-06,120,1.0,horse,120,0.02
