dataset,split,model,k,epoch,layer,thresh,thresh_mode,node_count,average_branching_factor,colless_index,average_colless_index,total_colless,missing_colless,missing_colless_frac,sackin_index,average_sackin_index,leaf_count,total_volume,train_acc,val_acc,average_branching_factor_variance_w3,colless_index_variance_w3,sackin_index_variance_w3,total_volume_variance_w3,missing_colless_frac_variance_w3,average_branching_factor_variance_w5,colless_index_variance_w5,sackin_index_variance_w5,total_volume_variance_w5,missing_colless_frac_variance_w5,average_branching_factor_variance_w7,colless_index_variance_w7,sackin_index_variance_w7,total_volume_variance_w7,missing_colless_frac_variance_w7,average_branching_factor_variance_w9,colless_index_variance_w9,sackin_index_variance_w9,total_volume_variance_w9,missing_colless_frac_variance_w9,average_branching_factor_variance_w11,colless_index_variance_w11,sackin_index_variance_w11,total_volume_variance_w11,missing_colless_frac_variance_w11,average_branching_factor_variance_w13,colless_index_variance_w13,sackin_index_variance_w13,total_volume_variance_w13,missing_colless_frac_variance_w13,average_branching_factor_variance_w15,colless_index_variance_w15,sackin_index_variance_w15,total_volume_variance_w15,missing_colless_frac_variance_w15
cifar,train,wres,20,182,a1,0.0,0.0,481,2.042553191489361,186224.0,835.0852017937219,223,12,0.051063829787234,5750334.0,23375.34146341464,246,50000,0.96478,0.8001,9.417847978753395e-05,1771440907.0,168145401396.0,0.0,0.00013489079738828277,0.0001276216592154731,964767631.6999999,685139808892.5,0.0,9.606848871306897e-05,0.00015307766589529761,768380677.3333334,500106797943.8096,0.0,0.00012178294518127284,0.0002701442253889878,1209007848.111111,384846883361.99994,0.0,0.00021256079752610433,0.00021961817684999302,1371997899.490909,331091469868.09094,0.0,0.00018846295828241154,0.00022819851344956367,1211018687.4358976,285458326523.7435,0.0,0.00019282749413589636,0.00021246320889977096,3823382431.352381,264159675242.6,0.0,0.00017759850891754014
cifar,train,wres,20,26,a1,0.0,0.0,274,1.9927007299270072,1493558.0,10982.04411764706,136,1,0.0072992700729927,4361352.0,31834.68613138686,137,50000,0.7259,0.6659,3.4784999844618894e-05,1049803249.3333334,786982037151.0,0.0,2.7152284319312174e-05,0.00011285045937800428,1067893288.0,425702262607.7,0.0,0.00013873251548689332,0.00029328119523067917,1089016463.8095238,470999825279.61896,0.0,0.0002327113671588798,0.00022195220832343173,966269626.4444445,407231662115.7778,0.0,0.00017506815916569303,0.0002454730087436975,1140925079.2181818,328181121004.36365,0.0,0.0001980114979066631,0.00022279521765247864,1184745557.0897434,294274559104.2564,0.0,0.00019053534820792474,0.00021970045880724014,1306354532.8380952,265829894314.63812,0.0,0.00018773884667800585
cifar,train,wres,20,51,a1,0.0,0.0,248,2.0245901639344264,624102.0,5334.205128205128,117,5,0.040983606557377,3724600.0,29560.31746031746,126,50000,0.87926,0.7741,0.00010858124561665143,570970049.3333334,642715947086.3333,0.0,0.00013788848803858978,0.0003308589059732261,937014028.0,448464981586.69995,0.0,0.00026471686158655115,0.00024835731415316246,1252916960.952381,386632407570.47614,0.0,0.0002210133846034633,0.0002670747289013882,992100493.2777778,388750265262.4444,0.0,0.00021695686968440688,0.0002393138771259525,823862014.4545455,347745526040.2182,0.0,0.00019620423963051734,0.0002332810792215875,1288134045.474359,297669643845.69226,0.0,0.00019157943087085784,0.00021145322288766,1266297950.2666667,289740028961.9809,0.0,0.0001871337144181675
cifar,train,wres,20,77,a1,0.0,0.0,308,2.0065359477124183,936511.0,6243.406666666667,150,3,0.0196078431372549,4591813.0,29624.6,155,50000,0.88826,0.7805,0.0006298789745672821,639143737.0,689718018388.0,0.0,0.0005022770832312233,0.0003230663154064743,1087399347.7,503267102072.2999,0.0,0.0002571801407395494,0.00027929848397127997,917210075.952381,361573956720.47614,0.0,0.0002399420150297761,0.0002457731854597724,1007284651.0277778,309475090802.0278,0.0,0.00022487315322869416,0.00024979941263435413,1103512445.2727273,337912492503.7636,0.0,0.0002064479190224951,0.0002170574245107688,969424832.8589743,333187162112.5,0.0,0.00018299132062164053,0.00021112702858506197,1127855075.257143,293046723708.3143,0.0,0.00018028095766745383
cifar,trainUval,wres,20,101,a1,0.0,0.0,487,2.025,1119302.0,4824.577586206897,232,8,0.0333333333333333,9105657.0,36865.00809716599,247,60000,0.96002,0.8117,0.0006283738505212542,1526451390.3333333,62700285823.0,0.0,0.000507021155357025,0.0003970082170979071,834670849.6999999,506687590986.69995,0.0,0.00033679705122722234,0.000295053131585908,811030978.8095239,361475719144.5715,0.0,0.00025482347472360884,0.00025331520358486614,1152360075.25,303705174655.44446,0.0,0.00022161336902132877,0.00022630019701103693,1130018072.8727274,293545607135.6182,0.0,0.0002090508826955002,0.00021978000881405383,978629330.7435895,318331453712.5,0.0,0.00019014801881166494,0.00018838786062341865,1157526821.6857145,289407532269.26666,0.0,0.00016323218546716677
cifar,trainUval,wres,20,127,a1,0.0,0.0,680,2.0701219512195124,165709.0,545.0953947368421,304,24,0.073170731707317,8070411.0,22927.303977272728,352,60000,0.99274,0.8296,0.0005804643250195158,1541649594.3333333,37790759023.0,0.0,0.00048436775935649856,0.00043869422025037534,901942065.3,111313416003.5,0.0,0.00036447437787028524,0.0003216045135491069,1184406750.2380953,381042143022.6667,0.0,0.000277859758417015,0.00025944081592702126,1020864332.25,328457807871.0,0.0,0.00022677923070566744,0.00021745327339319187,970640672.7636364,280720322629.25464,0.0,0.00019887517758017905,0.00019017015126969615,1342499026.25641,247124455155.30765,0.0,0.0001802072643605725,0.0002048404376474767,1264260953.5523808,274458013017.2381,0.0,0.00017254665375030173
cifar,trainUval,wres,20,152,a1,0.0,0.0,370,2.0163934426229506,535899.0,3010.668539325842,178,5,0.0273224043715847,5986016.0,32010.780748663103,187,60000,0.93478,0.7998,9.471494860773742e-05,647653434.3333334,213092965209.3333,0.0,9.35408078954423e-05,0.00039124500097821797,1655702581.3000002,116997166222.29999,0.0,0.00033210586199716404,0.0003449663405732084,1228484506.2857141,165735198943.14285,0.0,0.00029920857589658007,0.0002612634018865272,953543742.5277778,321455984559.0,0.0,0.00023633253073746958,0.0002095128571463269,1281987700.618182,265775131218.16364,0.0,0.00018909475730789093,0.00020160441027598853,1243784479.025641,235571225520.5769,0.0,0.00017632606363812868,0.00018285489976297618,1453732143.5523808,214539088226.45712,0.0,0.00016600721905479522
cifar,trainUval,wres,20,178,a1,0.0,0.0,598,2.0586206896551724,359293.0,1325.8044280442805,271,19,0.0655172413793103,9679042.0,31425.46103896104,308,60000,0.96076,0.8021,0.0002359353432572283,1465677244.0,141455943402.33334,0.0,0.0002248005962457053,0.00018544340695034284,1016139441.7,238459008720.7,0.0,0.00018313189352858262,0.0002823231930936604,1220658028.2857144,175078784199.80954,0.0,0.00025693146846100855,0.0002613634012758123,1418634852.25,131455356778.5,0.0,0.00023297052128299023,0.00023495624468911183,1270539794.2545455,259894422466.89093,0.0,0.00020348977182040013,0.00019742407618722165,1423990830.3076923,224448270563.08975,0.0,0.00017067325314422627,0.00017660992072052447,1386869841.6857142,206047994802.78098,0.0,0.00015278604180701084
cifar,trainUval,wres,20,21,a1,0.0,0.0,264,2.023076923076923,1980728.0,15720.063492063491,126,4,0.0307692307692307,4411906.0,32924.67164179104,134,60000,0.65572,0.6237,0.00023316978090623158,1308266552.3333335,245914045552.3333,0.0,0.00022590049933281564,0.00018396096142231873,1036417061.7999998,153657865344.7,0.0,0.00018892537908611555,0.00012596200863982898,1597125219.0,166198380540.23807,0.0,0.00013013082336926462,0.0002355755888912986,1554179144.0000002,134810185110.44444,0.0,0.00020635795020473394,0.0002357674994025153,1574545168.0727272,115101394844.16365,0.0,0.00020288736616548534,0.0002003734352466101,1444693279.0256412,218973216355.4359,0.0,0.00017137128007285623,0.00017659279142259848,1514409840.9238095,192976890133.52383,0.0,0.00015038436504866175
cifar,trainUval,wres,20,47,a1,0.0,0.0,280,2.0071942446043165,1419538.0,10437.779411764706,136,3,0.0215827338129496,4930151.0,34965.60992907801,141,60000,0.85418,0.7669,7.911450286844876e-05,1734116233.0,228132728136.3333,0.0,0.00013043558925570885,0.00012471008424873743,2030920023.2,135808230166.3,0.0,0.00013593134400980886,0.00017673539272799736,1565851293.5714285,107081847402.9524,0.0,0.0001612699196086278,0.00013306436343050196,1727218501.8611112,133593045538.0,0.0,0.00012182820472482887,0.00019343204933586775,1707942374.2,117298454049.47273,0.0,0.00016790544771060021,0.0002041474225986775,1699082469.102564,98927652566.42305,0.0,0.00017421618346750902,0.00018089360934783147,1737201425.742857,187743387252.57144,0.0,0.0001518885777510746
cifar,trainUval,wres,20,72,a1,0.0,0.0,296,2.006802721088435,1046792.0,7269.388888888889,144,3,0.0204081632653061,5023270.0,33713.221476510065,149,60000,0.86178,0.7635,6.516558064304377e-05,879237262.3333333,108295279230.33334,0.0,0.00010720792204487856,7.39592705101885e-05,2162942104.3,121956896248.5,0.0,8.438500946345292e-05,0.00012314424361236658,2068592477.5714283,92415337176.95238,0.0,0.0001155531600981213,0.00014030881203751575,1752247072.75,83727936908.61111,0.0,0.0001239051306826046,0.00011808378899317094,1744095664.8727276,108939891902.89091,0.0,0.00010546022262267753,0.00016738422821472015,1980004079.6410255,99132695768.19232,0.0,0.00014350011750959805,0.0001805220107460874,2056426256.9809525,89400497717.88574,0.0,0.00015127572507313373
cifar,trainUval,wres,20,98,a1,0.0,0.0,427,2.018957345971564,924224.0,4508.409756097561,205,6,0.0284360189573459,7744268.0,35853.09259259259,216,60000,0.9601,0.8087,0.00012195160959857829,648317342.3333333,16926618634.333332,0.0,0.00011045589068802168,8.247932813073871e-05,1843376551.5,56411960768.5,0.0,8.593986343778262e-05,6.0829704040923423e-05,2251399360.285714,85197872971.95238,0.0,6.520220529738746e-05,9.956718344017819e-05,2021100215.0277777,69720162642.94444,0.0,9.184441633417228e-05,0.00012632186719262328,2023958536.2181816,67043652842.56364,0.0,0.0001087148133811761,0.00010584723248452381,2025573059.6410258,94510502061.26923,0.0,9.081566953626664e-05,0.00016525495401712933,2084829756.0285714,125639099366.97144,0.0,0.00014298434655866756
cifar,val,wres,20,122,a1,0.0,0.0,130,2.0476190476190474,12019.0,207.22413793103448,58,5,0.0793650793650793,367208.0,5480.716417910448,67,10000,0.98954,0.8226,0.00010011578269230715,3667019670.333333,25562726977.0,0.0,6.39428335844448e-05,7.365363595408176e-05,2415234996.3,14319777891.699999,0.0,6.076046273758353e-05,5.893575330090527e-05,2207111171.142857,39588260831.23809,0.0,6.111992248704919e-05,4.954196761655729e-05,2411074603.861111,63997459845.94444,0.0,5.110044051773972e-05,8.475182318650494e-05,2276213469.8181815,57012515264.89091,0.0,7.500964739554037e-05,0.00013602660825930547,2088497861.2435896,109784531972.8077,0.0,0.00011907483890802886,0.00011798965673492195,1936388940.028571,120467942772.8381,0.0,0.00010251549195055495
cifar,val,wres,20,148,a1,0.0,0.0,133,2.095238095238096,25046.0,455.3818181818182,55,8,0.1269841269841269,318487.0,4549.814285714286,70,10000,0.9973,0.839,8.531305659960403e-05,2448452892.333333,3579623441.333333,0.0,5.7477272000039495e-05,5.343275877066534e-05,3161981574.7,13804994929.699999,0.0,3.6073503377319094e-05,5.896368976703298e-05,2760538569.0,9723992876.47619,0.0,4.9685831754976515e-05,4.8195497091911465e-05,2643254235.6944447,30738827347.944447,0.0,4.689834531287508e-05,6.383219138247705e-05,2346728411.563636,116311719681.76363,0.0,6.396739152555848e-05,9.5809602223865e-05,2103910683.6410263,103393324478.5769,0.0,8.608137576221e-05,0.00013029904737875623,2041460025.980952,98082268120.49525,0.0,0.00011013490354412762
cifar,val,wres,20,173,a1,0.0,0.0,141,2.028985507246377,16718.0,257.2,65,4,0.0579710144927536,431529.0,5993.458333333333,72,10000,0.95934,0.8037,3.558829091945687e-05,108682549.0,5741550003.0,0.0,2.8948293317827676e-05,4.51773659976828e-05,1922162416.2999997,3394801127.3,0.0,3.12159625513635e-05,4.0098194652375674e-05,3129003464.6190476,12128963431.619047,0.0,2.524384465229291e-05,7.729302537803169e-05,2612850792.527778,88085818098.44446,0.0,7.124980509922433e-05,6.33154558298423e-05,2400337591.5636363,96385457406.45454,0.0,6.196162336373782e-05,6.208445931600951e-05,2194178643.025641,101579862353.23079,0.0,5.8079327566647354e-05,0.00017575965040633827,2333023549.6380954,91932120445.17143,0.0,0.00010720601998799028
cifar,val,wres,20,199,a1,0.0,0.0,128,2.015873015873016,19188.0,319.8,60,3,0.0476190476190476,339603.0,5224.661538461539,65,10000,0.98054,0.8108,2.763510009328119e-06,262212910.3333333,1457150133.0,0.0,4.411955463356908e-06,2.616255403354686e-05,251343933.2,5124315191.3,0.0,1.6959909026837712e-05,6.37743019886238e-05,1552220984.6190479,112433839769.90477,0.0,5.494184824490452e-05,5.7779212624770875e-05,2563824109.194444,85833474625.1111,0.0,4.685701884993298e-05,7.340472251037387e-05,2364620076.8,76386724894.01817,0.0,6.41038227918529e-05,0.00014944467409334106,2637541922.7692313,83584815159.92307,0.0,8.498654265967478e-05,0.00013074610972396017,2324994042.0952373,89283432743.11429,0.0,7.548019664768254e-05
cifar,val,wres,20,42,a1,0.0,0.0,59,2.0,23465.0,869.074074074074,27,2,0.0689655172413793,198844.0,6628.133333333333,30,10000,0.79632,0.7272,1.2633277879911848e-05,103813681.33333334,7475680810.333334,0.0,7.422969605528334e-06,4.836995300525878e-05,250172784.2,153121409434.7,0.0,4.975494457702504e-05,5.589584169231598e-05,188535186.6190476,111162167808.9524,0.0,5.0298879065239416e-05,5.792398401403431e-05,1265905425.8611112,91626863406.3611,0.0,4.6895558529527225e-05,0.00015236177447530659,2633784356.8,75374810038.47272,0.0,7.28426495625845e-05,0.00015249722742973198,2460667430.3974357,66364985349.666664,0.0,8.511021249670444e-05,0.00013423584207027816,2608216125.9809527,85070749926.40953,0.0,7.530674711454894e-05
cifar,val,wres,20,68,a1,0.0,0.0,128,2.015873015873016,38045.0,634.0833333333334,60,3,0.0476190476190476,429254.0,6603.907692307693,65,10000,0.97744,0.7986,8.574591233058719e-05,186081564.0,271120950320.3333,0.0,8.601541390672966e-05,5.0774430697547334e-05,108313644.20000002,144830901016.5,0.0,4.821579610871176e-05,4.451142417318425e-05,180557536.14285716,115587997351.80952,0.0,4.008483262891948e-05,0.00016994382157095784,440292856.25,91380332928.02779,0.0,8.040841876797873e-05,0.00014410177178010862,1365651996.2545455,76339046948.47272,0.0,7.02314152721817e-05,0.00013431922090788618,2492562338.0897436,82469998151.641,0.0,6.419438333921935e-05,0.00013501048391682387,2641199309.0666666,111306041853.26668,0.0,7.501282751872696e-05
cifar,val,wres,20,93,a1,0.0,0.0,106,2.019230769230769,34597.0,706.0612244897959,49,3,0.0576923076923076,357669.0,6623.5,54,10000,0.9454,0.8062,9.932316628703254e-05,181112061.0,253226184366.3333,0.0,9.352905141726639e-05,6.036285945123669e-05,93419026.2,166956385496.7,0.0,5.3302357467452854e-05,0.00017292141857864205,378304406.14285713,113392726927.90474,0.0,7.24051297383181e-05,0.00014945448890181612,425002336.25,91908541235.36111,0.0,6.884590734298802e-05,0.00014522591275468582,517690345.2909091,95191387583.09091,0.0,6.894903122665672e-05,0.00012440220064491495,1508809191.1666667,124580448951.5641,0.0,6.187488032899514e-05,0.0001171313525299184,2359979452.3999996,184074598469.4,0.0,5.8773823307360886e-05
mnist,train,wres,20,118,a1,0.0,0.0,1747,2.1112454655380897,356316.0,478.9193548387097,744,83,0.1003627569528416,6014526.0,6537.528260869565,920,60000,1.0,0.9863,6.833132291010403e-05,75439623.0,270999037282.33337,0.0,6.227220068920057e-05,0.00023088255842879508,506908881.0,165571541135.79996,0.0,9.520401372587557e-05,0.00018534402621978117,386561359.57142854,120551351444.61906,0.0,8.437938060019745e-05,0.0001452617982253699,458222614.6111111,116856401066.8611,0.0,6.412961280944964e-05,0.000125029117991697,604704708.2,148794677007.8909,0.0,5.994077226128122e-05,0.00012360701973473744,615154221.9358975,204391094782.64102,0.0,6.191955313982996e-05,0.00010996356789970284,1420981472.552381,224275521269.2095,0.0,5.479494290687665e-05
mnist,train,wres,20,23,a1,0.0,0.0,1169,2.1159420289855078,240226.0,487.2738336713996,493,59,0.1068840579710145,7100717.0,11508.45542949757,617,60000,1.0,0.9827,0.000328354197545948,670768533.0,18452676172.0,0.0,0.00010753704550869777,0.0002269241596226161,565848570.2,165467242740.2,0.0,9.846764974476066e-05,0.00018165203941616415,556508339.952381,155702414747.47617,0.0,8.123234070236961e-05,0.0001471722522122889,527576621.50000006,184572900324.19446,0.0,7.093272549302655e-05,0.00012130119742002619,582613760.8909091,243952494482.8,0.0,5.781230532896503e-05,0.00010687836525962679,647772971.9358975,257647319728.41025,0.0,5.134072107238887e-05,0.00012613007786363932,623981943.0666666,263815097399.26663,0.0,7.87371859745228e-05
mnist,train,wres,20,49,a1,0.0,0.0,1805,2.145065398335315,286827.0,393.9931318681319,728,113,0.1343638525564803,7688356.0,7975.473029045643,964,60000,1.0,0.9842,0.00035925331682823793,868232481.3333334,10712009233.333332,0.0,0.00013422909270674016,0.00022281496789628,648392437.2,38897511537.2,0.0,8.300035860211401e-05,0.00016893282115722815,684969679.2857143,244659371972.9048,0.0,8.221918398731618e-05,0.00014511688309037747,689271986.8611112,295552564922.25,0.0,7.011750463666433e-05,0.00011975088181878947,606604605.4727273,298628854124.2545,0.0,5.773805057041742e-05,0.00012708513842341965,563028477.0641025,301392051866.5257,0.0,8.133385097033723e-05,0.00016624759353526218,740744761.1238096,315734298361.0286,0.0,0.0001158014576415041
mnist,train,wres,20,74,a1,0.0,0.0,1804,2.1592814371257485,248427.0,345.99860724233986,718,117,0.1401197604790419,7113854.0,7341.438596491228,969,60000,1.0,0.9846,0.0003613964738861477,927041301.3333333,50503145033.33333,0.0,0.0001391489245311079,0.0002170976335689954,680096566.8,96195618627.8,0.0,9.122595456384901e-05,0.0001635457712998657,806769494.1428571,189378598506.61905,0.0,6.707287168601323e-05,0.00012815899057764383,749432539.75,361810690744.69446,0.0,6.188261385931072e-05,0.0001492005150624089,625181005.7636364,339927804891.05457,0.0,9.7181987509019e-05,0.00018533278732626394,674253661.7564102,347867743365.5769,0.0,0.00013153024398488932,0.00017087767193094567,647836759.542857,362218847949.6,0.0,0.00012553181206362334
mnist,train,wres,20,9,a1,0.0,0.0,767,2.048128342245989,220265.0,620.4647887323944,355,19,0.0508021390374331,5313126.0,13519.404580152672,393,60000,0.9983166666666666,0.98,4.731406152245069e-05,837176700.0,103012022493.0,0.0,1.933390978230306e-05,0.000219118117220725,1097714535.2,208622163313.2,0.0,8.985226203423312e-05,0.00014684232410812508,826037197.4761904,195793671464.23813,0.0,6.139219052405199e-05,0.00016524597235398697,668743615.1944444,221465824438.3611,0.0,9.94507595754092e-05,0.00020321829681838947,788493423.4545455,393454228761.8727,0.0,0.00014924337601953893,0.00019136416276405296,686137951.0641025,387820782513.2308,0.0,0.00014347816740312527,0.0001667758811088133,605834713.5428573,434397226538.39996,0.0,0.00012503958377100278
mnist,trainUval,wres,20,124,a1,0.0,0.0,1968,2.1264864864864865,479395.0,584.6280487804878,820,105,0.1135135135135135,7852875.0,7529.122722914669,1043,70000,1.0,0.9864,2.7454867842630487e-05,1436909070.3333335,112111694716.33334,0.0,2.7652162482968275e-05,4.2308457909671405e-05,961878237.2,159217702690.7,0.0,2.595563765074043e-05,0.00020720243117020907,772715186.3333334,202344066816.0,0.0,0.0001252609932027446,0.00023534017419891566,788221388.25,213464761393.44446,0.0,0.00017076372083409846,0.00020912974206186748,693995781.2727273,259127175860.07275,0.0,0.0001566525796052362,0.00017678752644661013,686428684.076923,467048508145.60254,0.0,0.00013688731097667888,0.00017208885019753798,608392154.5238096,442388913544.2667,0.0,0.0001349706612285146
mnist,trainUval,wres,20,14,a1,0.0,0.0,1050,2.0528375733855184,418175.0,865.7867494824017,483,28,0.0547945205479452,8501076.0,15771.940630797772,539,70000,0.9938166666666668,0.9769,3.6928557559201726e-05,1297358842.3333333,26191027308.333332,0.0,3.189510906152196e-05,8.41257652159328e-05,768195870.8,72373334586.3,0.0,9.47310095192507e-05,0.00020490322881046484,876649258.2380953,147565836465.33334,0.0,0.0001871510210934337,0.0002434627412424459,720411089.3611112,216964193729.44446,0.0,0.0001886156649427846,0.00019649932403079296,659418160.6909091,275515522011.36365,0.0,0.0001518832427726355,0.00018287609439108826,615265701.0,305649053333.0898,0.0,0.00014438067306539533,0.00017852691070562583,611614917.552381,454619590983.9238,0.0,0.00014332641983513545
mnist,trainUval,wres,20,175,a1,0.0,0.0,1613,2.1182654402102497,403511.0,595.1489675516224,678,83,0.1090670170827858,6223965.0,7305.12323943662,852,70000,1.0,0.9868,0.0001396889835369746,1063720996.3333333,3216253140.333333,0.0,0.00017394237042456253,0.0002768904890661394,954954874.5,21985438768.0,0.0,0.00026753330727477385,0.00020000913760979383,669118543.952381,77735963171.61906,0.0,0.00020594725932723457,0.00016959033874486455,693475898.25,192217872915.27777,0.0,0.0001652200462480277,0.00020393794754728197,647602643.6,248127346314.0909,0.0,0.00016636725771574894,0.0001959130687588787,585391500.0769231,261166668667.16666,0.0,0.00015688216836813715,0.00019089542857308496,559925487.4,298414453168.8571,0.0,0.00014195494024350888
mnist,trainUval,wres,20,1,a1,0.0,0.0,725,2.0626780626780628,720476.0,2189.896656534954,329,22,0.0626780626780626,12269778.0,32806.89304812834,374,70000,0.9266166666666666,0.9257,0.000498640996237224,217319108.3333333,10015381636.0,0.0,0.0004986409962372388,0.00026755170667756454,928492474.5,11736034760.5,0.0,0.00027813424200715263,0.0002014579188453987,686322378.5714287,64506816165.4762,0.0,0.00020628485097625002,0.00016270227571580075,609538595.611111,105236725159.02779,0.0,0.00017432591379615856,0.00017167893889999207,597980349.4181818,170399377583.45453,0.0,0.00016850572597672562,0.00021055162121918887,564755723.3589743,231116607555.3077,0.0,0.0001606017237823861,0.0001814128138774602,542963453.2666667,239586891168.69528,0.0,0.00013774419965684805
mnist,trainUval,wres,20,44,a1,0.0,0.0,1930,2.143333333333333,317037.0,403.8687898089172,785,115,0.1277777777777777,10399470.0,10096.57281553398,1030,70000,1.0,0.9848,0.0005160449586710792,201508586.33333334,14519954761.0,0.0,0.0005484676300914125,0.0002676627413674772,252709814.7,59078978163.2,0.0,0.0002827933317416699,0.00019277151317664384,710466674.5714287,41050689016.14286,0.0,0.00020693577226586223,0.00019737362935244191,577557318.5,51988301135.02778,0.0,0.00020008298351102032,0.00017809001253719367,512990284.0181818,93161151131.01822,0.0,0.0001655189942873512,0.00016497643074746198,545708441.6666666,149143455900.07693,0.0,0.00014587457872609306,0.0002058307920384694,593483672.2571429,218699343778.02856,0.0,0.00016592169476245666
mnist,trainUval,wres,20,6,a1,0.0,0.0,812,2.042821158690176,316196.0,834.2902374670184,379,18,0.0453400503778337,6933946.0,16708.303614457833,415,70000,0.9935,0.976,0.00018405591212855078,493115132.3333334,49989593530.33333,0.0,0.00015221908405611362,0.00027922724211355783,446585225.70000005,45263063846.2,0.0,0.0003042555333446403,0.0002451800828738252,303110783.14285713,40610355529.952385,0.0,0.0002502555294993007,0.00020650627801812606,583124622.5,32891363667.25,0.0,0.00019191749419217478,0.00017979569803687722,508609142.2727273,43537056247.61818,0.0,0.00016489164851330509,0.00018017698960442918,559463371.3974359,88835408477.2564,0.0,0.00017120009085973894,0.00017180877173013408,604880473.9238094,144212951915.6667,0.0,0.00015704568579887277
mnist,trainUval,wres,20,95,a1,0.0,0.0,2105,2.140386571719227,446425.0,516.6956018518518,864,119,0.121057985757884,9530310.0,8494.037433155081,1122,70000,1.0,0.9856,5.2149497384227777e-05,301767082.3333334,43898815362.333336,0.0,7.417582002614955e-05,0.0002344484361465184,445433896.70000005,27904260484.0,0.0,0.00020374565434552974,0.0002711574270780977,328644285.14285713,30674951855.666668,0.0,0.00025491005442997155,0.00020414288877691555,257201987.77777776,32562335476.0,0.0,0.00019190899909303998,0.00019770522856308893,612059752.2727273,34488553502.61818,0.0,0.0001884267409107046,0.00018229832436854156,587183899.4743589,44468602408.64103,0.0,0.0001719083524163882,0.00015662790530364854,523614551.40952384,79660979229.0,0.0,0.00014856386925860113
mnist,val,wres,20,11,a1,0.0,0.0,171,2.048192771084337,32993.0,428.4805194805195,77,6,0.072289156626506,207645.0,2359.6022727272725,88,10000,0.9925666666666668,0.9759,0.00017776661300500027,147000714.3333333,39615156964.0,0.0,0.00018240175193318445,0.00015711855394680136,269848498.29999995,22957641662.200005,0.0,0.00012901836591219687,0.00016868164221819966,341489072.5714286,23950756265.666668,0.0,0.00014048585454625234,0.00024002393957859203,455793797.5,32028628658.52778,0.0,0.0002324717858334703,0.00019814462187809148,415356940.0181818,32643667237.01818,0.0,0.00019161130957527522,0.00016853724917913963,575720998.474359,29616493618.92307,0.0,0.00016014344162537352,0.0001684869377398841,568873275.1238095,40084903446.59999,0.0,0.00015345264141754426
mnist,val,wres,20,145,a1,0.0,0.0,340,2.11875,29858.0,210.2676056338028,142,18,0.1125,253762.0,1409.7888888888888,180,10000,1.0,0.987,0.00027824143428791605,395768581.0,2133369721.3333335,0.0,0.00020136091425733684,0.00014761638775481653,287226260.5,32345334814.0,0.0,0.000104451931537618,0.00015004417572077227,419608452.57142854,27236484876.809525,0.0,0.0001356426406406714,0.0001638401736693251,515934283.75,22953031845.250004,0.0,0.00014441941824251792,0.00019785076898740805,417553065.6909091,26015722028.072727,0.0,0.0001904855481050363,0.00017635432605831586,404468279.9358975,28098588914.102566,0.0,0.00016509855103142502,0.00015595021363382907,758417317.9238096,27324407978.828575,0.0,0.00014406452720304406
mnist,val,wres,20,170,a1,0.0,0.0,291,2.1323529411764706,22487.0,192.1965811965812,117,19,0.1397058823529411,223055.0,1439.0645161290322,155,10000,0.9999666666666668,0.9862,0.00024858062755780263,65950070.33333333,11303184225.333334,0.0,0.00011832056832520461,0.00020251828363055698,549829287.7,18878929522.800003,0.0,0.0001771420112406984,0.0001575496914014308,507871715.5714286,26996058806.80952,0.0,0.0001345176094083861,0.00012133229585877046,413909974.6111111,20879428024.11111,0.0,0.00010941446381169609,0.00014043194553067716,484551434.4909091,18491312301.963634,0.0,0.00011908873657215059,0.0001773588680815933,605340666.397436,22917519856.25641,0.0,0.00016642941433759784,0.0001525874418482803,556773228.7809523,27998539095.238094,0.0,0.00014401692244519863
mnist,val,wres,20,196,a1,0.0,0.0,262,2.0551181102362204,37815.0,320.46610169491527,118,9,0.0708661417322834,186555.0,1381.888888888889,135,10000,1.0,0.9856,6.277470267917901e-05,911508240.3333333,35104198462.333336,0.0,0.00010988108901425178,0.00021517985914888004,584228083.7,17820780806.5,0.0,0.0001695242562088371,0.00014911213274749726,503140765.3333333,13112270206.476189,0.0,0.00012836281326446397,0.00013429671782164745,508906876.61111104,20279974231.52778,0.0,0.00010848131989012245,0.00011136420514847901,674055548.8181818,17359381087.054543,0.0,9.647678273853114e-05,0.0001208084040094157,648162115.474359,17899740315.743587,0.0,0.0001045337641961953,0.00015592444456571973,798959076.2666667,21671890282.142857,0.0,0.00014414841632269285
mnist,val,wres,20,3,a1,0.0,0.0,180,2.034090909090909,36633.0,441.3614457831325,83,5,0.0568181818181818,256052.0,2783.1739130434785,92,10000,0.97435,0.9647,0.000148563815091542,1061604140.3333333,35576177986.33333,0.0,0.00016967403844276335,8.996124781120624e-05,589307474.3000001,18241012925.300003,0.0,8.706308349958241e-05,0.00016399245240505074,491190171.90476197,12191334478.952383,0.0,0.00012451720786975357,0.0001290722062518938,780297373.7777777,11289836921.527779,0.0,0.00010749411269488267,0.00010968916927817873,717994141.290909,18342013986.8,0.0,9.051151072402111e-05,9.671218258080149e-05,864896131.2435898,15972150178.74359,0.0,8.15201538963859e-05,0.00010638177435124824,914383756.1714286,17035620440.409521,0.0,9.023182920406638e-05
