Simplification Threshold,Feature ID,Loss Start,Loss End,Feature Type,Persistence,Volume,Homogeneity,Majority Class,Major Class Size,Majority Class Coverage
1e-06,0,-0.0,0.20512113571166993,minima-saddle,1.1920922133867862e-06,427,1.0,4,427,0.0626
1e-06,1,1.311301275563892e-06,0.2051224470129455,minima-saddle,1.7881354779092362e-06,2,1.0,7,2,0.0003
1e-06,2,4.410734163684538e-06,0.2051255464458336,minima-saddle,3.4570480238471646e-06,2,1.0,1,2,0.0003
1e-06,3,1.4305104514278355e-06,0.20512256622212136,saddle-saddle,8.344635489265784e-07,232,1.0,4,232,0.034
1e-06,4,7.033323527139146e-06,0.20512816903519707,saddle-saddle,0.0,5,1.0,0,5,0.0007
1e-06,5,-0.0,0.20512113571166993,minima-saddle,1.490105023549404e-05,1298,1.0,5,1298,0.2056
1e-06,6,1.5258672647178173e-05,0.2051363943843171,minima-saddle,5.245114152785391e-06,1,1.0,1,1,0.0001
1e-06,7,8.344646857949556e-07,0.20512197017635572,minima-saddle,1.0728821280281409e-06,3,1.0,0,3,0.0004
1e-06,8,2.145764938177308e-06,0.2051232814766081,saddle-saddle,0.0,0,0.0,9,0,0.0
1e-06,9,4.0531076592742465e-06,0.2051251888193292,saddle-saddle,8.344613888766617e-07,41,1.0,7,41,0.0056
1e-06,10,2.264974000354414e-06,0.20512340068567028,minima-saddle,1.4305071545095416e-06,1,1.0,4,1,0.0001
1e-06,11,1.8715683836489916e-05,0.20513985139550642,saddle-saddle,8.344486559508368e-07,25,1.0,1,25,0.0032
1e-06,12,5.125986263010418e-06,0.20512626169793294,minima-saddle,3.3378378248016816e-06,1,1.0,2,1,0.0001
1e-06,13,1.6689286894688848e-06,0.2051228046403594,minima-saddle,2.6225966394122224e-06,1,1.0,4,1,0.0001
1e-06,14,6.9141146923357155e-06,0.20512804982636226,minima-saddle,1.2636017345357686e-05,1,1.0,1,1,0.0001
1e-06,15,1.4662635294371285e-05,0.2051357983469643,minima-saddle,4.053048542118631e-06,1,1.0,1,1,0.0001
1e-06,16,-0.0,0.20512113571166993,minima-saddle,3.2186455882765586e-06,991,1.0,3,991,0.1388
1e-06,17,4.768370445162873e-07,0.20512161254871444,minima-saddle,1.9073460180152324e-06,1,1.0,2,1,0.0001
1e-06,18,5.960462772236497e-07,0.20512173175794715,minima-saddle,1.9073456769547192e-06,4,1.0,4,4,0.0006
1e-06,19,9.536738616588991e-07,0.2051220893855316,minima-saddle,4.8875640459300485e-06,1,1.0,6,1,0.0001
1e-06,20,5.8412379075889476e-06,0.20512697694957752,minima-saddle,1.4662548892374616e-05,1,1.0,1,1,0.0001
1e-06,21,-0.0,0.20512113571166993,minima-saddle,2.3483953555114567e-05,1398,1.0,5,1398,0.2214
1e-06,22,4.768370445162873e-07,0.20512161254871444,minima-saddle,1.3113007071297034e-06,4,1.0,2,4,0.0006
1e-06,23,2.4199192921514623e-05,0.20514533490459144,minima-saddle,9.89408181339968e-06,1,1.0,1,1,0.0001
1e-06,24,3.576278118089249e-07,0.20512149333948174,minima-saddle,1.9073461317020701e-06,1,1.0,4,1,0.0001
1e-06,25,3.6954811548639555e-06,0.2051248311928248,minima-saddle,3.0994251574156806e-06,1,1.0,7,1,0.0001
1e-06,26,3.123234637314454e-05,0.20515236805804307,saddle-saddle,0.0,2,1.0,1,2,0.0003
1e-06,27,4.2437604861333966e-05,0.20516357331653126,saddle-saddle,1.3112476153764874e-06,54,1.0,1,54,0.0069
1e-06,28,1.168244216387393e-05,0.2051328181538338,minima-saddle,1.549701664771419e-06,1,1.0,0,1,0.0001
1e-06,29,-0.0,0.20512113571166993,minima-saddle,4.172316494077677e-06,649,1.0,6,649,0.0944
1e-06,30,6.318072337307967e-06,0.20512745378400724,saddle-saddle,0.0,10,1.0,0,10,0.0014
1e-06,31,4.768370445162873e-07,0.20512161254871444,minima-saddle,1.6689278936610208e-06,26,1.0,0,26,0.0038
1e-06,32,2.002696055569686e-05,0.20514116267222562,saddle-saddle,0.0,18,0.2222222238779068,2,4,0.0006
1e-06,33,1.5497195136049413e-06,0.20512268543118353,saddle-saddle,4.7683636239526095e-07,154,1.0,9,154,0.0221
1e-06,34,1.9073468138230965e-06,0.20512304305848375,minima-saddle,5.245185093372129e-06,5,1.0,1,5,0.0006
1e-06,35,5.960462772236497e-07,0.20512173175794715,minima-saddle,1.7881368421512889e-06,1,1.0,7,1,0.0001
1e-06,36,1.847726889536716e-05,0.2051396129805653,minima-saddle,1.5496916603296995e-06,1,1.0,1,1,0.0001
1e-06,37,3.6954811548639555e-06,0.2051248311928248,saddle-saddle,1.1920883480343036e-07,6,1.0,7,6,0.0008
1e-06,38,3.683499380713329e-05,0.20515797070547706,saddle-saddle,8.344322850462049e-07,32,1.0,1,32,0.0041
1e-06,39,2.002696055569686e-05,0.20514116267222562,saddle-saddle,1.1920674296561629e-06,9,1.0,1,9,0.0011
1e-06,40,1.5139465176616795e-05,0.20513627517684654,minima-saddle,1.788110239431262e-06,1,1.0,0,1,0.0001
1e-06,41,-0.0,0.20512113571166993,minima-saddle,1.5497195136049413e-06,257,1.0,9,257,0.0369
1e-06,42,2.9802276912960224e-06,0.20512411593936122,minima-saddle,1.0728799679782242e-06,1,1.0,7,1,0.0001
1e-06,43,-0.0,0.20512113571166993,minima-saddle,2.0265558760002023e-06,1102,1.0,8,1102,0.1615
1e-06,44,8.702239938429557e-06,0.20512983795160836,saddle-saddle,1.1920838005607948e-07,0,0.0,5,0,0.0
1e-06,45,1.1920922133867862e-06,0.20512232780388331,saddle-saddle,2.0265533748897724e-06,352,1.0,3,352,0.0493
1e-06,46,3.3378044463461265e-05,0.2051545137561334,saddle-saddle,4.7681896830908954e-07,24,1.0,1,24,0.003
1e-06,47,1.8596476365928538e-05,0.20513973218803586,saddle-saddle,0.0,0,0.0,6,0,0.0
1e-06,48,1.3470558769768104e-05,0.2051346062704397,minima-saddle,5.125917596160434e-06,1,1.0,1,1,0.0001
1e-06,49,4.887569048150908e-06,0.20512602328071808,saddle-saddle,1.1920838005607948e-07,15,1.0,7,15,0.0021
1e-06,50,4.6491513785440475e-06,0.20512578486304847,saddle-saddle,3.576260496629402e-07,31,1.0,0,31,0.0045
1e-06,51,7.390948667307384e-06,0.20512852666033723,minima-saddle,7.1524791565025225e-06,4,1.0,1,4,0.0005
1e-06,52,3.2186455882765586e-06,0.2051243543572582,saddle-saddle,4.768355665873969e-07,125,1.0,4,125,0.0183
1e-06,53,1.7881377516459906e-06,0.20512292384942157,minima-saddle,5.245186002866831e-06,1,1.0,0,1,0.0001
1e-06,54,-0.0,0.20512113571166993,minima-saddle,1.4305104514278355e-06,11,1.0,7,11,0.0015
1e-06,55,3.2186455882765586e-06,0.2051243543572582,minima-saddle,2.384175104452879e-06,2,1.0,7,2,0.0003
1e-06,56,2.0146166207268834e-05,0.2051412818778772,saddle-saddle,3.337787347845733e-06,794,0.19647355377674103,9,156,0.0224
1e-06,57,3.6954811548639555e-06,0.2051248311928248,saddle-saddle,5.960441740171518e-07,136,1.0,4,136,0.0199
1e-06,58,3.814689989667386e-06,0.2051249504016596,minima-saddle,1.9073395378654823e-06,1,1.0,0,1,0.0001
1e-06,59,4.887569048150908e-06,0.20512602328071808,minima-saddle,2.1457544789882377e-06,1,1.0,7,1,0.0001
1e-06,60,2.50339189733495e-06,0.20512363910356726,saddle-saddle,1.1920906217710581e-07,30,1.0,2,30,0.0043
1e-06,61,3.576214658096433e-05,0.2051568978582509,saddle-saddle,1.0728472261689603e-06,54,1.0,1,54,0.0069
1e-06,62,1.4305104514278355e-06,0.20512256622212136,minima-saddle,2.7418059289630037e-06,1,1.0,6,1,0.0001
1e-06,63,4.172316494077677e-06,0.205125308028164,saddle-saddle,0.0,4,1.0,0,4,0.0006
1e-06,64,8.940656698541716e-06,0.20513007636836847,minima-saddle,4.4106946006650105e-06,1,1.0,1,1,0.0001
1e-06,65,2.3841830625315197e-06,0.20512351989473246,minima-saddle,2.264968316012528e-06,1,1.0,0,1,0.0001
1e-06,66,7.629365427419543e-06,0.20512876507709735,saddle-saddle,9.536670404486358e-07,2,1.0,1,2,0.0003
1e-06,67,3.2186455882765586e-06,0.2051243543572582,saddle-saddle,1.1682404874591157e-05,1366,1.0,3,1366,0.1913
1e-06,68,-0.0,0.20512113571166993,minima-saddle,1.311301275563892e-06,538,1.0,2,538,0.077
1e-06,69,7.033323527139146e-06,0.20512816903519707,saddle-saddle,1.1920838005607948e-07,0,0.0,8,0,0.0
1e-06,70,1.3708974620385561e-05,0.2051348446862903,minima-saddle,7.510053364967462e-06,2,1.0,1,2,0.0003
1e-06,71,3.576272320060525e-06,0.20512471198399,saddle-saddle,1.1920883480343036e-07,8,1.0,7,8,0.0011
1e-06,72,2.7418097943154862e-06,0.20512387752146424,minima-saddle,5.006763785786461e-06,1,1.0,7,1,0.0001
1e-06,73,4.172316494077677e-06,0.205125308028164,minima-saddle,2.861007033061469e-06,2,1.0,1,2,0.0003
1e-06,74,1.0728830375228426e-06,0.20512220859470745,minima-saddle,2.0265538296371233e-06,1,1.0,7,1,0.0001
1e-06,75,1.1444026313256472e-05,0.20513257973798318,minima-saddle,7.510070645366795e-06,1,1.0,1,1,0.0001
1e-06,76,1.8358061424805783e-05,0.20513949377309473,saddle-saddle,1.6688991308910772e-06,36,1.0,7,36,0.0049
1e-06,77,-0.0,0.20512113571166993,minima-saddle,2.3841830625315197e-06,434,1.0,6,434,0.0631
1e-06,78,1.6689160474925302e-05,0.20513782487214485,minima-saddle,6.437174306483939e-06,1,1.0,0,1,0.0001
1e-06,79,8.702239938429557e-06,0.20512983795160836,saddle-saddle,1.1920838005607948e-07,12,1.0,0,12,0.0017
1e-06,80,1.6689286894688848e-06,0.2051228046403594,minima-saddle,2.503387804608792e-06,1,1.0,0,1,0.0001
1e-06,81,1.3470558769768104e-05,0.2051346062704397,minima-saddle,8.582916052546352e-06,6,1.0,1,6,0.0008
1e-06,82,8.821448318485636e-06,0.2051299571599884,minima-saddle,4.52990298072109e-06,3,1.0,1,3,0.0004
1e-06,83,4.6491513785440475e-06,0.20512578486304847,minima-saddle,1.7761944036465138e-05,2,1.0,1,2,0.0003
1e-06,84,9.179073458653875e-06,0.20513031478512858,saddle-saddle,8.344568414031528e-07,52,1.0,0,52,0.0075
1e-06,85,1.1920922133867862e-06,0.20512232780388331,saddle-saddle,2.3841823804104934e-07,114,1.0,4,114,0.0167
1e-06,86,1.5497195136049413e-06,0.20512268543118353,minima-saddle,1.0728814459071145e-06,1,1.0,0,1,0.0001
1e-06,87,5.245195097813848e-06,0.20512638090676774,saddle-saddle,3.576255949155893e-07,18,1.0,7,18,0.0025
1e-06,88,1.728519782773219e-05,0.20513842090949766,minima-saddle,1.0728635970735922e-06,1,1.0,1,1,0.0001
1e-06,89,8.821448318485636e-06,0.2051299571599884,saddle-saddle,5.245148713584058e-06,10,1.0,1,10,0.0013
1e-06,90,3.814689989667386e-06,0.2051249504016596,saddle-saddle,1.1920883480343036e-07,1,1.0,0,1,0.0001
1e-06,91,3.576278118089249e-07,0.20512149333948174,minima-saddle,1.0728826964623295e-06,11,1.0,7,11,0.0015
1e-06,92,8.821448318485636e-06,0.2051299571599884,saddle-saddle,7.152493708417751e-07,2,1.0,1,2,0.0003
1e-06,93,4.768370445162873e-07,0.20512161254871444,minima-saddle,1.6689278936610208e-06,2,1.0,0,2,0.0003
1e-06,94,2.539125671319198e-05,0.20514652696838312,saddle-saddle,4.768244252773002e-07,137,0.18248175084590912,7,25,0.0034
1e-06,95,7.152531907195225e-06,0.20512828824357712,saddle-saddle,1.5497080312343314e-06,7,1.0,1,7,0.0009
1e-06,96,-0.0,0.20512113571166993,minima-saddle,1.1920922133867862e-06,22,1.0,0,22,0.0032
1e-06,97,1.3351351299206726e-05,0.20513448706296913,saddle-saddle,0.0,0,0.0,6,0,0.0
1e-06,98,1.7881377516459906e-06,0.20512292384942157,minima-saddle,1.0728811048466014e-06,1,1.0,7,1,0.0001
1e-06,99,2.9802276912960224e-06,0.20512411593936122,saddle-saddle,0.0,0,0.0,3,0,0.0
1e-06,100,1.1920858014491387e-05,0.20513305656968442,minima-saddle,1.0847856174223125e-05,2,1.0,1,2,0.0003
1e-06,101,5.960446742392378e-06,0.20512709615841232,saddle-saddle,9.298226359533146e-06,366,1.0,6,366,0.0532
1e-06,102,2.3841830625315197e-06,0.20512351989473246,saddle-saddle,2.3841789698053617e-07,10,1.0,7,10,0.0014
1e-06,103,1.4305104514278355e-06,0.20512256622212136,minima-saddle,1.6689263020452927e-06,1,1.0,0,1,0.0001
1e-06,104,2.861018856492592e-06,0.20512399673052642,minima-saddle,6.794887212890899e-06,6,1.0,1,6,0.0008
1e-06,105,4.768370445162873e-07,0.20512161254871444,minima-saddle,1.3113007071297034e-06,3,1.0,0,3,0.0004
1e-06,106,1.7404405298293568e-05,0.20513854011696822,saddle-saddle,3.5762059269472957e-07,5,1.0,1,5,0.0006
