Simplification Threshold,Feature ID,Loss Start,Loss End,Feature Type,Persistence,Volume,Homogeneity,Majority Class,Major Class Size,Majority Class Coverage
1e-06,0,5.960462772236497e-07,0.21869671344740027,minima-saddle,1.3113005934428656e-06,1,1.0,0,1,0.0001
1e-06,1,8.344646857949556e-07,0.21869695186580884,minima-saddle,1.9073451085205306e-06,1,1.0,7,1,0.0001
1e-06,2,-0.0,0.21869611740112305,minima-saddle,7.510157047363464e-06,1332,1.0,3,1332,0.1865
1e-06,3,1.7881377516459906e-06,0.2186979055388747,saddle-saddle,0.0,1,1.0,7,1,0.0001
1e-06,4,2.861018856492592e-06,0.21869897841997954,saddle-saddle,0.0,8,1.0,7,8,0.0011
1e-06,5,6.9141146923357155e-06,0.21870303151581538,minima-saddle,1.4781740901526064e-05,1,1.0,1,1,0.0001
1e-06,6,4.887569048150908e-06,0.2187010049701712,minima-saddle,8.702197192178573e-06,3,1.0,1,3,0.0004
1e-06,7,2.3841830625315197e-06,0.21869850158418558,minima-saddle,1.2755282114085276e-05,1,1.0,0,1,0.0001
1e-06,8,2.0265558760002023e-06,0.21869814395699905,saddle-saddle,0.0,17,1.0,4,17,0.0025
1e-06,9,-0.0,0.21869611740112305,minima-saddle,2.622600959512056e-06,1280,1.0,8,1280,0.1875
1e-06,10,2.3841855067985307e-07,0.21869635581967373,minima-saddle,1.5497191725444281e-06,1,1.0,2,1,0.0001
1e-06,11,3.3378546504536644e-06,0.2186994552557735,minima-saddle,7.748547432129271e-06,2,1.0,1,2,0.0003
1e-06,12,-0.0,0.21869611740112305,minima-saddle,1.5497195136049413e-06,243,1.0,6,243,0.0353
1e-06,13,-0.0,0.21869611740112305,minima-saddle,4.410734163684538e-06,862,1.0,5,862,0.1365
1e-06,14,1.1920928244535389e-07,0.2186962366104055,minima-saddle,1.3113011618770543e-06,1,1.0,7,1,0.0001
1e-06,15,9.536697689327411e-06,0.21870565409881237,minima-saddle,8.225328201660886e-06,1,1.0,1,1,0.0001
1e-06,16,4.0531076592742465e-06,0.21870017050878232,saddle-saddle,0.0,0,0.0,5,0,0.0
1e-06,17,1.883488948806189e-05,0.2187149522906111,minima-saddle,1.8000104319071397e-05,1,1.0,1,1,0.0001
1e-06,18,7.152555099310121e-07,0.21869683265663298,minima-saddle,2.861016810129513e-06,2,1.0,1,2,0.0003
1e-06,19,4.291525328881107e-06,0.21870040892645193,minima-saddle,2.9802149583701976e-06,1,1.0,1,1,0.0001
1e-06,20,2.5987286790041253e-05,0.2187221046879131,saddle-saddle,3.57618773705326e-07,12,1.0,1,12,0.0015
1e-06,21,1.0490362910786644e-05,0.21870660776403383,minima-saddle,4.053064913023263e-06,2,1.0,1,2,0.0003
1e-06,22,2.3841830625315197e-06,0.21869850158418558,minima-saddle,3.457054845057428e-06,1,1.0,6,1,0.0001
1e-06,23,7.271740287251305e-06,0.2187033891414103,saddle-saddle,5.960419002803974e-07,4,1.0,1,4,0.0005
1e-06,24,9.775113539944869e-06,0.218705892514663,saddle-saddle,3.5762514016823843e-07,6,1.0,1,6,0.0008
1e-06,25,-0.0,0.21869611740112305,minima-saddle,1.5497195136049413e-06,725,1.0,9,725,0.1042
1e-06,26,3.075552376685664e-05,0.2187268729248899,saddle-saddle,0.0,0,0.0,0,0,0.0
1e-06,27,1.4066597032069694e-05,0.21871018399815512,saddle-saddle,1.3112830856698565e-06,1,1.0,1,1,0.0001
1e-06,28,9.059865078597795e-06,0.21870517726620164,minima-saddle,5.006731953471899e-06,1,1.0,1,1,0.0001
1e-06,29,2.3841574147809297e-05,0.21871995897527086,saddle-saddle,1.78809386852663e-06,314,0.23566879332065582,4,74,0.0108
1e-06,30,-0.0,0.21869611740112305,minima-saddle,7.867782187531702e-06,1130,1.0,5,1130,0.179
1e-06,31,3.6954811548639555e-06,0.2186998128822779,saddle-saddle,1.3112962733430322e-06,8,1.0,1,8,0.001
1e-06,32,3.635817120084539e-05,0.2187324755723239,minima-saddle,4.529778379946947e-06,1,1.0,1,1,0.0001
1e-06,33,6.318072337307967e-06,0.21870243547346035,minima-saddle,1.9073349903919734e-06,1,1.0,0,1,0.0001
1e-06,34,-0.0,0.21869611740112305,minima-saddle,1.6689286894688848e-06,692,1.0,2,692,0.099
1e-06,35,2.9444261599564925e-05,0.2187255616627226,saddle-saddle,1.3112621672917157e-06,49,1.0,1,49,0.0062
1e-06,36,2.0265558760002023e-06,0.21869814395699905,minima-saddle,3.3378476018697256e-06,1,1.0,0,1,0.0001
1e-06,37,2.0146166207268834e-05,0.21871626356733032,minima-saddle,4.291439836379141e-06,2,1.0,1,2,0.0003
1e-06,38,-0.0,0.21869611740112305,minima-saddle,1.0728830375228426e-06,504,1.0,4,504,0.0739
1e-06,39,3.814624506048858e-05,0.21873426364618354,minima-saddle,4.291359800845385e-06,2,1.0,1,2,0.0003
1e-06,40,3.4570634852570947e-06,0.2186995744646083,saddle-saddle,2.384174422331853e-06,164,1.0,6,164,0.0239
1e-06,41,1.6689286894688848e-06,0.21869778632981252,saddle-saddle,0.0,8,1.0,2,8,0.0011
1e-06,42,4.768370445162873e-07,0.21869659423816756,minima-saddle,2.741808657447109e-06,3,1.0,7,3,0.0004
1e-06,43,7.867782187531702e-06,0.21870398518331058,saddle-saddle,6.31802231509937e-06,201,1.0,5,201,0.0318
1e-06,44,3.576278118089249e-07,0.21869647502893486,minima-saddle,1.1920917586394353e-06,2,1.0,9,2,0.0003
1e-06,45,5.8412379075889476e-06,0.21870195863903064,saddle-saddle,0.0,8,1.0,6,8,0.0012
1e-06,46,1.1801649634435307e-05,0.21870791905075748,saddle-saddle,2.264947397634387e-06,72,1.0,6,72,0.0105
1e-06,47,1.1324817933200393e-05,0.21870744221905625,minima-saddle,2.503364157746546e-06,1,1.0,8,1,0.0001
1e-06,48,9.298280929215252e-06,0.21870541568205226,saddle-saddle,1.4304978321888484e-06,2,1.0,1,2,0.0003
1e-06,49,4.887569048150908e-06,0.2187010049701712,minima-saddle,1.0728776942414697e-06,1,1.0,1,1,0.0001
1e-06,50,3.576272320060525e-06,0.2186996936734431,saddle-saddle,1.1920883480343036e-07,0,0.0,4,0,0.0
