,Simplification Threshold,Count
0,0,18
1,0,17
2,1.1920201359316707e-7,16
3,1.1920201359316707e-7,15
4,0.0000013112148735672235,14
5,0.0000014304023352451622,13
6,0.000002264823706354946,12
7,0.000003337459929753095,11
8,0.00001071923179551959,10
9,0.000026085239369422197,9
10,0.027969500049948692,8
11,0.03931747004389763,7
12,0.0427025631070137,6
13,0.04343855381011963,5
14,0.04762126877903938,4
15,0.053760990500450134,3
16,0.057975370436906815,2
17,0.15005211532115936,1
