,Simplification Threshold,Count
285,5.960461066933931e-7,82
286,5.960462203802308e-7,81
287,5.960462203802308e-7,80
288,5.960462203802308e-7,79
289,5.960462772236497e-7,78
290,7.152475518523715e-7,77
291,7.152475518523715e-7,76
292,7.152484613470733e-7,75
293,7.152484613470733e-7,74
294,7.152536909416085e-7,73
295,7.152549414968234e-7,72
296,7.152553962441743e-7,71
297,9.536720426694956e-7,70
298,9.536729521641973e-7,69
299,0.000001072876784746768,68
300,0.0000010728801953518996,67
301,0.000001072882469088654,66
302,0.000001192074705613777,65
303,0.0000011920765246031806,64
304,0.0000011920801625819877,63
305,0.0000011920851648028474,62
306,0.0000013113001386955148,61
307,0.000001430495103704743,60
308,0.000001430509428246296,59
309,0.0000015497125787078403,58
310,0.0000015497168988076737,57
311,0.0000016689234598743496,56
312,0.0000017880993254948407,55
313,0.000001788110239431262,54
314,0.0000019073422663495876,53
315,0.0000019073468138230965,52
316,0.0000020265215425752103,51
317,0.000002145754024240887,50
318,0.0000021457610728248255,49
319,0.000002145764938177308,48
320,0.0000023841726033424493,47
321,0.0000023841787424316863,46
322,0.000002622581632749643,45
323,0.0000028610047593247145,44
324,0.000002861007033061469,43
325,0.0000028610165827558376,42
326,0.0000030994219741842244,41
327,0.0000030994312965049176,40
328,0.000003337843281769892,39
329,0.0000035762186598731205,38
330,0.000003695450686791446,37
331,0.000003814644514932297,36
332,0.000003933819243684411,35
333,0.000004053064913023263,34
334,0.0000040530840124120004,33
335,0.000004172276021563448,32
336,0.000004291443474357948,31
337,0.000004291518052923493,30
338,0.000004410688234202098,29
339,0.000004410716428537853,28
340,0.000004649140464607626,27
341,0.000004768331109517021,26
342,0.000005006615538150072,25
343,0.00000512596670887433,24
344,0.000005364391654438805,23
345,0.000005722018613596447,22
346,0.000005841206984769087,21
347,0.000005960374437563587,20
348,0.000005960400812909938,19
349,0.0000061988571360416245,18
350,0.000006318041414488107,17
351,0.000007152494617912453,16
352,0.000007152520538511453,15
353,0.000007867618478485383,14
354,0.000007867733074817806,13
355,0.000007867774002079386,12
356,0.000008106169843813404,11
357,0.000009298219083575532,10
358,0.0014243705663830042,9
359,0.002978058299049735,8
360,0.0039384192787110806,7
361,0.00405311631038785,6
362,0.0048837424255907536,5
363,0.005835401825606823,4
364,0.006017662119120359,3
365,0.006467838305979967,2
366,0.008058056235313416,1
