dataset,split,model,epoch,layer,tensor_path,k_neighbors,num_points,num_classes,intra_class_mean_distance,inter_class_mean_distance,intra_inter_distance_ratio,centroid_mean_separation,centroid_min_separation,centroid_mean_correlation,neighborhood_purity,knn_accuracy,train_acc,val_acc
mnist,val,resnet,130,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e130.pt,5,10000,10,,,,28.57850495315178,25.546646551716567,-0.0922467723488192,,,0.99995,0.9795
mnist,val,resnet,163,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e163.pt,5,10000,10,,,,28.76413394376305,25.75254850563496,-0.092487328866861,,,0.9999833333333333,0.9803
mnist,val,resnet,196,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e196.pt,5,10000,10,,,,29.072842635481752,26.218493039902075,-0.0949588876379693,,,1.0,0.9802
mnist,val,resnet,48,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e48.pt,5,10000,10,,,,27.57904991302427,24.00355199896847,-0.0872028337606901,,,0.9968666666666667,0.9779
mnist,val,resnet,80,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e80.pt,5,10000,10,,,,27.84585384952468,24.37079129286473,-0.0904221399751912,,,0.9990833333333333,0.9777
cifar,train,densenet,112,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e112.pt,5,50000,10,,,,7.018403062664034,5.37593632394947,-0.0878333245448518,,,0.98932,0.8511
cifar,train,densenet,145,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e145.pt,5,50000,10,,,,7.399892600573013,7.040889537071254,-0.0930096017892564,,,0.99992,0.8738
cifar,train,densenet,178,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e178.pt,5,50000,10,,,,6.039698631317412,4.205976823614814,-0.0495373802658498,,,0.96674,0.8425
cifar,train,densenet,3,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e3.pt,5,50000,10,,,,13.581232003089276,3.1837518437930843,-0.0697863770412878,,,0.61074,0.5877
cifar,train,densenet,62,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e62.pt,5,50000,10,,,,9.063455491330425,6.81009803578508,-0.0982352402355087,,,0.9943,0.8471
cifar,train,densenet,95,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e95.pt,5,50000,10,,,,7.032367584766789,4.517534301958351,-0.0840726896243585,,,0.97096,0.8431
cifar,trainUval,densenet,126,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e126.pt,5,60000,10,,,,7.115603314561428,6.318791497885989,-0.0900821175956794,,,0.9986,0.8715
cifar,trainUval,densenet,159,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e159.pt,5,60000,10,,,,6.069588978732136,3.7227255445646055,-0.0581431022125602,,,0.95474,0.837
cifar,trainUval,densenet,191,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e191.pt,5,60000,10,,,,6.071020715007315,4.493361425137262,-0.0381339687837682,,,0.975,0.8445
cifar,trainUval,densenet,43,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e43.pt,5,60000,10,,,,9.327053700027133,5.279029752174492,-0.0743544950610683,,,0.9147,0.8148
cifar,trainUval,densenet,76,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e76.pt,5,60000,10,,,,7.874707754117503,4.198453366252174,-0.0635844920879542,,,0.93106,0.8272
cifar,val,densenet,107,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e107.pt,5,10000,10,,,,6.219868183895372,3.662570376633822,-0.0763184800051453,,,0.98446,0.847
cifar,val,densenet,14,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e14.pt,5,10000,10,,,,12.75999243217357,4.852130138429596,-0.0697814268858955,,,0.7859,0.7404
cifar,val,densenet,172,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e172.pt,5,10000,10,,,,5.584794552871795,3.127167699865179,-0.0381088497867211,,,0.9656,0.8432
cifar,val,densenet,24,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e24.pt,5,10000,10,,,,10.57013846098199,4.941766373872883,-0.080989979347352,,,0.90872,0.8084
cifar,val,densenet,57,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e57.pt,5,10000,10,,,,8.01305841065751,4.439416783104056,-0.0900704545906882,,,0.98502,0.8416
cifar,val,densenet,9,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e9.pt,5,10000,10,,,,12.553986865798464,4.326485509603456,-0.0802271474125938,,,0.79738,0.7418
mnist,train,densenet,120,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e120.pt,5,60000,10,,,,18.980512961642265,16.6803165339686,-0.0974855789147336,,,0.9991833333333333,0.9718
mnist,train,densenet,153,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e153.pt,5,60000,10,,,,19.02757958540099,16.66357814067255,-0.0975803222698799,,,0.99945,0.9731
mnist,train,densenet,186,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e186.pt,5,60000,10,,,,19.270523190501024,17.158262274243373,-0.0989097401018766,,,0.9999166666666667,0.9721
mnist,train,densenet,38,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e38.pt,5,60000,10,,,,18.272461711472072,14.563757634630068,-0.0948490173086621,,,0.9772,0.9627
mnist,train,densenet,70,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e70.pt,5,60000,10,,,,18.588411786221634,15.591361706355654,-0.0953639080465731,,,0.9893666666666666,0.9677
mnist,trainUval,densenet,101,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e101.pt,5,70000,10,,,,19.045483429429236,16.209906713505653,-0.0965139030764324,,,0.99825,0.971
mnist,trainUval,densenet,134,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e134.pt,5,70000,10,,,,18.998354662392327,16.50188956018734,-0.0981129129107604,,,0.9993,0.9712
mnist,trainUval,densenet,167,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e167.pt,5,70000,10,,,,19.19728996405855,16.556386662647657,-0.0982580669544813,,,0.9998166666666667,0.972
mnist,trainUval,densenet,2,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e2.pt,5,70000,10,,,,10.274777834225445,4.844870775129573,-0.0447827771955005,,,0.77425,0.7716
mnist,trainUval,densenet,51,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e51.pt,5,70000,10,,,,18.54974818739135,15.214219090274792,-0.0950466407099235,,,0.98665,0.9665
mnist,trainUval,densenet,84,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e84.pt,5,70000,10,,,,18.830331458627278,15.89077783683621,-0.0967496435200354,,,0.9950166666666667,0.9706
mnist,val,densenet,115,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e115.pt,5,10000,10,,,,18.846820184782096,16.273913229983815,-0.0967961217377782,,,0.9990333333333333,0.9717
mnist,val,densenet,148,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e148.pt,5,10000,10,,,,19.021542656624707,16.259466402548075,-0.0972718077175446,,,0.9993333333333333,0.9722
mnist,val,densenet,180,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e180.pt,5,10000,10,,,,19.08758081126633,16.822612665182607,-0.0981328026659773,,,0.9999,0.9728
mnist,val,densenet,32,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e32.pt,5,10000,10,,,,17.953689331080906,14.090407932987937,-0.0959571650559027,,,0.9686166666666667,0.958
mnist,val,densenet,65,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e65.pt,5,10000,10,,,,18.64939418408072,15.303030888299762,-0.0954483029023929,,,0.9893,0.9673
mnist,val,densenet,98,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e98.pt,5,10000,10,,,,18.919554516667727,16.166235106740146,-0.0969298098679258,,,0.9978833333333333,0.9709
cifar,train,resnet,129,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e129.pt,5,50000,10,,,,10.454243265208426,8.358027112903882,-0.0988676355151182,,,0.99806,0.857
cifar,train,resnet,161,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e161.pt,5,50000,10,,,,8.100032180800083,4.872044131588927,-0.0854607346556476,,,0.94256,0.829
cifar,train,resnet,194,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e194.pt,5,50000,10,,,,7.568399319744826,5.184996400997709,-0.0805910066071178,,,0.97408,0.8458
cifar,train,resnet,46,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e46.pt,5,50000,10,,,,12.188473733322182,5.634530665245882,-0.0705774495399457,,,0.91028,0.8139
cifar,train,resnet,79,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e79.pt,5,50000,10,,,,11.02789868062901,4.997347007004182,-0.0704373535360887,,,0.91346,0.8118
cifar,trainUval,resnet,11,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e11.pt,5,60000,10,,,,14.170702290058706,4.003266625961242,-0.0047381500637496,,,0.74326,0.709
cifar,trainUval,resnet,142,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e142.pt,5,60000,10,,,,10.295102047771582,8.314576816717395,-0.0995954076707024,,,0.99974,0.8637
cifar,trainUval,resnet,175,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e175.pt,5,60000,10,,,,7.793237592310261,5.189832970811768,-0.0791170320933039,,,0.95466,0.8308
cifar,trainUval,resnet,27,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e27.pt,5,60000,10,,,,14.65385229960006,5.7812528635700415,-0.0698264338919088,,,0.91528,0.8261
cifar,trainUval,resnet,6,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e6.pt,5,60000,10,,,,13.413601903081265,3.779225175970719,-0.0184382681209578,,,0.74282,0.7149
cifar,trainUval,resnet,92,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e92.pt,5,60000,10,,,,10.31028714099758,5.95030091894856,-0.077593158027853,,,0.9391,0.8209
cifar,val,resnet,123,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e123.pt,5,10000,10,,,,8.980736286266376,5.077690170736775,-0.0901514236425171,,,0.9941,0.8537
cifar,val,resnet,156,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e156.pt,5,10000,10,,,,7.630271402476096,3.692245722067192,-0.072402029627434,,,0.9271,0.8138
cifar,val,resnet,189,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e189.pt,5,10000,10,,,,6.779581363383127,3.964526040461593,-0.0666924886426494,,,0.96836,0.841
cifar,val,resnet,40,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e40.pt,5,10000,10,,,,12.019612609536118,4.107369774006616,-0.0487064132631477,,,0.8865,0.8067
cifar,val,resnet,73,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e73.pt,5,10000,10,,,,11.02323053924392,4.36379645805502,-0.071745108136883,,,0.90622,0.8144
mnist,train,resnet,104,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e104.pt,5,60000,10,,,,28.46602642278938,25.02108886215323,-0.0923055485229017,,,0.9999,0.979
mnist,train,resnet,137,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e137.pt,5,60000,10,,,,28.83117193106657,26.03261513486677,-0.0917725375736243,,,0.9999666666666667,0.9803
mnist,train,resnet,17,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e17.pt,5,60000,10,,,,26.08159507270844,21.87961029346638,-0.0868039879960633,,,0.9810333333333333,0.9701
mnist,train,resnet,21,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e21.pt,5,60000,10,,,,26.37469189129414,22.030251472448164,-0.0873421257066348,,,0.9854333333333334,0.9708
mnist,train,resnet,54,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e54.pt,5,60000,10,,,,27.72043537054488,23.822812569084345,-0.0889203906507849,,,0.9978,0.9766
mnist,train,resnet,87,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e87.pt,5,60000,10,,,,28.215673819352883,24.774084306754133,-0.0913394947200332,,,0.9996,0.9784
mnist,trainUval,resnet,118,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e118.pt,5,70000,10,,,,28.62859831083105,25.88606035281947,-0.0922501356598522,,,0.9999166666666667,0.9799
mnist,trainUval,resnet,150,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e150.pt,5,70000,10,,,,28.755204907031345,25.739379163770675,-0.0931936721652977,,,0.9999666666666667,0.9797
mnist,trainUval,resnet,183,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e183.pt,5,70000,10,,,,29.09749610803916,26.11679734383222,-0.0931109419670858,,,1.0,0.9794
mnist,trainUval,resnet,35,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e35.pt,5,70000,10,,,,27.04409541559417,22.583110838595125,-0.0885060649404743,,,0.99125,0.9743
mnist,trainUval,resnet,68,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e68.pt,5,70000,10,,,,27.692335586067955,23.786778268570256,-0.0898613392063849,,,0.9982,0.9776
mnist,val,resnet,1,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e1.pt,5,10000,10,,,,18.46268669551004,9.186171207185533,-0.0750985028232656,,,0.8846333333333334,0.883
mnist,val,resnet,131,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e131.pt,5,10000,10,,,,28.574377350018352,25.39184522521759,-0.0917100304877398,,,0.99995,0.9795
mnist,val,resnet,164,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e164.pt,5,10000,10,,,,28.78084994395712,25.83636320417644,-0.0925832942267592,,,0.9999833333333333,0.9809
mnist,val,resnet,197,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e197.pt,5,10000,10,,,,29.170658533266494,26.24480945894684,-0.0937835820312117,,,1.0,0.9805
mnist,val,resnet,49,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e49.pt,5,10000,10,,,,27.65526622293017,23.765152222498493,-0.0878267149673483,,,0.9971833333333333,0.9764
mnist,val,resnet,81,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e81.pt,5,10000,10,,,,27.95820098556084,24.24010924866935,-0.0906346185384674,,,0.9992166666666666,0.9781
cifar,train,densenet,113,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e113.pt,5,50000,10,,,,7.031236603187366,5.547808878475099,-0.0855468461372512,,,0.9916,0.8591
cifar,train,densenet,146,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e146.pt,5,50000,10,,,,7.423903090135268,7.0875870557800935,-0.0926699041151538,,,0.99988,0.8741
cifar,train,densenet,179,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e179.pt,5,50000,10,,,,6.052947628195323,4.540037988388284,-0.0480904755498962,,,0.96226,0.8374
cifar,train,densenet,30,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e30.pt,5,50000,10,,,,11.1813050333305,5.848924683482341,-0.0906842113139715,,,0.93554,0.8197
cifar,train,densenet,63,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e63.pt,5,50000,10,,,,9.073869487180112,6.766460256767683,-0.0985332303386335,,,0.99504,0.8479
cifar,train,densenet,96,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e96.pt,5,50000,10,,,,6.9491149474238165,4.700802653063642,-0.0877718964089051,,,0.97416,0.846
cifar,trainUval,densenet,127,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e127.pt,5,60000,10,,,,7.121590608630762,6.218901218503489,-0.0903972571935846,,,0.99908,0.8709
cifar,trainUval,densenet,16,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e16.pt,5,60000,10,,,,12.184959705748192,4.60847189382932,-0.0780872256702688,,,0.82494,0.7735
cifar,trainUval,densenet,192,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e192.pt,5,60000,10,,,,5.974928013289881,4.422740894854875,-0.0313623373886926,,,0.97034,0.8451
cifar,trainUval,densenet,44,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e44.pt,5,60000,10,,,,8.943722131772859,5.034639769979264,-0.0715247514708047,,,0.91978,0.8176
cifar,trainUval,densenet,77,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e77.pt,5,60000,10,,,,7.46767172154531,4.117502024897308,-0.0803132156628615,,,0.9362,0.8172
cifar,val,densenet,108,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e108.pt,5,10000,10,,,,6.221966587316614,3.6854413538357633,-0.0732171254944329,,,0.98402,0.849
cifar,val,densenet,140,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e140.pt,5,10000,10,,,,6.3085171273642295,4.306690969406339,-0.0838638552221978,,,0.99982,0.874
cifar,val,densenet,173,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e173.pt,5,10000,10,,,,5.521380292865754,2.973468314692212,-0.0247071957732311,,,0.95934,0.8405
cifar,val,densenet,25,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e25.pt,5,10000,10,,,,10.6756070637154,4.927462895471441,-0.0887589344160157,,,0.91636,0.8159
cifar,val,densenet,58,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e58.pt,5,10000,10,,,,8.186598022109738,4.525743640276681,-0.0897826962457644,,,0.9878,0.843
cifar,val,densenet,90,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e90.pt,5,10000,10,,,,6.5035899591629285,3.603015766702976,-0.0589292768628149,,,0.96348,0.8361
mnist,train,densenet,121,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e121.pt,5,60000,10,,,,18.91854275374242,16.46337683194546,-0.0966185921608689,,,0.9990666666666667,0.972
mnist,train,densenet,154,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e154.pt,5,60000,10,,,,19.137656038009663,16.684044628786328,-0.0980737990129207,,,0.9995,0.9729
mnist,train,densenet,187,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e187.pt,5,60000,10,,,,19.252343288417087,17.05776399389122,-0.0975754109599511,,,0.9999333333333333,0.9733
mnist,train,densenet,39,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e39.pt,5,60000,10,,,,18.299733271391027,14.711184256285843,-0.0954677869223538,,,0.9780333333333333,0.9628
mnist,train,densenet,71,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e71.pt,5,60000,10,,,,18.61977790245769,15.303694309235093,-0.0964191818542908,,,0.9893833333333333,0.9676
mnist,trainUval,densenet,102,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e102.pt,5,70000,10,,,,18.96454119570061,16.27811191603201,-0.0976103256097641,,,0.99825,0.9716
mnist,trainUval,densenet,135,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e135.pt,5,70000,10,,,,19.001162593606207,16.270334379771043,-0.097437114619386,,,0.99925,0.9721
mnist,trainUval,densenet,168,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e168.pt,5,70000,10,,,,19.19600441870537,16.73333987345769,-0.0979729604877394,,,0.9998166666666667,0.9722
mnist,trainUval,densenet,20,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e20.pt,5,70000,10,,,,17.454125079153656,12.971522749819387,-0.094535948738791,,,0.9592833333333334,0.9502
mnist,trainUval,densenet,52,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e52.pt,5,70000,10,,,,18.61753301670017,15.381659112755877,-0.0943112744620555,,,0.98715,0.9679
mnist,trainUval,densenet,85,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e85.pt,5,70000,10,,,,18.84587852594385,15.81316376441625,-0.0975211224198375,,,0.9951833333333333,0.9696
mnist,val,densenet,116,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e116.pt,5,10000,10,,,,18.864307013516783,16.233367508286847,-0.0970996816816514,,,0.99905,0.9717
mnist,val,densenet,149,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e149.pt,5,10000,10,,,,18.88695924002496,16.217722009906968,-0.097501796417199,,,0.9992833333333333,0.9717
mnist,val,densenet,181,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e181.pt,5,10000,10,,,,19.08595064239884,16.75505123105543,-0.0982365555035911,,,0.9998833333333333,0.9726
mnist,val,densenet,33,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e33.pt,5,10000,10,,,,18.09501667835032,14.258475866516372,-0.0940750547939334,,,0.97075,0.9585
mnist,val,densenet,66,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e66.pt,5,10000,10,,,,18.701884201250625,15.60831122353457,-0.0946492558121145,,,0.9892833333333333,0.9674
mnist,val,densenet,99,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e99.pt,5,10000,10,,,,18.80161152176602,15.991405077307752,-0.0975920366611897,,,0.99795,0.9714
cifar,train,resnet,13,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e13.pt,5,50000,10,,,,12.349294846418832,4.374126085748406,-0.0369258426735154,,,0.78374,0.7393
cifar,train,resnet,162,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e162.pt,5,50000,10,,,,8.05620670462271,4.834623517328991,-0.0835605624591686,,,0.93898,0.8233
cifar,train,resnet,195,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e195.pt,5,50000,10,,,,7.676367094064624,5.265413250908385,-0.0758433459675403,,,0.969,0.8438
cifar,train,resnet,47,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e47.pt,5,50000,10,,,,12.058043942456177,5.468588931712393,-0.0765045940242943,,,0.92164,0.828
cifar,train,resnet,8,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e8.pt,5,50000,10,,,,14.351893506934577,4.360909561699359,-0.0405520530463112,,,0.78842,0.7501
cifar,trainUval,resnet,110,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e110.pt,5,60000,10,,,,9.61453060401926,6.231848515823245,-0.0847822193017484,,,0.96668,0.8349
cifar,trainUval,resnet,143,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e143.pt,5,60000,10,,,,10.303831427911716,8.304594742470933,-0.0995672192614484,,,0.99974,0.8645
cifar,trainUval,resnet,176,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e176.pt,5,60000,10,,,,7.728311033919879,4.503778513507417,-0.0804680774328938,,,0.96224,0.8383
