dataset,split,model,epoch,layer,tensor_path,k_neighbors,num_points,num_classes,intra_class_mean_distance,inter_class_mean_distance,intra_inter_distance_ratio,centroid_mean_separation,centroid_min_separation,centroid_mean_correlation,neighborhood_purity,knn_accuracy,train_acc,val_acc
mnist,trainUval,densenet,45,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e45.pt,5,70000,10,,,,18.516758073454348,15.030743166904456,-0.0966875085198387,,,0.9833666666666666,0.9656
mnist,trainUval,densenet,78,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e78.pt,5,70000,10,,,,18.78140289723888,15.59436376295256,-0.0963123702427762,,,0.9930833333333333,0.9693
mnist,val,densenet,109,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e109.pt,5,10000,10,,,,18.798784166344262,16.281808329147335,-0.0957666232317771,,,0.9986666666666667,0.9722
mnist,val,densenet,141,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e141.pt,5,10000,10,,,,18.9279789272572,16.197970955821564,-0.0979757346164541,,,0.9993,0.972
mnist,val,densenet,174,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e174.pt,5,10000,10,,,,19.050286251770075,16.646646605046627,-0.0973577898983295,,,0.9998833333333333,0.9723
mnist,val,densenet,26,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e26.pt,5,10000,10,,,,17.848868008304105,13.476930308192609,-0.0969440668365751,,,0.96415,0.9537
mnist,val,densenet,59,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e59.pt,5,10000,10,,,,18.646312781166092,15.388578818099456,-0.0950502020130293,,,0.98875,0.9676
mnist,val,densenet,91,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e91.pt,5,10000,10,,,,18.851242901873057,16.125442552544957,-0.0952583000531841,,,0.9967166666666667,0.9708
cifar,train,resnet,122,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e122.pt,5,50000,10,,,,10.21234880895912,7.691562122202195,-0.095098948807566,,,0.9925,0.852
cifar,train,resnet,155,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e155.pt,5,50000,10,,,,8.443287082113619,5.013078504249311,-0.0782049953163894,,,0.9266,0.8206
cifar,train,resnet,188,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e188.pt,5,50000,10,,,,7.620490634157336,5.469603531584824,-0.0820640394716508,,,0.96588,0.8388
cifar,train,resnet,4,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e4.pt,5,50000,10,,,,12.910487905900212,3.3305428696732524,-0.0124347856932586,,,0.695,0.6755
cifar,train,resnet,72,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e72.pt,5,50000,10,,,,11.61727198436909,5.212790521027439,-0.0731680817056652,,,0.90166,0.8073
cifar,trainUval,resnet,103,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e103.pt,5,60000,10,,,,9.840110538994546,5.652598163766223,-0.0882925659074318,,,0.96506,0.8399
cifar,trainUval,resnet,136,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e136.pt,5,60000,10,,,,10.267117427287149,8.1737047891415,-0.0992739890966744,,,0.99926,0.8641
cifar,trainUval,resnet,169,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e169.pt,5,60000,10,,,,7.888528187639324,4.845097836640091,-0.0821052061221001,,,0.95212,0.8358
cifar,trainUval,resnet,200,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e200.pt,5,60000,10,,,,7.563530941538354,4.896864654090181,-0.0768991852542901,,,0.96938,0.8365
cifar,trainUval,resnet,53,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e53.pt,5,60000,10,,,,12.686973364451395,5.833110623574124,-0.0738992037358932,,,0.9487,0.8309
cifar,trainUval,resnet,86,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e86.pt,5,60000,10,,,,10.38131224731416,5.181083014466518,-0.0773921791152885,,,0.93706,0.8286
cifar,val,resnet,117,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e117.pt,5,10000,10,,,,9.05991158537378,4.662932116810289,-0.0911633638516652,,,0.98568,0.8464
cifar,val,resnet,15,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e15.pt,5,10000,10,,,,12.58044715100804,4.008798668639367,-0.0233832246269528,,,0.79316,0.7512
cifar,val,resnet,182,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e182.pt,5,10000,10,,,,6.796263258625554,3.448173933587184,-0.0599442594781199,,,0.94132,0.821
cifar,val,resnet,34,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e34.pt,5,10000,10,,,,11.70450377892053,4.298494852604083,-0.0462766859592172,,,0.8375,0.7751
cifar,val,resnet,67,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e67.pt,5,10000,10,,,,12.996593443971522,6.1930909512395145,-0.0881298347081083,,,0.98868,0.8434
mnist,train,resnet,0,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e0.pt,5,60000,10,,,,1.858848578070873,0.7576796436939318,0.9812246777045758,,,0.09791666666666667,0.0975
mnist,train,resnet,130,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e130.pt,5,60000,10,,,,28.77879391658419,25.76884155295303,-0.0925365010904546,,,0.99995,0.9795
mnist,train,resnet,163,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e163.pt,5,60000,10,,,,28.99447840372005,26.190531488925146,-0.092952837478144,,,0.9999833333333333,0.9803
mnist,train,resnet,196,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e196.pt,5,60000,10,,,,29.362874952019407,26.60451055040903,-0.0951869334918205,,,1.0,0.9802
mnist,train,resnet,48,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e48.pt,5,60000,10,,,,27.574841941786623,24.19583412240093,-0.0870969453982821,,,0.9968666666666667,0.9779
mnist,train,resnet,80,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e80.pt,5,60000,10,,,,27.932411863341237,24.45621622895763,-0.0904515514695681,,,0.9990833333333333,0.9777
mnist,trainUval,resnet,111,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e111.pt,5,70000,10,,,,28.54061030604932,25.39758277451851,-0.0918298088845109,,,0.99995,0.9797
mnist,trainUval,resnet,144,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e144.pt,5,70000,10,,,,28.776102443566582,25.94281397721914,-0.0912497363802825,,,0.9999666666666667,0.9798
mnist,trainUval,resnet,177,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e177.pt,5,70000,10,,,,29.11625610736936,26.313820240759306,-0.0925515744115701,,,0.9999833333333333,0.9807
mnist,trainUval,resnet,29,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e29.pt,5,70000,10,,,,26.61194214811822,22.31249513071464,-0.0884539588221543,,,0.9871333333333333,0.9715
mnist,trainUval,resnet,61,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e61.pt,5,70000,10,,,,27.66660074533397,24.38604961404681,-0.0887140093560646,,,0.9982333333333333,0.9773
mnist,trainUval,resnet,94,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e94.pt,5,70000,10,,,,28.30789508227933,25.031045344978526,-0.0917409223671525,,,0.99975,0.9782
mnist,val,resnet,125,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e125.pt,5,10000,10,,,,28.480788232738632,25.539968152322952,-0.0924608731261882,,,0.99995,0.9803
mnist,val,resnet,158,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e158.pt,5,10000,10,,,,28.62281754203692,25.63760703467258,-0.0928542533391627,,,0.9999833333333333,0.9788
mnist,val,resnet,190,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e190.pt,5,10000,10,,,,29.07522610844202,26.150409880664963,-0.0927842564740628,,,1.0,0.9802
mnist,val,resnet,42,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e42.pt,5,10000,10,,,,27.40879812443401,23.460256396514897,-0.0878151688042366,,,0.9953666666666666,0.9755
mnist,val,resnet,75,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e75.pt,5,10000,10,,,,27.71460881446852,24.261406534430392,-0.0909331745291259,,,0.9988166666666667,0.9769
cifar,train,densenet,107,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e107.pt,5,50000,10,,,,6.945962269638357,5.318215999508358,-0.0859773876464961,,,0.98446,0.847
cifar,train,densenet,14,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e14.pt,5,50000,10,,,,13.07112418658548,4.9235890433633,-0.0741295976649439,,,0.7859,0.7404
cifar,train,densenet,172,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e172.pt,5,50000,10,,,,6.138848428279828,4.342538840709778,-0.052986430748098,,,0.9656,0.8432
cifar,train,densenet,24,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e24.pt,5,50000,10,,,,11.092286079466817,5.716024627656262,-0.0864144344429478,,,0.90872,0.8084
cifar,train,densenet,57,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e57.pt,5,50000,10,,,,8.840544951051397,6.176764532948026,-0.0959366695482814,,,0.98502,0.8416
cifar,train,densenet,9,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e9.pt,5,50000,10,,,,12.868745736129185,4.5909339683230455,-0.0839075247860485,,,0.79738,0.7418
cifar,trainUval,densenet,120,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e120.pt,5,60000,10,,,,7.013926364313477,5.862196337964147,-0.0872180844294152,,,0.99624,0.8634
cifar,trainUval,densenet,153,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e153.pt,5,60000,10,,,,6.11607231491531,3.333813059996055,-0.0617492607233505,,,0.9322,0.8241
cifar,trainUval,densenet,186,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e186.pt,5,60000,10,,,,5.882091706673183,4.099950757195207,-0.0326020827641528,,,0.96126,0.8371
cifar,trainUval,densenet,38,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e38.pt,5,60000,10,,,,10.223171416367231,4.940153447471546,-0.0715085531116834,,,0.88806,0.8012
cifar,trainUval,densenet,70,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e70.pt,5,60000,10,,,,8.980350668671687,6.7537743611861405,-0.0991224058230204,,,0.99714,0.8502
cifar,val,densenet,101,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e101.pt,5,10000,10,,,,6.250427725463246,3.722677608593277,-0.0790107680710697,,,0.98064,0.8467
cifar,val,densenet,134,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e134.pt,5,10000,10,,,,6.296011765580758,4.188376886528424,-0.0817081015011034,,,0.99978,0.8742
cifar,val,densenet,167,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e167.pt,5,10000,10,,,,5.413961276236384,3.094785683741953,-0.0422412977486798,,,0.96384,0.8435
cifar,val,densenet,2,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e2.pt,5,10000,10,,,,14.368528905087995,2.792011566136128,-0.0290430907390249,,,0.58624,0.5725
cifar,val,densenet,51,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e51.pt,5,10000,10,,,,8.27622983986376,4.110387726512558,-0.0833032584222421,,,0.96086,0.8322
cifar,val,densenet,84,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e84.pt,5,10000,10,,,,6.645801255632903,3.0326441477530697,-0.0637310739457721,,,0.9396,0.8237
mnist,train,densenet,115,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e115.pt,5,60000,10,,,,18.949534285259176,16.535800454560977,-0.0970524152044471,,,0.9990333333333333,0.9717
mnist,train,densenet,148,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e148.pt,5,60000,10,,,,19.14059340326225,16.45825051836339,-0.0976499892634788,,,0.9993333333333333,0.9722
mnist,train,densenet,180,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e180.pt,5,60000,10,,,,19.27643831392509,17.12061141372262,-0.0984568739385168,,,0.9999,0.9728
mnist,train,densenet,32,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e32.pt,5,60000,10,,,,17.8104290280042,14.180926351155,-0.0958312512004112,,,0.9686166666666667,0.958
mnist,train,densenet,65,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e65.pt,5,60000,10,,,,18.60125722894285,15.270438228716005,-0.0954838501388138,,,0.9893,0.9673
mnist,train,densenet,98,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e98.pt,5,60000,10,,,,18.98592985370307,16.440783014293743,-0.0970887126243487,,,0.9978833333333333,0.9709
mnist,trainUval,densenet,129,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e129.pt,5,70000,10,,,,19.112788388268687,16.441584416695054,-0.0973386137561199,,,0.9993,0.9719
mnist,trainUval,densenet,161,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e161.pt,5,70000,10,,,,19.09760308030866,16.825172903051634,-0.0987131627926968,,,0.9996166666666667,0.9725
mnist,trainUval,densenet,194,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e194.pt,5,70000,10,,,,19.241894968360256,17.07742768761359,-0.0981949836293246,,,0.99995,0.9728
mnist,trainUval,densenet,46,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e46.pt,5,70000,10,,,,18.537979675787987,15.048286530412424,-0.0942850453668075,,,0.9842666666666666,0.9662
mnist,trainUval,densenet,79,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e79.pt,5,70000,10,,,,18.70062991800313,15.673053194122414,-0.0952058610505776,,,0.99305,0.9695
mnist,val,densenet,11,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e11.pt,5,10000,10,,,,15.752771792515276,8.514495699557308,-0.0907399046511362,,,0.91725,0.9115
mnist,val,densenet,142,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e142.pt,5,10000,10,,,,18.94451921861917,16.376639902191684,-0.0968935318705213,,,0.9993166666666666,0.972
mnist,val,densenet,175,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e175.pt,5,10000,10,,,,19.142607487697006,16.70360563271403,-0.0979668677043165,,,0.9998666666666667,0.9728
mnist,val,densenet,27,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e27.pt,5,10000,10,,,,17.83452493899297,13.751624255159705,-0.094454498614836,,,0.9648333333333333,0.9546
mnist,val,densenet,6,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e6.pt,5,10000,10,,,,14.814978660605927,7.225441410233593,-0.0894259423950266,,,0.8936666666666667,0.8919
mnist,val,densenet,92,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e92.pt,5,10000,10,,,,18.84190592378268,15.989646335627691,-0.0962184643916219,,,0.9969833333333333,0.9706
cifar,train,resnet,123,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e123.pt,5,50000,10,,,,10.161865688113576,7.608829349609546,-0.0978058960024255,,,0.9941,0.8537
cifar,train,resnet,156,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e156.pt,5,50000,10,,,,8.215119939952826,4.781152710018847,-0.0813120818020406,,,0.9271,0.8138
cifar,train,resnet,189,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e189.pt,5,50000,10,,,,7.496512516134326,5.42683521646993,-0.0787424478792029,,,0.96836,0.841
cifar,train,resnet,40,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e40.pt,5,50000,10,,,,12.549947108364858,4.806816401204061,-0.0562552216335311,,,0.8865,0.8067
cifar,train,resnet,73,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e73.pt,5,50000,10,,,,11.558858311175207,5.190438428097754,-0.0765847359305158,,,0.90622,0.8144
cifar,trainUval,resnet,104,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e104.pt,5,60000,10,,,,10.01980878368016,5.897641261615197,-0.09008981935946,,,0.96448,0.8382
cifar,trainUval,resnet,137,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e137.pt,5,60000,10,,,,10.268346454734054,8.23779568406512,-0.099031720960131,,,0.99934,0.8636
cifar,trainUval,resnet,17,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e17.pt,5,60000,10,,,,13.229358113820805,4.512403138478823,-0.0349135245667769,,,0.81926,0.7725
cifar,trainUval,resnet,21,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e21.pt,5,60000,10,,,,13.472036298684973,4.928026620021555,-0.053787468459494,,,0.86588,0.8002
cifar,trainUval,resnet,54,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e54.pt,5,60000,10,,,,13.011950381296613,5.972864539008917,-0.0741943317063889,,,0.95254,0.8315
cifar,trainUval,resnet,87,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e87.pt,5,60000,10,,,,10.465986666357407,4.963783308979522,-0.0756552264869909,,,0.932,0.8197
cifar,val,resnet,118,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e118.pt,5,10000,10,,,,9.098918102274537,4.781445636106538,-0.0837316520187345,,,0.9841,0.8455
cifar,val,resnet,150,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e150.pt,5,10000,10,,,,9.15655173095124,5.725899304556823,-0.0943713801169029,,,0.99978,0.865
cifar,val,resnet,183,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e183.pt,5,10000,10,,,,6.830406873461682,3.4171696701265373,-0.0624966501540857,,,0.9629,0.8329
cifar,val,resnet,35,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e35.pt,5,10000,10,,,,12.029016532609973,4.639890436822378,-0.051108615054837,,,0.855,0.7924
cifar,val,resnet,68,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e68.pt,5,10000,10,,,,12.904679449802366,6.139651180854803,-0.0890770873142231,,,0.9896,0.8442
mnist,train,resnet,1,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e1.pt,5,60000,10,,,,18.1353088219532,9.261783230298285,-0.0722553946250344,,,0.8846333333333334,0.883
mnist,train,resnet,131,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e131.pt,5,60000,10,,,,28.771083878820185,25.618445215264035,-0.0920092006475622,,,0.99995,0.9795
mnist,train,resnet,164,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e164.pt,5,60000,10,,,,29.006141486667094,26.031368419101323,-0.0931272891388062,,,0.9999833333333333,0.9809
mnist,train,resnet,197,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e197.pt,5,60000,10,,,,29.44908546120285,26.574783452350697,-0.0942119922801611,,,1.0,0.9805
mnist,train,resnet,49,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e49.pt,5,60000,10,,,,27.664301169487665,23.752106125197557,-0.0878740058111414,,,0.9971833333333333,0.9764
mnist,train,resnet,81,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e81.pt,5,60000,10,,,,28.05244843216403,24.347635425636653,-0.0909970332068709,,,0.9992166666666666,0.9781
mnist,trainUval,resnet,112,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e112.pt,5,70000,10,,,,28.634410202991138,25.55127016448751,-0.0916031977242591,,,0.9999333333333333,0.979
mnist,trainUval,resnet,145,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e145.pt,5,70000,10,,,,28.733348966933384,25.74947921311641,-0.0933439204749084,,,0.99995,0.9797
mnist,trainUval,resnet,178,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e178.pt,5,70000,10,,,,29.171430214906263,26.318131715544062,-0.0929353370859151,,,0.9999833333333333,0.9807
mnist,trainUval,resnet,3,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e3.pt,5,70000,10,,,,22.396038526533875,14.89056404042089,-0.0817529267426362,,,0.9404,0.9384
mnist,trainUval,resnet,62,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e62.pt,5,70000,10,,,,27.552941658228484,23.845038831589857,-0.088808165672014,,,0.9982833333333333,0.9774
mnist,trainUval,resnet,95,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e95.pt,5,70000,10,,,,28.35503244597917,25.09466531144292,-0.0925080258930896,,,0.9997833333333334,0.9792
mnist,val,resnet,126,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e126.pt,5,10000,10,,,,28.648624968586,25.61584982041957,-0.0925364030181054,,,0.9999666666666667,0.9793
mnist,val,resnet,159,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e159.pt,5,10000,10,,,,28.58892857773053,25.56821532966353,-0.0926131450797712,,,0.9999833333333333,0.9795
mnist,val,resnet,191,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e191.pt,5,10000,10,,,,29.1024274726113,26.17509800279648,-0.0934063229119569,,,1.0,0.9803
mnist,val,resnet,43,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e43.pt,5,10000,10,,,,27.3564023012262,23.416507138374072,-0.0883937073413147,,,0.9955666666666667,0.9756
mnist,val,resnet,76,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e76.pt,5,10000,10,,,,27.73254672723685,24.193890219101,-0.0888355502245584,,,0.9989,0.9779
cifar,train,densenet,108,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e108.pt,5,50000,10,,,,6.974162307019897,5.392001387482319,-0.0836004106724237,,,0.98402,0.849
cifar,train,densenet,140,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e140.pt,5,50000,10,,,,7.416438313190701,7.041114462264834,-0.0930189153592493,,,0.99982,0.874
cifar,train,densenet,173,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e173.pt,5,50000,10,,,,6.052026256475363,4.107166472394657,-0.0418910950567782,,,0.95934,0.8405
cifar,train,densenet,25,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e25.pt,5,50000,10,,,,11.248584047667135,5.661412493954892,-0.0924076489827803,,,0.91636,0.8159
cifar,train,densenet,58,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e58.pt,5,50000,10,,,,9.058003487949495,6.362727503773472,-0.0953181699304829,,,0.9878,0.843
cifar,train,densenet,90,a1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e90.pt,5,50000,10,,,,7.085056100979917,4.79028339863113,-0.0712320852195948,,,0.96348,0.8361
