dataset,split,model,layer,epoch,tensor_path,k_neighbors,num_points,num_classes,intra_class_mean_distance,inter_class_mean_distance,intra_inter_distance_ratio,centroid_mean_separation,centroid_min_separation,centroid_mean_correlation,train_acc,val_acc
cifar,val,resnet,a1,118,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e118.pt,5,10000,10,10.074448681518078,13.610460020773182,0.7401989841740683,9.098918102274537,4.781445636106538,-0.0837316520187345,0.9841,0.8455
cifar,val,resnet,a1,150,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e150.pt,5,10000,10,9.263024221696403,13.09474872103966,0.707384648535735,9.15655173095124,5.725899304556823,-0.0943713801169029,0.99978,0.865
cifar,val,resnet,a1,183,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e183.pt,5,10000,10,7.013238961467539,9.833853611256348,0.7131730081318086,6.830406873461682,3.4171696701265373,-0.0624966501540857,0.9629,0.8329
cifar,val,resnet,a1,35,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e35.pt,5,10000,10,15.336226734571188,19.311360909540188,0.7941556685937547,12.029016532609973,4.639890436822378,-0.051108615054837,0.855,0.7924
cifar,val,resnet,a1,68,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e68.pt,5,10000,10,16.189167562846915,20.714487870118745,0.7815383930490631,12.904679449802366,6.139651180854803,-0.0890770873142231,0.9896,0.8442
mnist,train,resnet,a1,1,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e1.pt,5,60000,10,28.505574415404595,33.910909355907215,0.8406018876175899,18.1353088219532,9.261783230298285,-0.0722553946250344,0.8846333333333334,0.883
mnist,train,resnet,a1,131,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e131.pt,5,60000,10,25.14019719217809,38.21781447011778,0.6578135757039435,28.771083878820185,25.618445215264035,-0.0920092006475622,0.99995,0.9795
mnist,train,resnet,a1,164,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e164.pt,5,60000,10,24.97773891830948,38.2847110913699,0.6524207237374173,29.006141486667094,26.031368419101323,-0.0931272891388062,0.9999833333333332,0.9809
mnist,train,resnet,a1,197,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e197.pt,5,60000,10,24.797513110375604,38.49900714327251,0.6441078601869564,29.44908546120285,26.574783452350697,-0.0942119922801611,1.0,0.9805
mnist,train,resnet,a1,49,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e49.pt,5,60000,10,25.71685053830464,37.78384402327067,0.6806308675863129,27.664301169487665,23.75210612519756,-0.0878740058111414,0.9971833333333332,0.9764
mnist,train,resnet,a1,81,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e81.pt,5,60000,10,25.48534317304557,37.91501784750496,0.6721701483973498,28.05244843216403,24.347635425636653,-0.0909970332068709,0.9992166666666666,0.9781
mnist,trainUval,resnet,a1,112,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e112.pt,5,70000,10,25.2155290603499,38.11959685846348,0.6614846729353969,28.634410202991138,25.55127016448751,-0.0916031977242591,0.9999333333333332,0.979
mnist,trainUval,resnet,a1,145,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e145.pt,5,70000,10,25.20048508057785,38.18370383912275,0.6599801105401832,28.733348966933384,25.74947921311641,-0.0933439204749084,0.99995,0.9797
mnist,trainUval,resnet,a1,178,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e178.pt,5,70000,10,24.84705253697661,38.28649179540976,0.6489769987219244,29.171430214906263,26.318131715544062,-0.0929353370859151,0.9999833333333332,0.9807
mnist,trainUval,resnet,a1,3,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e3.pt,5,70000,10,27.279270297557208,35.343249819652506,0.7718381992815119,22.396038526533875,14.89056404042089,-0.0817529267426362,0.9404,0.9384
mnist,trainUval,resnet,a1,62,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e62.pt,5,70000,10,25.517846757998218,37.537885234029474,0.6797891409946917,27.552941658228484,23.845038831589857,-0.088808165672014,0.9982833333333332,0.9774
mnist,trainUval,resnet,a1,95,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e95.pt,5,70000,10,25.38067859665949,38.02348837899584,0.6675000027267293,28.35503244597917,25.09466531144292,-0.0925080258930896,0.9997833333333334,0.9792
mnist,val,resnet,a1,126,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e126.pt,5,10000,10,25.368416203951327,38.26511476498213,0.6629645921555405,28.648624968586,25.61584982041957,-0.0925364030181054,0.9999666666666668,0.9793
mnist,val,resnet,a1,159,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e159.pt,5,10000,10,25.28712264756462,38.16566200571359,0.662562138808938,28.58892857773053,25.56821532966353,-0.0926131450797712,0.9999833333333332,0.9795
mnist,val,resnet,a1,191,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e191.pt,5,10000,10,24.99078294708325,38.353378375579446,0.6515927411233089,29.1024274726113,26.17509800279648,-0.0934063229119569,1.0,0.9803
mnist,val,resnet,a1,43,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e43.pt,5,10000,10,25.65396558922043,37.513214766476125,0.6838647593633118,27.3564023012262,23.416507138374072,-0.0883937073413147,0.9955666666666668,0.9756
mnist,val,resnet,a1,76,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e76.pt,5,10000,10,25.55139797125036,37.71843669628073,0.6774246286238548,27.73254672723685,24.193890219101,-0.0888355502245584,0.9989,0.9779
cifar,train,densenet,a1,108,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e108.pt,5,50000,10,7.692449063286848,10.423270358285036,0.7380072471374045,6.974162307019897,5.392001387482319,-0.0836004106724237,0.98402,0.849
cifar,train,densenet,a1,140,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e140.pt,5,50000,10,6.51587682830723,9.91228340484937,0.6573537662492054,7.416438313190701,7.041114462264834,-0.0930189153592493,0.99982,0.874
cifar,train,densenet,a1,173,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e173.pt,5,50000,10,6.086523780543428,8.619435660384342,0.7061394759888525,6.052026256475363,4.107166472394657,-0.0418910950567782,0.95934,0.8405
cifar,train,densenet,a1,25,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e25.pt,5,50000,10,17.372278780344757,20.73532929421913,0.8378106049749608,11.248584047667135,5.661412493954892,-0.0924076489827803,0.91636,0.8159
cifar,train,densenet,a1,58,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e58.pt,5,50000,10,12.012067167765194,15.095939035616173,0.7957151350058361,9.058003487949495,6.362727503773472,-0.0953181699304829,0.9878,0.843
cifar,train,densenet,a1,90,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e90.pt,5,50000,10,9.085092800986867,11.565408542023697,0.785540153465013,7.085056100979917,4.79028339863113,-0.0712320852195948,0.96348,0.8361
cifar,trainUval,densenet,a1,121,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e121.pt,5,60000,10,7.100180272468129,10.03053180838521,0.7078568123908048,7.029906630191746,5.922721378495784,-0.0893217009386536,0.99748,0.8646
cifar,trainUval,densenet,a1,154,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e154.pt,5,60000,10,6.943405803379989,9.269787590793891,0.7490361278909665,6.088471060451084,3.463694110870455,-0.0322285327637118,0.93066,0.8241
cifar,trainUval,densenet,a1,187,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e187.pt,5,60000,10,5.667351418885456,8.31671630419539,0.6814409932471239,6.034215244284206,4.305985848947446,-0.0403858626155556,0.97474,0.8487
cifar,trainUval,densenet,a1,39,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e39.pt,5,60000,10,14.412334451662204,17.445022688967097,0.8261573922043173,9.774194767531908,4.72364016531331,-0.0732580648065184,0.90312,0.8136
cifar,trainUval,densenet,a1,71,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e71.pt,5,60000,10,11.606992907321454,14.247865332597838,0.8146478533009218,8.190595642911072,4.129551703563529,-0.0687771741864956,0.91458,0.8064
cifar,val,densenet,a1,102,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e102.pt,5,10000,10,8.359262019675322,10.534846092791073,0.7934868669221007,6.318166317164145,3.4980717179814014,-0.074776031123894,0.97562,0.8453
cifar,val,densenet,a1,135,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e135.pt,5,10000,10,6.970496606077993,9.448301741895904,0.737751269645553,6.279358399374432,4.196333101124667,-0.0826518839907381,0.99974,0.8731
cifar,val,densenet,a1,168,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e168.pt,5,10000,10,6.541871565072711,8.644371589081667,0.756778153004837,5.575552780879849,2.9809820571421968,-0.0397973523054196,0.95934,0.8445
cifar,val,densenet,a1,20,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e20.pt,5,10000,10,18.3798317935194,21.84141601044172,0.8415128297878013,11.750402504545963,5.050142289799168,-0.0685572628475396,0.86552,0.792
cifar,val,densenet,a1,52,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e52.pt,5,10000,10,12.63446692076026,15.069958343930743,0.8383876472922467,8.101266338054073,4.152044889571503,-0.0828683975510953,0.9701,0.8381
cifar,val,densenet,a1,85,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/val/a1_e85.pt,5,10000,10,9.75269973992017,11.88750314685808,0.8204161647265559,6.692713207584202,3.285709311477837,-0.0635857328360626,0.94394,0.8213
mnist,train,densenet,a1,116,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e116.pt,5,60000,10,19.797954458083808,27.4319390526657,0.72171181264563,18.971599498134218,16.416011709125264,-0.0973211516248194,0.99905,0.9717
mnist,train,densenet,a1,149,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e149.pt,5,60000,10,19.71428708617441,27.401553619232423,0.719458734352109,19.00199295319312,16.414817838680886,-0.0978631602949168,0.9992833333333332,0.9717
mnist,train,densenet,a1,181,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e181.pt,5,60000,10,19.456342828936755,27.398513464629183,0.7101240311469605,19.27420250902745,17.05954737299006,-0.0987727743196953,0.9998833333333332,0.9726
mnist,train,densenet,a1,33,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e33.pt,5,60000,10,20.56354758646746,27.34126722870156,0.7521066018798437,17.95262713929247,14.305386916431653,-0.0937835073329104,0.97075,0.9585
mnist,train,densenet,a1,66,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e66.pt,5,60000,10,20.17571767487285,27.50751121456072,0.7334621266715365,18.65560047131427,15.584231837699091,-0.0948963520011137,0.9892833333333332,0.9674
mnist,train,densenet,a1,99,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/train/a1_e99.pt,5,60000,10,19.784608259433444,27.364780215317296,0.7229953284389659,18.86939410005409,16.123359243370572,-0.0977847266944598,0.99795,0.9714
mnist,trainUval,densenet,a1,13,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e13.pt,5,70000,10,21.615684316684813,27.255031272729347,0.7930896905010301,16.489921472132853,10.102223747614543,-0.0930617602678925,0.9338333333333332,0.9282
mnist,trainUval,densenet,a1,162,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e162.pt,5,70000,10,19.70519192028358,27.46981680041215,0.7173397647117882,19.13426898714441,16.81975673144288,-0.0975024738971762,0.9996666666666668,0.9722
mnist,trainUval,densenet,a1,195,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e195.pt,5,70000,10,19.434339651080165,27.41096511538648,0.7089987371576044,19.34909114873444,16.854988453056666,-0.0986339654883882,0.9999666666666668,0.9724
mnist,trainUval,densenet,a1,47,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e47.pt,5,70000,10,20.30268389482541,27.51406049289369,0.7379021318961324,18.549886585449208,15.24200933450317,-0.0956661456340209,0.9844666666666668,0.9658
mnist,trainUval,densenet,a1,8,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/trainUval/a1_e8.pt,5,70000,10,22.15658418320115,26.856745691899057,0.8249913983392395,14.994963676869158,7.647897878934796,-0.0892625922461458,0.9030833333333332,0.8985
mnist,val,densenet,a1,110,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e110.pt,5,10000,10,20.09965818471552,27.680225641806484,0.7261378012164124,19.05776464927536,16.084689746461063,-0.0965992129684705,0.9986333333333334,0.9713
mnist,val,densenet,a1,143,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e143.pt,5,10000,10,19.873515969870606,27.43606713096154,0.72435731677604,18.93087059370934,16.30355024033664,-0.097611957857949,0.9992666666666666,0.9718
mnist,val,densenet,a1,176,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e176.pt,5,10000,10,19.66253671327728,27.409948060752555,0.7173503820472918,19.118590980742088,16.653381757321288,-0.0978096776040078,0.9998833333333332,0.9726
mnist,val,densenet,a1,28,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e28.pt,5,10000,10,20.739957399702444,27.37732429758398,0.7575596933529667,17.83845567696655,13.733446466649609,-0.0950229188180842,0.96485,0.9545
mnist,val,densenet,a1,60,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e60.pt,5,10000,10,20.11563186683693,27.3880003794141,0.73446880342373,18.58879982651833,15.288624224739198,-0.0955718603550962,0.9887,0.9679
mnist,val,densenet,a1,93,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_mnist/Tensors/val/a1_e93.pt,5,10000,10,19.95795978937688,27.42577443371753,0.7277081577991962,18.82898389864484,15.793802645759529,-0.0969954990077452,0.9971,0.9708
cifar,train,resnet,a1,124,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e124.pt,5,50000,10,9.171774074454182,13.73886859531491,0.6675785572024358,10.182797026628664,7.664328631094808,-0.097944556109711,0.99494,0.8561
cifar,train,resnet,a1,157,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e157.pt,5,50000,10,8.30022377571312,11.744760500144604,0.7067171591630945,8.28250203316851,4.38817932183307,-0.0787830334139449,0.91848,0.8064
cifar,train,resnet,a1,19,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e19.pt,5,50000,10,16.955440249111966,21.37708527565179,0.7931595926421261,13.641384941725512,5.1475652386251,-0.0546343577906477,0.84254,0.791
cifar,train,resnet,a1,41,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e41.pt,5,50000,10,14.576275381424818,18.843740763668773,0.7735340644002203,12.136519935313007,5.098224101278543,-0.0586922245974879,0.889,0.8068
cifar,train,resnet,a1,74,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/train/a1_e74.pt,5,50000,10,13.076697623478209,17.123800922344216,0.7636562514818136,11.131761944905662,5.10797447237311,-0.0617905448587542,0.90912,0.8113
cifar,trainUval,resnet,a1,105,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e105.pt,5,60000,10,10.255570660665782,14.172191198761167,0.7236404390001633,9.7663987956652,5.607063088566371,-0.0932347769029601,0.9638,0.8364
cifar,trainUval,resnet,a1,138,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e138.pt,5,60000,10,8.766171829179743,13.530607817094992,0.6478771646979737,10.256899578160867,8.160283538065892,-0.0989872887364554,0.99948,0.8659
cifar,trainUval,resnet,a1,170,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e170.pt,5,60000,10,7.5729317129141664,10.907450555515911,0.6942898044203855,7.824610956084647,4.802524800909149,-0.0790383591995612,0.95514,0.8384
cifar,trainUval,resnet,a1,22,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e22.pt,5,60000,10,17.131967133397275,21.6051302792144,0.7929582887023546,13.562915994656864,5.157718205930658,-0.0592480234167603,0.87082,0.8007
cifar,trainUval,resnet,a1,55,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e55.pt,5,60000,10,15.10177114005124,19.89077207916993,0.7592350402459318,13.015076819209048,6.19780083736164,-0.0838670780729776,0.95898,0.8337
cifar,trainUval,resnet,a1,88,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/trainUval/a1_e88.pt,5,60000,10,11.248760018319702,15.23870688426238,0.738170246580223,10.307791118812538,5.140543301377588,-0.0754900807449644,0.93192,0.8212
cifar,val,resnet,a1,119,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e119.pt,5,10000,10,9.995379339289086,13.607648317964152,0.7345412745634875,9.175783595001446,4.789873277722425,-0.0918245075332315,0.98946,0.8458
cifar,val,resnet,a1,151,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e151.pt,5,10000,10,8.989719100300691,12.067587312598866,0.744947508348682,8.003615083594386,3.64112609643267,-0.0647213928852221,0.92088,0.8084
cifar,val,resnet,a1,184,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e184.pt,5,10000,10,7.128904054760329,10.01490386055653,0.7118295047082135,6.966400394233527,3.4627345634001534,-0.0675142886899619,0.96388,0.8349
cifar,val,resnet,a1,36,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e36.pt,5,10000,10,15.214656273841706,19.283767064888806,0.7889877648202881,12.206588292750972,4.567545443285507,-0.0377743832286599,0.86232,0.798
cifar,val,resnet,a1,69,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_cifar/Tensors/val/a1_e69.pt,5,10000,10,16.271287882899195,20.832076524273745,0.7810689377959862,12.98813102858244,6.178987124681892,-0.0891959086202446,0.98984,0.8448
mnist,train,resnet,a1,10,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e10.pt,5,60000,10,26.71298430753148,36.27942293923354,0.7363122713466135,24.48242742569369,18.66362492722857,-0.084562750726505,0.96215,0.9572
mnist,train,resnet,a1,132,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e132.pt,5,60000,10,25.10432174256556,38.17492481512327,0.6576128666694925,28.7384554528682,25.95938188558479,-0.0919413177898366,0.99995,0.9803
mnist,train,resnet,a1,165,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e165.pt,5,60000,10,24.962275355223493,38.30438468655655,0.651681930397497,29.047678459848864,26.264849913456224,-0.0928680748518773,0.9999833333333332,0.9796
mnist,train,resnet,a1,198,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e198.pt,5,60000,10,24.6925939447984,38.38153421731928,0.6433456725566774,29.377431372207084,26.66171030229646,-0.0952022180617916,1.0,0.9808
mnist,train,resnet,a1,5,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e5.pt,5,60000,10,26.75810865350889,35.801869566483646,0.747394171799308,23.7016771463764,17.321230587640255,-0.0831630631464374,0.955,0.9473
mnist,train,resnet,a1,82,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/train/a1_e82.pt,5,60000,10,25.350032126263457,37.80314478865356,0.6705799813213463,28.019686633682667,24.551605709255483,-0.0907605084156896,0.99925,0.9789
mnist,trainUval,resnet,a1,113,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e113.pt,5,70000,10,25.17499573154188,38.09848324159862,0.6607873487219048,28.623522526269788,25.77166850031557,-0.0906623137785148,0.9999333333333332,0.9804
mnist,trainUval,resnet,a1,146,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e146.pt,5,70000,10,25.207434167752176,38.184745971317206,0.6601440844123188,28.715474849748,25.80595199628898,-0.0936043780105871,0.99995,0.9796
mnist,trainUval,resnet,a1,179,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e179.pt,5,70000,10,24.85222311245981,38.22370629401683,0.6501782668927095,29.083179898576923,26.380746709826404,-0.0949283248452186,0.9999833333333332,0.9808
mnist,trainUval,resnet,a1,30,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e30.pt,5,70000,10,26.14411108983693,37.40164451364512,0.6990096673502915,26.78039560575689,22.320127093934417,-0.0874839506517639,0.9872,0.9723
mnist,trainUval,resnet,a1,63,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e63.pt,5,70000,10,25.707319766353965,37.83301117316865,0.6794944142480976,27.792022899769883,23.922157094494555,-0.08947092300908,0.9983,0.9771
mnist,trainUval,resnet,a1,96,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/trainUval/a1_e96.pt,5,70000,10,25.29161337503186,38.00781503899559,0.6654319210163213,28.401367706867408,24.869412284609304,-0.0916247724873098,0.9997833333333334,0.979
mnist,val,resnet,a1,127,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e127.pt,5,10000,10,25.380835430668984,38.29342122608551,0.662798846852042,28.68074838185333,25.81318108697523,-0.090742509356612,0.9999666666666668,0.9796
mnist,val,resnet,a1,16,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e16.pt,5,10000,10,26.08634745434819,36.937953915548015,0.7062206941399605,26.12743908427854,21.94733290922084,-0.0873884251204969,0.9793166666666666,0.9675
mnist,val,resnet,a1,192,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e192.pt,5,10000,10,24.94148601904844,38.33868960193669,0.6505565599140485,29.12505718441797,26.350387861363725,-0.0936644259572855,1.0,0.9801
mnist,val,resnet,a1,44,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e44.pt,5,10000,10,25.718897057663185,37.67953220124757,0.6825694363798824,27.52375148486305,23.4052100281128,-0.0884089049003136,0.9958666666666668,0.9765
mnist,val,resnet,a1,77,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/resnet_mnist/Tensors/val/a1_e77.pt,5,10000,10,25.546861835839977,37.76259769027618,0.6765123004876928,27.808170669624392,24.27123906928999,-0.089566424877296,0.9990333333333332,0.9775
cifar,train,densenet,a1,109,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e109.pt,5,50000,10,7.690205553892626,10.379502696095678,0.7409030836116407,6.910855443556784,5.427027192649365,-0.0841229861407029,0.98506,0.854
cifar,train,densenet,a1,141,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e141.pt,5,50000,10,6.531542766964005,9.9291743704901,0.6578132806667198,7.425876079121062,7.066443217407462,-0.0921877289946929,0.99984,0.8746
cifar,train,densenet,a1,174,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e174.pt,5,50000,10,6.129537249411884,8.579450236147904,0.7144440588496251,5.947746458048477,4.208860463309458,-0.0341567676631208,0.96046,0.8385
cifar,train,densenet,a1,26,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e26.pt,5,50000,10,17.393842284758563,20.623681481460267,0.8433917242367625,11.012116003074937,5.7402619556431285,-0.0897275087573467,0.92282,0.8139
cifar,train,densenet,a1,59,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e59.pt,5,50000,10,11.934343988809688,14.979936435669025,0.7966885600657546,8.968484423795699,6.120811771126447,-0.0948342664799962,0.98814,0.8401
cifar,train,densenet,a1,91,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/train/a1_e91.pt,5,50000,10,8.947259269880488,11.393972015232372,0.7852625281086417,6.971152049923382,4.448105284667224,-0.0820276553221381,0.96008,0.8328
cifar,trainUval,densenet,a1,122,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e122.pt,5,60000,10,7.109125072426356,10.06510184378696,0.7063142711084155,7.064746635877692,5.990904364350404,-0.0879718528314514,0.9979,0.8621
cifar,trainUval,densenet,a1,155,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e155.pt,5,60000,10,6.7608358483895215,9.08187822180149,0.7444314582593505,6.008671822417533,3.394616391321863,-0.0485782691146996,0.93492,0.8197
cifar,trainUval,densenet,a1,188,/media/santripta/data2/Inference_better/landscape_data_cross_epoch_re/densenet_cifar/Tensors/trainUval/a1_e188.pt,5,60000,10,5.816680062998755,8.34843304637109,0.6967391402302926,5.94466663584078,4.3915600758827,-0.0259747045275636,0.96992,0.8433
