dataset,split,model,epoch,layer,tensor_path,k_neighbors,num_points,num_classes,intra_class_mean_distance,inter_class_mean_distance,intra_inter_distance_ratio,centroid_mean_separation,centroid_min_separation,neighborhood_purity,knn_accuracy,neighbourhood_purity_15,knn_accuracy_15,neighbourhood_purity_20,knn_accuracy_20,neighbourhood_purity_25,knn_accuracy_25,neighbourhood_purity_30,knn_accuracy_30,neighbourhood_purity_35,knn_accuracy_35,neighbourhood_purity_40,knn_accuracy_40,neighbourhood_purity_45,knn_accuracy_45,neighbourhood_purity_60,knn_accuracy_60,neighbourhood_purity_80,knn_accuracy_80,train_acc,val_acc
cifar,trainUval,densenet,8,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e8.pt,5,60000,10,,,,,,,,0.6376042428859507,0.7625666666666666,0.6332653003384732,0.7644833333333333,0.6297291258581531,0.7645166666666666,0.6269026193694326,0.7646166666666666,0.6245097560683092,0.7655666666666666,0.6223595386636654,0.7648666666666667,0.6202360595494119,0.76475,0.6149961107313052,0.7637833333333334,0.6095795055117792,0.76225,0.78604,0.7322
cifar,train,densenet,10,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e10.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.80224,0.7419
cifar,train,densenet,121,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e121.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99748,0.8646
cifar,train,densenet,143,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e143.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99988,0.8755
cifar,train,densenet,165,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e165.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9545,0.8387
cifar,train,densenet,187,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e187.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97474,0.8487
cifar,train,densenet,28,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e28.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9328,0.8186
cifar,train,densenet,5,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e5.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.71228,0.6806
cifar,train,densenet,71,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e71.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.91458,0.8064
cifar,train,densenet,93,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e93.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.95706,0.837
cifar,val,densenet,113,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e113.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9916,0.8591
cifar,val,densenet,135,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e135.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99974,0.8731
cifar,val,densenet,157,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e157.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.95186,0.8375
cifar,val,densenet,179,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e179.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96226,0.8374
cifar,val,densenet,20,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e20.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.86552,0.792
cifar,val,densenet,41,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e41.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.91236,0.8112
cifar,val,densenet,63,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e63.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99504,0.8479
cifar,val,densenet,85,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e85.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.94394,0.8213
cifar,trainUval,resnet,105,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e105.pt,5,60000,10,,,,,,,,0.8993252356172481,0.9485666666666668,0.8972573585135317,0.94885,0.8956173975727478,0.9491666666666668,0.8941975308552901,0.94925,0.8930572561317033,0.9492833333333334,0.8918555184484968,0.9494,0.8908021238379551,0.9494833333333332,0.8883086543538607,0.9493666666666668,0.8853602710361124,0.9489333333333332,0.9638,0.8364
cifar,trainUval,resnet,127,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e127.pt,5,60000,10,,,,,,,,0.9518728878946616,0.9742166666666666,0.9512738880570332,0.9744166666666668,0.9506177286593982,0.9748333333333332,0.9500881658009966,0.9747666666666668,0.9497075763967926,0.9746833333333332,0.9493827618173692,0.9745666666666668,0.9490613176741096,0.9744,0.9482366273961652,0.97445,0.9473265876767154,0.9743666666666668,0.99686,0.8576
cifar,trainUval,resnet,149,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e149.pt,5,60000,10,,,,,,,,0.9608143168026652,0.9772333333333332,0.960394779172498,0.9773333333333334,0.9601753088364766,0.9775666666666668,0.9599794303149144,0.9773166666666666,0.9597781066344694,0.9774333333333334,0.9596547432793088,0.97735,0.9595174419459775,0.9773333333333334,0.9590836659590852,0.9773,0.9587135892769828,0.9773666666666668,0.99976,0.8636
cifar,trainUval,resnet,170,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e170.pt,5,60000,10,,,,,,,,0.8928462864894174,0.9431833333333334,0.8908085124905533,0.9430666666666668,0.8892097519018377,0.9430666666666668,0.8878234716502282,0.9429,0.8866480528029418,0.9427333333333332,0.8856109000877286,0.9426,0.88461141074066,0.9425333333333332,0.8821465635334559,0.9425333333333332,0.8794953517600284,0.9422166666666668,0.95514,0.8384
cifar,trainUval,resnet,192,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e192.pt,5,60000,10,,,,,,,,0.910448183030406,0.9523333333333334,0.9090004828584538,0.9528,0.9075409196839018,0.9525666666666668,0.906448968025506,0.9524833333333332,0.9054275537613096,0.9525,0.9045021294243096,0.9523333333333334,0.9037210727495696,0.9522833333333334,0.901731654899217,0.9518333333333332,0.8995163289305558,0.95145,0.96678,0.8361
cifar,trainUval,resnet,33,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e33.pt,5,60000,10,,,,,,,,0.7525706285922344,0.8476166666666667,0.7490808084052599,0.8488,0.7464189336375533,0.8494166666666667,0.7439262488241047,0.8484333333333334,0.7421039279221046,0.8488333333333333,0.7402574400928755,0.8486833333333333,0.7386440154360632,0.8490166666666666,0.7344103222281982,0.8489,0.7301186836015521,0.8478666666666667,0.82208,0.7685
cifar,trainUval,resnet,55,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e55.pt,5,60000,10,,,,,,,,0.8687744075477462,0.9336833333333332,0.8664258323529315,0.93455,0.8644320859632912,0.9352333333333334,0.8625486202812289,0.9353166666666668,0.8609993986354243,0.9353,0.8593260262759422,0.9349666666666666,0.8579681040432164,0.9351,0.8546560160654922,0.93505,0.8508529024378945,0.9351833333333334,0.95898,0.8337
cifar,trainUval,resnet,77,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e77.pt,5,60000,10,,,,,,,,0.8258245633992806,0.9040666666666668,0.8223603691856015,0.90445,0.8195269315094416,0.90505,0.8171698270013049,0.9047833333333334,0.8151627990485623,0.90465,0.8134306200131539,0.9047166666666666,0.811850905766902,0.9046166666666666,0.8077421875482074,0.9042166666666668,0.8032059982697082,0.9031833333333332,0.89282,0.797
cifar,trainUval,resnet,99,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e99.pt,5,60000,10,,,,,,,,0.8860420295754409,0.9417833333333332,0.8836980201828507,0.9424,0.8816351253684622,0.9427166666666666,0.8800070118241494,0.9427666666666666,0.8785291065674019,0.94275,0.877209351611655,0.9422,0.8759241460433779,0.9422,0.872747549053428,0.9418833333333332,0.8693267950419371,0.94145,0.95556,0.8324
cifar,train,resnet,119,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e119.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.98946,0.8458
cifar,train,resnet,140,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e140.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99954,0.8637
cifar,train,resnet,162,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e162.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.93898,0.8233
cifar,train,resnet,184,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e184.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96388,0.8349
cifar,train,resnet,25,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e25.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.90082,0.82
cifar,train,resnet,47,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e47.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.92164,0.828
cifar,train,resnet,69,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e69.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.98984,0.8448
cifar,train,resnet,90,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e90.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.93574,0.8279
cifar,val,resnet,110,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e110.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96668,0.8349
cifar,val,resnet,132,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e132.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99874,0.8619
cifar,val,resnet,154,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e154.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.92252,0.8121
cifar,val,resnet,176,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e176.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96224,0.8383
cifar,val,resnet,198,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e198.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96154,0.8357
cifar,val,resnet,39,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e39.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.8632,0.7866
cifar,val,resnet,60,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e60.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97698,0.8435
cifar,val,resnet,82,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e82.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.92996,0.8222
cifar,trainUval,densenet,109,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e109.pt,5,60000,10,,,,,,,,0.9344124528339426,0.9679833333333332,0.932993655139317,0.9682833333333334,0.9318800186118572,0.96825,0.9309077361900564,0.9683333333333334,0.9300010149389748,0.9682666666666668,0.929253150724332,0.9682666666666668,0.9285968478627632,0.96805,0.9267851031793354,0.9681,0.92477912529024,0.9678666666666668,0.98506,0.854
cifar,trainUval,densenet,130,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e130.pt,5,60000,10,,,,,,,,0.9627164500313148,0.9782,0.9623723892863638,0.9783166666666666,0.9621004006525048,0.97815,0.9619042942464956,0.97815,0.9617512275189964,0.97825,0.9616015892416554,0.9782166666666666,0.9614579746952072,0.9782333333333332,0.961199202205368,0.97825,0.9609266396900492,0.9781166666666666,0.99936,0.8701
cifar,trainUval,densenet,152,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e152.pt,5,60000,10,,,,,,,,0.8652972639639391,0.9323833333333332,0.8624812296010301,0.9327166666666666,0.8600963393219992,0.93285,0.8579170882914172,0.9325,0.856072330445669,0.9325166666666668,0.8545126752005726,0.9322166666666668,0.85309926533308,0.9316333333333332,0.849506584842897,0.9305,0.8455948957410837,0.9294166666666668,0.9232,0.8182
cifar,trainUval,densenet,174,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e174.pt,5,60000,10,,,,,,,,0.90706018789153,0.9543333333333334,0.9049582945140896,0.95385,0.9032627872787246,0.9535666666666668,0.9017909806475384,0.95345,0.9005872763503383,0.9528166666666666,0.8994633704581595,0.9531166666666666,0.898472776196367,0.9531666666666668,0.8958620042103244,0.9523666666666668,0.8930850576531456,0.9516166666666668,0.96046,0.8385
cifar,trainUval,densenet,196,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e196.pt,5,60000,10,,,,,,,,0.9313460491904676,0.96505,0.929901692489898,0.9647666666666668,0.9289024952084428,0.9649833333333332,0.9277789104166624,0.9644333333333334,0.9269958910623072,0.96415,0.9262931611746504,0.9638,0.9256833072718637,0.9638666666666666,0.924024353643068,0.9636666666666668,0.9222205338578956,0.9630833333333332,0.97668,0.8533
cifar,trainUval,densenet,37,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e37.pt,5,60000,10,,,,,,,,0.7825203250202479,0.8790833333333333,0.7781796903560458,0.8796,0.7747730504552756,0.8803333333333333,0.7719974336530903,0.88025,0.7696144373517424,0.88045,0.7674275082559975,0.88085,0.7655157867955812,0.88055,0.7603508191757532,0.8795833333333334,0.7549001783276132,0.8792666666666666,0.89244,0.8095
cifar,trainUval,densenet,59,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e59.pt,5,60000,10,,,,,,,,0.9115603299211066,0.9622333333333334,0.9092655129522784,0.9626333333333332,0.9072967507221557,0.9629166666666666,0.9056518070954492,0.96325,0.9041336753772244,0.9633,0.9027859197107848,0.9632833333333334,0.9015270367845872,0.9630833333333332,0.8983346241163994,0.9630666666666666,0.8949842348162094,0.9627833333333332,0.98814,0.8401
cifar,trainUval,densenet,80,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e80.pt,5,60000,10,,,,,,,,0.8520453415685595,0.9304166666666668,0.8480246039898712,0.9303666666666668,0.8450113880608007,0.9306166666666666,0.8423953929265874,0.9301,0.8401276122695274,0.92985,0.8380734343054991,0.9298,0.8361665104921145,0.9296833333333332,0.8310876152654408,0.9284166666666668,0.825653985619513,0.9274833333333332,0.94158,0.8296
cifar,train,densenet,100,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e100.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97136,0.8382
cifar,train,densenet,122,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e122.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979,0.8621
cifar,train,densenet,144,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e144.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99988,0.875
cifar,train,densenet,166,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e166.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9286,0.8119
cifar,train,densenet,188,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e188.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96992,0.8433
cifar,train,densenet,29,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e29.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.93514,0.8209
cifar,train,densenet,50,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e50.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.94478,0.8269
cifar,train,densenet,72,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e72.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9068,0.8019
cifar,train,densenet,94,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e94.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.95706,0.8313
cifar,val,densenet,114,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e114.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99168,0.855
cifar,val,densenet,136,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e136.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998,0.8732
cifar,val,densenet,158,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e158.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.94334,0.8281
cifar,val,densenet,18,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e18.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.8368,0.7736
cifar,val,densenet,200,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e200.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97902,0.8529
cifar,val,densenet,42,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e42.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.91826,0.8185
cifar,val,densenet,64,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e64.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99646,0.848
cifar,val,densenet,86,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e86.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.93656,0.8246
cifar,trainUval,resnet,106,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e106.pt,5,60000,10,,,,,,,,0.8984959117375166,0.9479,0.8962794520477574,0.9483166666666668,0.8946181264563463,0.9488,0.8931558378212523,0.94855,0.8920316605704908,0.9487666666666666,0.8909079553587408,0.9486333333333332,0.8898080481513668,0.9484833333333332,0.8871812870892277,0.9487166666666668,0.8841965542776313,0.94845,0.96248,0.8327
cifar,trainUval,resnet,128,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e128.pt,5,60000,10,,,,,,,,0.9537901780725012,0.9752166666666666,0.9531837015650954,0.9754666666666668,0.9528216096670814,0.97545,0.9522889749082434,0.9755,0.9519602789120732,0.9755666666666668,0.9516386479176032,0.9755,0.9513186969110096,0.97545,0.9504717948156006,0.97535,0.9496175373687668,0.9753833333333334,0.99734,0.8602
cifar,trainUval,resnet,15,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e15.pt,5,60000,10,,,,,,,,0.7053263069236339,0.8072,0.7021795059941469,0.8084166666666667,0.6994255198752786,0.80815,0.6970761976384383,0.8092666666666667,0.6951905274714799,0.8099166666666666,0.693431431987385,0.8101,0.6919123156451257,0.8099,0.6880100964866689,0.8097666666666666,0.6839150432988064,0.8102833333333334,0.79316,0.7512
cifar,trainUval,resnet,171,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e171.pt,5,60000,10,,,,,,,,0.8962566266784466,0.94485,0.8944484891594553,0.9452,0.8929509156883851,0.9452333333333334,0.891604127904102,0.9454833333333332,0.8904115484558952,0.9455833333333332,0.8894731383297525,0.9456166666666668,0.8886016197682465,0.9454833333333332,0.8863333906947503,0.9454666666666668,0.8837150443516445,0.9452333333333334,0.95538,0.8321
cifar,trainUval,resnet,193,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e193.pt,5,60000,10,,,,,,,,0.9046212341700652,0.9479333333333332,0.903103386535632,0.9481166666666668,0.901793232357778,0.9482666666666668,0.900782797107676,0.9483833333333334,0.8999393919484622,0.9481666666666668,0.8991206580110758,0.94775,0.8983999518725235,0.9481666666666668,0.8964386629881304,0.94795,0.8944507539223202,0.9475,0.96294,0.8332
cifar,trainUval,resnet,34,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e34.pt,5,60000,10,,,,,,,,0.7608246740158405,0.85455,0.7576583265901657,0.8561666666666666,0.75471948797592,0.8556333333333334,0.7522844016159677,0.8559833333333333,0.7501900262105529,0.8551666666666666,0.7484876762778682,0.8551833333333333,0.7468541282806715,0.855,0.7427949475048357,0.8546166666666667,0.7383262172982613,0.8536333333333334,0.8375,0.7751
cifar,trainUval,resnet,56,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e56.pt,5,60000,10,,,,,,,,0.8781972105020226,0.9388,0.8756511618809574,0.9390333333333334,0.8735923577361835,0.9392166666666668,0.8717407421011407,0.9390166666666668,0.8702728275688191,0.9395,0.8688604735196646,0.9391166666666668,0.8675821869318983,0.9393666666666668,0.8642872463866627,0.9396333333333332,0.8606381076921037,0.9391,0.96268,0.8421
cifar,trainUval,resnet,78,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e78.pt,5,60000,10,,,,,,,,0.828760291105142,0.9059333333333334,0.8254898305003548,0.90655,0.8229659465823268,0.9062166666666668,0.8209004512751148,0.9066833333333332,0.8189866477435794,0.9067333333333332,0.8172871012804421,0.9060166666666668,0.8157031611562583,0.9056833333333332,0.8117879048127076,0.90535,0.8076070176006809,0.9046166666666666,0.90842,0.8159
cifar,train,resnet,0,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e0.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1
cifar,train,resnet,12,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e12.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.74782,0.7113
cifar,train,resnet,141,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e141.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99972,0.8641
cifar,train,resnet,163,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e163.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.94592,0.8252
cifar,train,resnet,185,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e185.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96144,0.8342
cifar,train,resnet,26,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e26.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.90542,0.8156
cifar,train,resnet,48,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e48.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.92014,0.8236
cifar,train,resnet,7,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e7.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.77184,0.7346
cifar,train,resnet,91,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e91.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.93428,0.8236
cifar,val,resnet,111,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e111.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97882,0.8458
cifar,val,resnet,133,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e133.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989,0.8612
cifar,val,resnet,155,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e155.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9266,0.8206
cifar,val,resnet,177,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e177.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.95046,0.8276
cifar,val,resnet,199,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e199.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96606,0.8303
cifar,val,resnet,4,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e4.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.695,0.6755
cifar,val,resnet,61,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e61.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97858,0.8377
cifar,val,resnet,83,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e83.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9146,0.8101
cifar,trainUval,densenet,11,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e11.pt,5,60000,10,,,,,,,,0.6226045245193299,0.74905,0.6177122972497036,0.74875,0.6142369788811978,0.7500666666666667,0.6111657455032082,0.7511333333333333,0.6086145714752138,0.75055,0.606404793562717,0.7503833333333333,0.6042873238544416,0.7504333333333333,0.598883643077536,0.7492833333333333,0.5934047444067135,0.7474,0.73818,0.6995
cifar,trainUval,densenet,131,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e131.pt,5,60000,10,,,,,,,,0.963392590965019,0.9784666666666668,0.9631499855356112,0.9784333333333334,0.9629309152692168,0.9783333333333334,0.9627368037066396,0.9783333333333334,0.962634442135356,0.97835,0.9624635348485808,0.9784833333333334,0.9623511063720432,0.9784833333333334,0.9621071552613192,0.9785166666666668,0.9618795656537918,0.9785666666666668,0.99942,0.8708
cifar,trainUval,densenet,153,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e153.pt,5,60000,10,,,,,,,,0.8725059100806942,0.93535,0.86937901840799,0.9349333333333332,0.8668890486023642,0.93435,0.8648294955499279,0.9346333333333332,0.8629301868789984,0.9344333333333332,0.8614631901865696,0.9339666666666666,0.8600060488068371,0.93375,0.8565057557462218,0.9334,0.852704486182358,0.9322833333333334,0.9322,0.8241
cifar,trainUval,densenet,175,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e175.pt,5,60000,10,,,,,,,,0.9174977901748044,0.9591666666666666,0.9155628087494136,0.9587166666666668,0.9141716527172948,0.9586166666666668,0.9129570207392284,0.9583,0.9118771038572898,0.9583333333333334,0.9109087701518068,0.9582833333333334,0.9100109054260356,0.9582833333333334,0.9079311581277694,0.9584333333333334,0.905528991462839,0.9577666666666668,0.96776,0.8485
cifar,trainUval,densenet,197,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e197.pt,5,60000,10,,,,,,,,0.9325838077980771,0.96545,0.931287489706902,0.9656,0.9302719046709402,0.9654833333333334,0.9293488537857848,0.9650333333333332,0.9285468556816378,0.9649666666666666,0.9279196742699986,0.9652166666666666,0.9272623479104048,0.9653666666666668,0.9257130462600596,0.9649666666666666,0.9241113259266236,0.96435,0.97844,0.8524
cifar,trainUval,densenet,38,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e38.pt,5,60000,10,,,,,,,,0.7847677035596713,0.8802333333333333,0.7803132883593067,0.8805666666666667,0.7772110842646837,0.8805333333333333,0.77422910644471,0.8807666666666667,0.771595346858753,0.8802666666666666,0.7694269080798002,0.8806666666666667,0.7675112286909809,0.8812333333333333,0.7623557051698368,0.8801333333333333,0.7566480786110943,0.8787,0.88806,0.8012
