dataset,split,model,epoch,layer,tensor_path,k_neighbors,num_points,num_classes,intra_class_mean_distance,inter_class_mean_distance,intra_inter_distance_ratio,centroid_mean_separation,centroid_min_separation,neighborhood_purity,knn_accuracy,neighbourhood_purity_15,knn_accuracy_15,neighbourhood_purity_20,knn_accuracy_20,neighbourhood_purity_25,knn_accuracy_25,neighbourhood_purity_30,knn_accuracy_30,neighbourhood_purity_35,knn_accuracy_35,neighbourhood_purity_40,knn_accuracy_40,neighbourhood_purity_45,knn_accuracy_45,neighbourhood_purity_60,knn_accuracy_60,neighbourhood_purity_80,knn_accuracy_80,train_acc,val_acc
cifar,train,resnet,111,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e111.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97882,0.8458
cifar,train,resnet,133,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e133.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989,0.8612
cifar,train,resnet,155,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e155.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9266,0.8206
cifar,train,resnet,177,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e177.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.95046,0.8276
cifar,train,resnet,199,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e199.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96606,0.8303
cifar,train,resnet,4,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e4.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.695,0.6755
cifar,train,resnet,61,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e61.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97858,0.8377
cifar,train,resnet,83,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e83.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9146,0.8101
cifar,val,resnet,103,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e103.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96506,0.8399
cifar,val,resnet,125,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e125.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99552,0.8544
cifar,val,resnet,147,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e147.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99978,0.8655
cifar,val,resnet,169,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e169.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.95212,0.8358
cifar,val,resnet,190,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e190.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96502,0.8386
cifar,val,resnet,31,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e31.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.8201,0.7595
cifar,val,resnet,53,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e53.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9487,0.8309
cifar,val,resnet,75,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e75.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.90472,0.8152
cifar,val,resnet,97,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e97.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9525,0.8302
cifar,trainUval,densenet,101,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e101.pt,5,60000,10,,,,,,,,0.91596521049574,0.9615666666666668,0.9139022840925496,0.9612833333333334,0.91213599709342,0.9615,0.9106721430854696,0.9614666666666668,0.9092772623195032,0.9612833333333334,0.908092320222785,0.9610333333333332,0.9069817103796948,0.9609333333333332,0.9043774673744908,0.9605333333333334,0.901605913636388,0.9602333333333334,0.98064,0.8467
cifar,trainUval,densenet,123,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e123.pt,5,60000,10,,,,,,,,0.9576212863508288,0.9765,0.9570751406629115,0.9765833333333334,0.9567612822475812,0.9764833333333334,0.9564207432427912,0.9763333333333334,0.9561150876452924,0.9763333333333334,0.9558403687362848,0.9762166666666666,0.9556321257964322,0.9762666666666666,0.9550606438685546,0.976,0.9544611906348648,0.976,0.99754,0.863
cifar,trainUval,densenet,145,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e145.pt,5,60000,10,,,,,,,,0.9651501218513624,0.9791,0.9649332815678088,0.979,0.9648305277576352,0.9790333333333332,0.9646803044234792,0.9790166666666666,0.9645851455812232,0.97895,0.9644852479826804,0.9789166666666668,0.9643882894443542,0.9789166666666668,0.9642578427492048,0.9788833333333332,0.9640657531299422,0.9788333333333332,0.99992,0.8738
cifar,trainUval,densenet,167,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e167.pt,5,60000,10,,,,,,,,0.9088479946200017,0.9554166666666668,0.9064841912727534,0.9554,0.9046603443371498,0.95535,0.9032463330189394,0.9554,0.9020138874651475,0.9551666666666668,0.9009293566725628,0.9551,0.8999139385780021,0.9547333333333332,0.8974213409228539,0.9542166666666668,0.8947892858737404,0.9541666666666668,0.96384,0.8435
cifar,trainUval,densenet,189,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e189.pt,5,60000,10,,,,,,,,0.92361887124289,0.9609833333333332,0.9218863131214566,0.9608333333333332,0.9208280309281174,0.96105,0.9197545563338368,0.9607666666666668,0.9189006274836036,0.96115,0.9179547231161894,0.961,0.9171606305924556,0.9606666666666668,0.9153085292695302,0.9603166666666668,0.9134775029693007,0.96,0.97012,0.8489
cifar,trainUval,densenet,3,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e3.pt,5,60000,10,,,,,,,,0.5291224065561169,0.66565,0.5247068924334798,0.6668333333333333,0.5213850532868329,0.6678,0.5184357590006424,0.6683833333333333,0.5157107752701369,0.6671833333333334,0.5133312560744067,0.6660166666666667,0.5110311814617134,0.6663,0.5060141972380456,0.6655666666666666,0.5008941202054645,0.66505,0.61074,0.5877
cifar,trainUval,densenet,51,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e51.pt,5,60000,10,,,,,,,,0.8660815456287883,0.9378333333333332,0.8627758534941606,0.9389333333333332,0.8600865973097056,0.9392666666666668,0.857864707395387,0.9389,0.8558860522876729,0.9392333333333334,0.8541783907733109,0.9388666666666666,0.85243378420571,0.9390833333333334,0.8480390371352589,0.9387166666666666,0.8433264940922569,0.9382166666666668,0.96086,0.8322
cifar,trainUval,densenet,73,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e73.pt,5,60000,10,,,,,,,,0.8293120727504482,0.9139,0.825110125400649,0.9146333333333332,0.8216450655064351,0.9141,0.8189087989676894,0.9143833333333332,0.8164815888101417,0.9140166666666668,0.8143288855118461,0.9138833333333334,0.8123815103517701,0.9137333333333332,0.8075597886163962,0.91345,0.8021564883289354,0.9125166666666666,0.91884,0.8111
cifar,trainUval,densenet,95,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e95.pt,5,60000,10,,,,,,,,0.9001075854490325,0.9537166666666668,0.8975429187343318,0.9544166666666668,0.8955724137062794,0.9544,0.8936116417452935,0.9543166666666668,0.8920504870177571,0.9539666666666666,0.8906642773101308,0.9537833333333332,0.8893286390541655,0.9537833333333332,0.8860016928601906,0.9532666666666668,0.8824248194950686,0.9529,0.97096,0.8431
cifar,train,densenet,115,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e115.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99214,0.858
cifar,train,densenet,137,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e137.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99978,0.874
cifar,train,densenet,159,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e159.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.95474,0.837
cifar,train,densenet,180,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e180.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97328,0.852
cifar,train,densenet,21,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e21.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.8744,0.7935
cifar,train,densenet,43,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e43.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9147,0.8148
cifar,train,densenet,65,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e65.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9967,0.8489
cifar,train,densenet,87,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e87.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.94614,0.8294
cifar,val,densenet,107,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e107.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.98446,0.847
cifar,val,densenet,129,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e129.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99924,0.8679
cifar,val,densenet,150,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e150.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999,0.8752
cifar,val,densenet,172,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e172.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9656,0.8432
cifar,val,densenet,194,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e194.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97604,0.851
cifar,val,densenet,35,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e35.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.8837,0.8021
cifar,val,densenet,57,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e57.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.98502,0.8416
cifar,val,densenet,79,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e79.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.94572,0.8322
cifar,trainUval,resnet,1,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e1.pt,5,60000,10,,,,,,,,0.431724491858772,0.5701166666666667,0.4274031428657791,0.57165,0.4240921693548999,0.5725,0.4212072396366622,0.57345,0.4187336156750096,0.5724,0.416664550389949,0.5725,0.4148052166312799,0.57205,0.4101493284963134,0.5702,0.405292591807677,0.5684166666666667,0.492,0.4807
cifar,trainUval,resnet,120,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e120.pt,5,60000,10,,,,,,,,0.9383021447380452,0.9688166666666668,0.9371932827876625,0.9688666666666668,0.93634961682606,0.9686666666666668,0.9355984637917206,0.96895,0.9349564212848678,0.9688833333333332,0.9342445333772008,0.96875,0.933651431222627,0.9687666666666668,0.932190882177782,0.9684666666666668,0.9306565072892606,0.9684333333333334,0.98932,0.8506
cifar,trainUval,resnet,142,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e142.pt,5,60000,10,,,,,,,,0.9603973688948813,0.9773666666666668,0.9600800978366816,0.9773833333333334,0.9598124409145022,0.97735,0.9596440621173088,0.9773333333333334,0.95947197627782,0.9775166666666668,0.9593370175039158,0.9775833333333334,0.9591815695678568,0.9776333333333334,0.9587565202677996,0.97745,0.958352532603474,0.9774666666666668,0.99974,0.8637
cifar,trainUval,resnet,164,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e164.pt,5,60000,10,,,,,,,,0.8771200431898873,0.9339166666666666,0.874827854923386,0.9344166666666668,0.873020522321711,0.9336333333333332,0.8712485843564672,0.9345166666666668,0.869791872675304,0.93435,0.8684924213266725,0.93385,0.8673064348429094,0.9335666666666668,0.8644324580528606,0.93335,0.8611747663384774,0.93295,0.93384,0.8211
cifar,trainUval,resnet,186,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e186.pt,5,60000,10,,,,,,,,0.9055302593653382,0.95055,0.9036270230748517,0.9503833333333334,0.902102064140126,0.95065,0.900827312383484,0.9502833333333334,0.8996580785374482,0.9502666666666668,0.8986905865393938,0.94985,0.8978552697351622,0.94985,0.8955943203808916,0.94925,0.8930824307536133,0.9491,0.96034,0.8394
cifar,trainUval,resnet,27,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e27.pt,5,60000,10,,,,,,,,0.8024907699322514,0.8884166666666666,0.7995149199309369,0.88905,0.7972875790768181,0.8891833333333333,0.7950092215150781,0.8890166666666667,0.7931510269216171,0.8898666666666667,0.7915710509394104,0.8906333333333334,0.7901897092816372,0.8903,0.7865619645014675,0.89105,0.7823748486536072,0.8901666666666667,0.91528,0.8261
cifar,trainUval,resnet,49,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e49.pt,5,60000,10,,,,,,,,0.8390127882259715,0.91235,0.8358599172646709,0.9130666666666668,0.8335526209848456,0.914,0.8313723790084283,0.9142166666666668,0.8295900188464808,0.9140666666666668,0.8279743760204845,0.9138333333333334,0.8266570378903019,0.9143166666666668,0.8228174941521615,0.9138833333333334,0.8187579260597792,0.9132166666666668,0.92904,0.8285
cifar,trainUval,resnet,70,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e70.pt,5,60000,10,,,,,,,,0.916157100129336,0.9612333333333334,0.914371504864764,0.9621,0.9129217934293886,0.9621833333333332,0.9115771488847316,0.9622333333333334,0.9104440131227526,0.96235,0.909373967895494,0.96225,0.9083392543134864,0.9620166666666666,0.9059546736150738,0.9623166666666668,0.9032147126369666,0.9623833333333334,0.9899,0.8448
cifar,trainUval,resnet,92,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e92.pt,5,60000,10,,,,,,,,0.8666831835865784,0.9302,0.8641474999182006,0.9299333333333332,0.862100834573501,0.9296166666666666,0.8601171278490581,0.93015,0.8584559685226089,0.9299166666666666,0.8569507069775435,0.9305666666666668,0.8557611419192152,0.9303666666666668,0.8524694136462819,0.93035,0.8489562056485257,0.9297666666666666,0.9391,0.8209
cifar,train,resnet,112,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e112.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.97914,0.8422
cifar,train,resnet,134,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e134.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99908,0.8608
cifar,train,resnet,156,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e156.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9271,0.8138
cifar,train,resnet,178,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e178.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9624,0.8409
cifar,train,resnet,2,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e2.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.60434,0.5917
cifar,train,resnet,40,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e40.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.8865,0.8067
cifar,train,resnet,62,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e62.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.98224,0.8425
cifar,train,resnet,84,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e84.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.92684,0.8245
cifar,val,resnet,104,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e104.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96448,0.8382
cifar,val,resnet,126,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e126.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9937,0.8538
cifar,val,resnet,148,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e148.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99978,0.8649
cifar,val,resnet,17,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e17.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.81926,0.7725
cifar,val,resnet,191,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e191.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96054,0.8342
cifar,val,resnet,32,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e32.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.82304,0.7648
cifar,val,resnet,54,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e54.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.95254,0.8315
cifar,val,resnet,76,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e76.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.90526,0.8085
cifar,val,resnet,98,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e98.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9471,0.8299
cifar,trainUval,densenet,102,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e102.pt,5,60000,10,,,,,,,,0.9143751840185668,0.9605333333333334,0.9125052256589392,0.9604833333333334,0.9106946627484944,0.9607333333333332,0.9092495767362871,0.9603333333333334,0.9080211717993438,0.96055,0.906938939221602,0.9606,0.9058117581580492,0.9602833333333334,0.9031279057068716,0.9600333333333332,0.9002717761017764,0.95935,0.97562,0.8453
cifar,trainUval,densenet,124,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e124.pt,5,60000,10,,,,,,,,0.9585523029890016,0.9769666666666666,0.9580175612575812,0.9768666666666668,0.9577199189515752,0.9766833333333332,0.9574312185717088,0.9767666666666668,0.957222188300327,0.9766666666666668,0.9570466474948718,0.9766,0.9568403377908048,0.9765,0.9564272559849152,0.9768166666666668,0.9559182271763736,0.9768333333333332,0.99802,0.8665
cifar,trainUval,densenet,146,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e146.pt,5,60000,10,,,,,,,,0.9653828154593188,0.9791166666666666,0.965193167653556,0.9791,0.9649836034505612,0.9791666666666666,0.9648346601173408,0.97915,0.964736504389622,0.9790666666666666,0.9646876106035178,0.9791,0.9645879511933028,0.9790833333333332,0.9644025702686264,0.9791333333333332,0.9641856945654064,0.9790333333333332,0.99988,0.8741
cifar,trainUval,densenet,168,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e168.pt,5,60000,10,,,,,,,,0.9059012369890032,0.9540666666666666,0.9036797057412193,0.9541333333333334,0.9019364906579906,0.95375,0.9003138212737586,0.9533,0.899108381059647,0.9531166666666666,0.8979900018944967,0.9529666666666666,0.8970214315149013,0.95295,0.8944274592539361,0.9521166666666666,0.8916567937358347,0.9518833333333332,0.95934,0.8445
cifar,trainUval,densenet,19,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e19.pt,5,60000,10,,,,,,,,0.7315521697410285,0.839,0.7268604583328728,0.8398666666666667,0.723241440026513,0.8403833333333334,0.7203384660954851,0.84005,0.7180540665841225,0.8398333333333333,0.7160044925257709,0.8403,0.7139004438275887,0.8405333333333334,0.7087543608163694,0.8394833333333334,0.7032922042576684,0.83875,0.84888,0.7799
cifar,trainUval,densenet,30,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e30.pt,5,60000,10,,,,,,,,0.8006148193131707,0.8929666666666667,0.7969560562076684,0.8935333333333333,0.793832681249219,0.8938166666666667,0.7912169233125289,0.8950833333333333,0.7889544781968403,0.8954666666666666,0.7870144910563622,0.89545,0.7851399043309938,0.8957666666666667,0.7804088916213944,0.8959666666666667,0.7753998749643809,0.8963,0.93554,0.8197
cifar,trainUval,densenet,52,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e52.pt,5,60000,10,,,,,,,,0.8743306575617508,0.9432,0.8711672634949374,0.944,0.8685990212474917,0.9445166666666668,0.8663517379517596,0.9446833333333332,0.8643924938286952,0.9447,0.8626344602156449,0.9446666666666668,0.8610716101389587,0.9447166666666666,0.8570699028466116,0.94425,0.8526015443709677,0.9433333333333334,0.9701,0.8381
cifar,trainUval,densenet,74,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e74.pt,5,60000,10,,,,,,,,0.8380059933401558,0.9193166666666668,0.834300555230732,0.9209333333333334,0.8310111345992744,0.9208333333333332,0.8284474542666926,0.921,0.8260787287986187,0.9206,0.823927225904199,0.9204166666666668,0.8221236000458861,0.9198,0.8172600536205884,0.9196333333333332,0.812058585867755,0.9188666666666668,0.9365,0.8252
cifar,trainUval,densenet,96,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e96.pt,5,60000,10,,,,,,,,0.9043510499307889,0.9573833333333334,0.9016165085461636,0.957,0.8995065331848314,0.95665,0.8977383532761801,0.9568333333333332,0.8961732008912409,0.9566,0.8947408185318372,0.9564333333333334,0.8934262020810178,0.95605,0.8902041669538668,0.9559833333333332,0.886840337118346,0.9554833333333334,0.97416,0.846
cifar,train,densenet,116,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e116.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99456,0.8565
cifar,train,densenet,138,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e138.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99978,0.872
cifar,train,densenet,16,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e16.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.82494,0.7735
cifar,train,densenet,181,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e181.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96922,0.8413
cifar,train,densenet,22,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e22.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.8782,0.7945
cifar,train,densenet,44,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e44.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.91978,0.8176
cifar,train,densenet,66,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e66.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.99666,0.8494
cifar,train,densenet,88,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e88.pt,5,50000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.95492,0.836
cifar,val,densenet,108,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e108.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.98402,0.849
cifar,val,densenet,13,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e13.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.77016,0.7332
cifar,val,densenet,151,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e151.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9184,0.8183
cifar,val,densenet,173,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e173.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.95934,0.8405
cifar,val,densenet,195,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e195.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.96688,0.8416
cifar,val,densenet,36,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e36.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.86354,0.788
cifar,val,densenet,58,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e58.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.9878,0.843
cifar,val,densenet,8,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e8.pt,5,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.78604,0.7322
cifar,trainUval,resnet,10,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e10.pt,5,60000,10,,,,,,,,0.6779804099270225,0.7881666666666667,0.6746062237887877,0.7900166666666667,0.6719823492487763,0.78975,0.6698754527018591,0.7906833333333333,0.6680621358889195,0.7911166666666667,0.666230819307437,0.7908,0.6646896038451447,0.7910333333333334,0.6606994613059357,0.7909333333333334,0.656389710181957,0.79055,0.80658,0.7611
cifar,trainUval,resnet,121,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e121.pt,5,60000,10,,,,,,,,0.941651284953064,0.9707333333333332,0.9405593284477692,0.9705333333333334,0.93983610441107,0.97055,0.9392053675749826,0.9704666666666668,0.9386194257363288,0.97075,0.9380118790165182,0.9707833333333332,0.937415813574675,0.9706666666666668,0.9360683197577392,0.97065,0.9345489857437936,0.9708,0.99174,0.8538
cifar,trainUval,resnet,143,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e143.pt,5,60000,10,,,,,,,,0.960612626237178,0.97745,0.9602610341207892,0.97745,0.9599482057244548,0.9774666666666668,0.9597691221420148,0.9776,0.959579582671968,0.9775166666666668,0.9594243805136676,0.97755,0.9592667573594916,0.9775666666666668,0.9588701882446536,0.9773166666666666,0.9584898712402824,0.9774333333333334,0.99974,0.8645
cifar,trainUval,resnet,165,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e165.pt,5,60000,10,,,,,,,,0.8859358299200695,0.9381333333333334,0.8839771608856853,0.9385,0.8823053227665798,0.93825,0.8808112745833993,0.938,0.8795450305079952,0.9380833333333334,0.8784852234647386,0.9383666666666668,0.8774722473817671,0.9380833333333334,0.8749659759789992,0.9379,0.8722661434042341,0.9374666666666668,0.94946,0.8347
cifar,trainUval,resnet,187,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e187.pt,5,60000,10,,,,,,,,0.9037419152706508,0.9496,0.9021929798159164,0.9493833333333334,0.9007121426655235,0.9490833333333332,0.8995190571328807,0.9491833333333334,0.8985003009765579,0.9490833333333332,0.8975496409290972,0.9487333333333332,0.8966939033865342,0.9487166666666668,0.8945726019085635,0.9482833333333334,0.8922241621914535,0.9481,0.96248,0.8364
