dataset,randomness,split,model,epoch,layer,tensor_path,k_neighbors,num_points,num_classes,intra_class_mean_distance,inter_class_mean_distance,intra_inter_distance_ratio,centroid_mean_separation,centroid_min_separation,neighborhood_purity,knn_accuracy,neighbourhood_purity_20,knn_accuracy_20,train_acc,val_acc
cifar,0.5,val,densenet,200,a5,,,10000,10,,,,,,,,0.4090767428864887,0.6447,0.98472,0.5092
cifar,0.6,val,densenet,200,a5,,,10000,10,,,,,,,,0.3896199460128762,0.6135,0.98172,0.4162
cifar,0.7,val,densenet,200,a5,,,10000,10,,,,,,,,0.3628762402953807,0.5806,0.97752,0.3136
cifar,0.8,val,densenet,200,a5,,,10000,10,,,,,,,,0.3350699311422124,0.5396,0.9608,0.2218
cifar,0.9,val,densenet,200,a5,,,10000,10,,,,,,,,0.3043934797460818,0.4938,0.94792,0.1563
cifar,1.0,val,densenet,200,a5,,,10000,10,,,,,,,,0.2932615341842321,0.4771,,
cifar,0.05,trainUval,resnet,200,a1,,,60000,10,,,,,,,,0.860931315419983,0.9422833333333334,0.99416,0.8047
cifar,0.1,val,resnet,200,a5,,,10000,10,,,,,,,,0.3317492535352753,0.5259,0.99212,0.7727
cifar,0.2,trainUval,resnet,200,a4,,,60000,10,,,,,,,,0.5207921986900791,0.7346333333333334,0.98526,0.7109
cifar,0.3,train,resnet,200,a3,,,50000,10,,,,,,,,0.558513139487891,0.76582,0.98254,0.6435
cifar,0.35,val,resnet,200,a2,,,10000,10,,,,,,,,0.4859266078746777,0.7094,0.9776,0.5994
cifar,0.45,trainUval,resnet,200,a1,,,60000,10,,,,,,,,0.6329338175044836,0.7806833333333333,0.97488,0.5223
cifar,0.5,val,resnet,200,a5,,,10000,10,,,,,,,,0.3177701084187246,0.5145,0.97576,0.4941
cifar,0.7,trainUval,resnet,200,a4,,,60000,10,,,,,,,,0.4294317384554982,0.6424166666666666,0.95682,0.3214
cifar,0.9,train,resnet,200,a3,,,50000,10,,,,,,,,0.3537557107764817,0.5466,0.92046,0.158
cifar,1.0,val,resnet,200,a2,,,10000,10,,,,,,,,0.277510457948817,0.4591,,
cifar,0.0,val,vgg,200,a7,,,10000,10,,,,,,,,0.2129642712258306,0.3092,,
cifar,0.1,train,vgg,200,a3,,,50000,10,,,,,,,,0.8878962379754635,0.94822,0.98082,0.8442
cifar,0.15,train,vgg,200,a6,,,50000,10,,,,,,,,0.2521493839067996,0.30124,0.96344,0.8114
cifar,0.2,trainUval,vgg,200,a2,,,60000,10,,,,,,,,0.820746810212155,0.8897,0.9542,0.79
cifar,0.25,trainUval,vgg,200,a5,,,60000,10,,,,,,,,0.3763599424821341,0.4667333333333333,0.94366,0.7326
cifar,0.3,val,vgg,200,a1,,,10000,10,,,,,,,,0.5945713733097585,0.7339,0.92966,0.7058
cifar,0.35,val,vgg,200,a4,,,10000,10,,,,,,,,0.3925783894440703,0.5664,0.90418,0.6512
cifar,0.4,val,vgg,200,a7,,,10000,10,,,,,,,,0.2129642712258306,0.3092,0.89634,0.6153
cifar,0.5,train,vgg,200,a3,,,50000,10,,,,,,,,0.6092432209661538,0.7758,0.86394,0.5262
cifar,0.6,train,vgg,200,a6,,,50000,10,,,,,,,,0.2426367688026681,0.29584,0.8331,0.4654
cifar,0.7,trainUval,vgg,200,a2,,,60000,10,,,,,,,,0.3947734517079844,0.5803166666666667,0.82944,0.3394
cifar,0.8,trainUval,vgg,200,a5,,,60000,10,,,,,,,,0.3534169925365663,0.50825,0.81076,0.2388
cifar,0.9,val,vgg,200,a1,,,10000,10,,,,,,,,0.1246386951787734,0.1778,0.68164,0.1617
cifar,1.0,val,vgg,200,a4,,,10000,10,,,,,,,,0.2341254798162124,0.3819,,
cifar,0.0,val,densenet,200,a6,,,10000,10,,,,,,,,0.4702525000135089,0.7058,,
cifar,0.05,val,densenet,200,a6,,,10000,10,,,,,,,,0.4523206443476245,0.6923,0.99688,0.8074
cifar,0.1,val,densenet,200,a6,,,10000,10,,,,,,,,0.4410129351265013,0.6812,0.9955,0.7726
cifar,0.15,val,densenet,200,a6,,,10000,10,,,,,,,,0.4376172360481069,0.6765,0.99446,0.7457
cifar,0.2,val,densenet,200,a6,,,10000,10,,,,,,,,0.4273097606854817,0.6607,0.9943,0.7188
cifar,0.25,val,densenet,200,a6,,,10000,10,,,,,,,,0.4214052510162411,0.6538,0.99266,0.6933
cifar,0.3,val,densenet,200,a6,,,10000,10,,,,,,,,0.4189965492145841,0.6516,0.99006,0.6528
cifar,0.35,val,densenet,200,a6,,,10000,10,,,,,,,,0.4053971439875077,0.6375,0.99074,0.6086
cifar,0.4,val,densenet,200,a6,,,10000,10,,,,,,,,0.4024275150900509,0.634,0.98562,0.5638
cifar,0.45,val,densenet,200,a6,,,10000,10,,,,,,,,0.3922099767073024,0.6259,0.98492,0.5336
cifar,0.5,val,densenet,200,a6,,,10000,10,,,,,,,,0.3839579210332353,0.6082,0.98472,0.5092
cifar,0.6,val,densenet,200,a6,,,10000,10,,,,,,,,0.3717777387719806,0.5912,0.98172,0.4162
cifar,0.7,val,densenet,200,a6,,,10000,10,,,,,,,,0.3519341193555036,0.5715,0.97752,0.3136
cifar,0.8,val,densenet,200,a6,,,10000,10,,,,,,,,0.3317483029662674,0.5371,0.9608,0.2218
