dataset,randomness,split,model,epoch,layer,tensor_path,k_neighbors,num_points,num_classes,intra_class_mean_distance,inter_class_mean_distance,intra_inter_distance_ratio,centroid_mean_separation,centroid_min_separation,centroid_mean_correlation,silhouette_score,neighborhood_purity,knn_accuracy,neighbourhood_purity_15,knn_accuracy_15,neighbourhood_purity_20,knn_accuracy_20,neighbourhood_purity_25,knn_accuracy_25,neighbourhood_purity_30,knn_accuracy_30,neighbourhood_purity_35,knn_accuracy_35,neighbourhood_purity_40,knn_accuracy_40,neighbourhood_purity_45,knn_accuracy_45,neighbourhood_purity_60,knn_accuracy_60,neighbourhood_purity_80,knn_accuracy_80,train_acc,val_acc
cifar,0.0,trainUval,densenet,0,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e0.pt,5,60000,10,,,,,,,-0.1010179483886143,,,0.2725127851359552,0.4188,0.265935642083574,0.4203833333333333,0.2609129971576706,0.4192,0.2568511251714544,0.4194833333333333,0.253469894123076,0.4181833333333333,0.2504389557105325,0.4152333333333333,0.2477741584595102,0.4142333333333333,0.2412705600469353,0.4086666666666667,0.2351008484413631,0.40555,0.09992,0.0998
cifar,0.0,trainUval,densenet,12,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e12.pt,5,60000,10,,,,,,,0.0266500572099393,,,0.6415258719704404,0.7672333333333333,0.6366631138206896,0.76735,0.6330261433035407,0.76855,0.6300982741709847,0.7683833333333333,0.6273301236708089,0.76725,0.6249282809653559,0.7673166666666666,0.6227316452933339,0.7668666666666667,0.6173825564952362,0.7656833333333334,0.61158157662913,0.76365,0.74626,0.7048
cifar,0.0,trainUval,densenet,141,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e141.pt,5,60000,10,,,,,,,0.2804478574479636,,,0.9650978218318466,0.9791166666666666,0.9649008687922788,0.9791,0.9648034967833812,0.9790166666666666,0.964730847607274,0.9790333333333332,0.9646356585488048,0.9790833333333332,0.9645354382854824,0.979,0.9644285886631914,0.97915,0.9642259726131216,0.9791,0.9640946719246578,0.9790666666666666,0.99984,0.8746
cifar,0.0,trainUval,densenet,163,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e163.pt,5,60000,10,,,,,,,0.1788957775136585,,,0.8971622870595707,0.9493833333333334,0.8945220395781541,0.9494166666666668,0.8925086054139466,0.9489666666666666,0.8909057586223001,0.9489833333333332,0.88947816870402,0.9489166666666666,0.8881254916029384,0.9484333333333334,0.8869376404275847,0.9481833333333334,0.8840636130741,0.9481666666666668,0.8808896968905218,0.9474,0.95574,0.8391
cifar,0.0,trainUval,densenet,185,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e185.pt,5,60000,10,,,,,,,0.2072007495272576,,,0.9156292959875146,0.9575333333333332,0.9138089355360496,0.9573166666666668,0.912272019828834,0.9569166666666666,0.9108995739151526,0.9567333333333332,0.9098345888648368,0.9567,0.9089285639108912,0.9563,0.9080764741291546,0.9560666666666666,0.905880080758331,0.95575,0.9035566071472692,0.9555333333333332,0.96006,0.8409
cifar,0.0,trainUval,densenet,26,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e26.pt,5,60000,10,,,,,,,0.066976466662281,,,0.7876414721753014,0.88445,0.7836885317609433,0.8856166666666667,0.7802523104927194,0.8862666666666666,0.7776618082758573,0.8866333333333334,0.7752811309235323,0.8868,0.773137725786635,0.8870833333333333,0.7712381193130037,0.8868166666666667,0.7663218876956082,0.8867833333333334,0.7609313305325197,0.8872666666666666,0.92282,0.8139
cifar,0.0,trainUval,densenet,48,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e48.pt,5,60000,10,,,,,,,0.0927212152291046,,,0.842804719538732,0.9250333333333334,0.8393830507906087,0.92575,0.8362070624547789,0.9258333333333332,0.8336748217695863,0.9254833333333332,0.8312795930720569,0.9254166666666668,0.8292152256196367,0.9253833333333332,0.8274017523163523,0.9251333333333334,0.8228145452093963,0.9252,0.8176550202479883,0.9242833333333332,0.94812,0.8284
cifar,0.0,trainUval,densenet,7,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e7.pt,5,60000,10,,,,,,,0.023615212367913,,,0.6241442926153999,0.7506166666666667,0.6191248529454348,0.7517333333333334,0.6155804994902832,0.7528333333333334,0.6126041996699155,0.7533833333333333,0.6099427468912993,0.7538166666666667,0.6076256201210288,0.7536666666666667,0.6056157206427373,0.7532833333333333,0.6005663114278369,0.7521,0.5952365843650193,0.7522,0.7675,0.7185
cifar,0.0,trainUval,densenet,91,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e91.pt,5,60000,10,,,,,,,0.1300158538744865,,,0.884619909713085,0.9466666666666668,0.8816927349696525,0.9471166666666668,0.8789897200684725,0.9469333333333332,0.8769103022367905,0.9475,0.8749550807504504,0.9471666666666668,0.8732955429049146,0.9470833333333334,0.8716288303220305,0.947,0.8676576295217533,0.9465833333333332,0.8635390015673773,0.9458833333333332,0.96008,0.8328
cifar,0.0,train,densenet,111,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e111.pt,5,50000,10,,,,,,,0.2012855958200017,,,,,,,,,,,,,,,,,,,,,0.98726,0.8496
cifar,0.0,train,densenet,133,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e133.pt,5,50000,10,,,,,,,0.2904493932619734,,,,,,,,,,,,,,,,,,,,,0.99976,0.873
cifar,0.0,train,densenet,155,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e155.pt,5,50000,10,,,,,,,0.1735374653631255,,,,,,,,,,,,,,,,,,,,,0.93492,0.8197
cifar,0.0,train,densenet,177,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e177.pt,5,50000,10,,,,,,,0.2098180706171336,,,,,,,,,,,,,,,,,,,,,0.96162,0.8441
cifar,0.0,train,densenet,199,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e199.pt,5,50000,10,,,,,,,0.2553880354874029,,,,,,,,,,,,,,,,,,,,,0.97148,0.8469
cifar,0.0,train,densenet,4,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e4.pt,5,50000,10,,,,,,,0.012714584247005,,,,,,,,,,,,,,,,,,,,,0.68248,0.6535
cifar,0.0,train,densenet,61,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e61.pt,5,50000,10,,,,,,,0.1455743577566667,,,,,,,,,,,,,,,,,,,,,0.99364,0.8484
cifar,0.0,train,densenet,83,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e83.pt,5,50000,10,,,,,,,0.120934861292863,,,,,,,,,,,,,,,,,,,,,0.93724,0.8218
cifar,0.0,val,densenet,103,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e103.pt,5,10000,10,,,,,,,0.1207216262509418,,,,,,,,,,,,,,,,,,,,,0.97674,0.8446
cifar,0.0,val,densenet,125,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e125.pt,5,10000,10,,,,,,,0.1751373755891863,,,,,,,,,,,,,,,,,,,,,0.99836,0.8659
cifar,0.0,val,densenet,147,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e147.pt,5,10000,10,,,,,,,0.1948080853180358,,,,,,,,,,,,,,,,,,,,,0.99986,0.8751
cifar,0.0,val,densenet,169,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e169.pt,5,10000,10,,,,,,,0.1408041612989877,,,,,,,,,,,,,,,,,,,,,0.95996,0.838
cifar,0.0,val,densenet,190,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e190.pt,5,10000,10,,,,,,,0.1700983744336637,,,,,,,,,,,,,,,,,,,,,0.97628,0.8558
cifar,0.0,val,densenet,31,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e31.pt,5,10000,10,,,,,,,0.0355030393846767,,,,,,,,,,,,,,,,,,,,,0.85132,0.7809
cifar,0.0,val,densenet,53,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e53.pt,5,10000,10,,,,,,,0.0822594465871718,,,,,,,,,,,,,,,,,,,,,0.97152,0.8372
cifar,0.0,val,densenet,75,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e75.pt,5,10000,10,,,,,,,0.0775827799329789,,,,,,,,,,,,,,,,,,,,,0.92906,0.8181
cifar,0.0,val,densenet,97,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e97.pt,5,10000,10,,,,,,,0.1155286590689516,,,,,,,,,,,,,,,,,,,,,0.97282,0.8485
cifar,0.0,trainUval,resnet,117,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e117.pt,5,60000,10,,,,,,,0.2166015922225439,,,0.9316331011074566,0.9660666666666666,0.9301938137923303,0.9661166666666666,0.9290461827216954,0.9658,0.9281491498266788,0.9660166666666666,0.9273644976245524,0.9659666666666666,0.9266716755184076,0.9661333333333332,0.925942176124778,0.96605,0.924111604072575,0.9658333333333332,0.9223193416728512,0.9657333333333332,0.98568,0.8464
cifar,0.0,trainUval,resnet,139,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e139.pt,5,60000,10,,,,,,,0.2869607767064686,,,0.9600002896873134,0.9771666666666666,0.9597076403094612,0.97745,0.9594630113607224,0.97755,0.9592471327437038,0.9774833333333334,0.9591028386611836,0.97745,0.9588819693364542,0.9774833333333334,0.9587079466279128,0.9775333333333334,0.9582507086001124,0.9776166666666668,0.957838834128302,0.9775666666666668,0.99954,0.8657
cifar,0.0,trainUval,resnet,160,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e160.pt,5,60000,10,,,,,,,0.189728952270077,,,0.8853190674012114,0.93835,0.8832807218894971,0.9386666666666666,0.8814034964160834,0.9388333333333332,0.8799621216538256,0.93875,0.8788976372991987,0.9385166666666668,0.8778058646659042,0.9386333333333332,0.8767333964492365,0.9384666666666668,0.874077794250646,0.93825,0.8712200736578789,0.9377833333333332,0.94996,0.8359
cifar,0.0,trainUval,resnet,182,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e182.pt,5,60000,10,,,,,,,0.2118434910069986,,,0.8879565724314695,0.93885,0.8860582984767791,0.9388333333333332,0.8845492322401094,0.9389833333333332,0.8831673145694258,0.93865,0.8819151709742274,0.93855,0.8808935644450298,0.9386,0.8800545850138425,0.9387166666666666,0.8776165568431342,0.9382333333333334,0.8750312378209666,0.9378333333333332,0.94132,0.821
cifar,0.0,trainUval,resnet,23,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e23.pt,5,60000,10,,,,,,,0.0506633550734546,,,0.7772839252600081,0.86685,0.7743204195690858,0.8681166666666666,0.7717826847744096,0.86785,0.7696223437511033,0.8677,0.7677206417333039,0.8674833333333334,0.7659558432314889,0.8679666666666667,0.7645405559680425,0.8675,0.7606631611287926,0.86825,0.7565364967398259,0.8676666666666667,0.8854,0.8077
cifar,0.0,trainUval,resnet,45,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e45.pt,5,60000,10,,,,,,,0.0687986918979597,,,0.8149891202688979,0.89465,0.8115547663610463,0.8961,0.8088544453524146,0.8953166666666666,0.8067202719702034,0.89535,0.8048257167439866,0.8955333333333333,0.8029804077292115,0.8957,0.8013610426180284,0.89495,0.7974113796393678,0.8940333333333333,0.7930047369539659,0.8937666666666667,0.90354,0.8142
cifar,0.0,trainUval,resnet,67,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e67.pt,5,60000,10,,,,,,,0.1513868265307395,,,0.9151202782803144,0.96135,0.9132685891685548,0.9614833333333334,0.9118947662075212,0.9619333333333332,0.9106249478328712,0.9617333333333332,0.909391038599842,0.9617666666666668,0.9083819063536288,0.9615833333333332,0.9073931678202116,0.9618166666666668,0.9049501387973374,0.9621166666666666,0.9021243740242308,0.9619,0.98868,0.8434
cifar,0.0,trainUval,resnet,89,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e89.pt,5,60000,10,,,,,,,0.1274046036741928,,,0.8642636351068279,0.92765,0.8615654084509032,0.9280333333333334,0.85955636763608,0.9281,0.8575928961836381,0.9281833333333334,0.8558443873759233,0.9279166666666666,0.8543438145256883,0.9278833333333332,0.8529912885003658,0.9276166666666666,0.8494327397997635,0.9276666666666666,0.845757701720311,0.92705,0.93642,0.8258
cifar,0.0,train,resnet,109,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e109.pt,5,50000,10,,,,,,,0.1951687034160082,,,,,,,,,,,,,,,,,,,,,0.97554,0.8389
cifar,0.0,train,resnet,130,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e130.pt,5,50000,10,,,,,,,0.2861886824674028,,,,,,,,,,,,,,,,,,,,,0.99844,0.8611
cifar,0.0,train,resnet,152,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e152.pt,5,50000,10,,,,,,,0.1668563389072461,,,,,,,,,,,,,,,,,,,,,0.92792,0.8149
cifar,0.0,train,resnet,174,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e174.pt,5,50000,10,,,,,,,0.2101074695535063,,,,,,,,,,,,,,,,,,,,,0.94108,0.8231
cifar,0.0,train,resnet,196,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e196.pt,5,50000,10,,,,,,,0.2515480352257277,,,,,,,,,,,,,,,,,,,,,0.96906,0.8413
cifar,0.0,train,resnet,37,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e37.pt,5,50000,10,,,,,,,0.0430868803502814,,,,,,,,,,,,,,,,,,,,,0.86702,0.7961
cifar,0.0,train,resnet,59,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e59.pt,5,50000,10,,,,,,,0.1338606556357482,,,,,,,,,,,,,,,,,,,,,0.97358,0.8412
cifar,0.0,train,resnet,80,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\train\a1_e80.pt,5,50000,10,,,,,,,0.1042951920814743,,,,,,,,,,,,,,,,,,,,,0.91468,0.8179
cifar,0.0,val,resnet,100,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e100.pt,5,10000,10,,,,,,,0.1183316297197126,,,,,,,,,,,,,,,,,,,,,0.96114,0.8363
cifar,0.0,val,resnet,122,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e122.pt,5,10000,10,,,,,,,0.1661513573359002,,,,,,,,,,,,,,,,,,,,,0.9925,0.852
cifar,0.0,val,resnet,144,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e144.pt,5,10000,10,,,,,,,0.1990659899190789,,,,,,,,,,,,,,,,,,,,,0.9997,0.8657
cifar,0.0,val,resnet,166,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e166.pt,5,10000,10,,,,,,,0.1461854182209393,,,,,,,,,,,,,,,,,,,,,0.93758,0.8237
cifar,0.0,val,resnet,188,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e188.pt,5,10000,10,,,,,,,0.1755778917972277,,,,,,,,,,,,,,,,,,,,,0.96588,0.8388
cifar,0.0,val,resnet,29,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e29.pt,5,10000,10,,,,,,,0.0468563380201169,,,,,,,,,,,,,,,,,,,,,0.91866,0.8262
cifar,0.0,val,resnet,50,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e50.pt,5,10000,10,,,,,,,0.0659219614478474,,,,,,,,,,,,,,,,,,,,,0.9299,0.8221
cifar,0.0,val,resnet,72,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e72.pt,5,10000,10,,,,,,,0.0583432891770266,,,,,,,,,,,,,,,,,,,,,0.90166,0.8073
cifar,0.0,val,resnet,94,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\val\a1_e94.pt,5,10000,10,,,,,,,0.1073160795264348,,,,,,,,,,,,,,,,,,,,,0.94912,0.8323
cifar,0.0,trainUval,densenet,1,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e1.pt,5,60000,10,,,,,,,-0.0152600787040798,,,0.4040799837608813,0.5437666666666666,0.399150726779787,0.54635,0.3955650235367812,0.5477166666666666,0.3924352572600288,0.5471166666666667,0.3898207423341023,0.5467,0.387388221487821,0.5454833333333333,0.3853566265589784,0.5445166666666666,0.3805433722364331,0.5434166666666667,0.3755280314143632,0.5415333333333333,0.50056,0.4927
cifar,0.0,trainUval,densenet,120,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e120.pt,5,60000,10,,,,,,,0.2331772505598084,,,0.95511420240932,0.9757166666666668,0.9544254842674053,0.97585,0.9540646161501564,0.97595,0.9536382444608416,0.97585,0.953285022492358,0.9757833333333332,0.9529764247783916,0.9756666666666668,0.952768395687138,0.97565,0.9520351635370112,0.97545,0.951315541008548,0.9753833333333334,0.99624,0.8634
cifar,0.0,trainUval,densenet,142,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e142.pt,5,60000,10,,,,,,,0.2815898107741136,,,0.9650399863485024,0.97925,0.9647724038349094,0.9790333333333332,0.9646333877618352,0.9789666666666668,0.9645626290254656,0.97905,0.9644064521253456,0.9790166666666666,0.9643211780771004,0.9789333333333332,0.964272830027666,0.9789666666666668,0.96406115540265,0.9790166666666666,0.9638724455252496,0.9789666666666668,0.99986,0.8744
cifar,0.0,trainUval,densenet,164,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e164.pt,5,60000,10,,,,,,,0.1797265989141914,,,0.8972408487614973,0.9495833333333332,0.8949494523846189,0.9498333333333332,0.8929672597695518,0.9491666666666668,0.8912361148466952,0.9490833333333332,0.8897932117645811,0.9497,0.888624175228561,0.9491833333333334,0.8874507840532525,0.9488,0.8846157369471965,0.94865,0.8815124610326455,0.94745,0.95514,0.8371
cifar,0.0,trainUval,densenet,186,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e186.pt,5,60000,10,,,,,,,0.2121599375579256,,,0.915498091401577,0.9567166666666668,0.9136705751027592,0.9566,0.9122566909611636,0.95665,0.9111020576364132,0.9565833333333332,0.909994298018262,0.95645,0.9090962727480324,0.9561333333333332,0.9082560297853016,0.95615,0.9061374480039806,0.9554666666666668,0.9038496922227098,0.9546666666666668,0.96126,0.8371
cifar,0.0,trainUval,densenet,27,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e27.pt,5,60000,10,,,,,,,0.0704586489530657,,,0.7942512167909144,0.8885,0.7905834802871029,0.8897666666666667,0.7874630634544834,0.8898666666666667,0.7847550698750415,0.8907333333333334,0.7825139971770371,0.8908833333333334,0.7803762969526197,0.8910666666666667,0.7784891182669261,0.89105,0.7737496555089237,0.8906166666666666,0.7685393942538475,0.8906666666666667,0.92928,0.8185
cifar,0.0,trainUval,densenet,49,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e49.pt,5,60000,10,,,,,,,0.0982138933872071,,,0.8490806876136526,0.9276666666666666,0.8453570924208216,0.92835,0.8424504695428797,0.92865,0.8400372000815276,0.9291166666666668,0.8376662385324402,0.9289666666666668,0.8356940695055995,0.9293333333333332,0.8338997030107168,0.9295166666666668,0.8291519619617169,0.9280833333333334,0.8241298459330603,0.9273833333333332,0.94834,0.8297
cifar,0.0,trainUval,densenet,70,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e70.pt,5,60000,10,,,,,,,0.1489484355943759,,,0.935494926225914,0.9708833333333332,0.9340851950119192,0.97105,0.933092111898278,0.9711333333333332,0.9321143357775202,0.9710166666666666,0.9312152129231444,0.9714333333333334,0.9303585897308612,0.9715333333333334,0.9295729824159028,0.97155,0.927616927851083,0.97155,0.9254681584030374,0.97145,0.99714,0.8502
cifar,0.0,trainUval,densenet,92,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\trainUval\a1_e92.pt,5,60000,10,,,,,,,0.1351073914263695,,,0.8872759913634535,0.9478833333333332,0.8843323144325763,0.9478,0.8817323100882833,0.9478333333333332,0.879734862161142,0.94765,0.8777226780792885,0.9477666666666666,0.8761392800015297,0.9473166666666668,0.8747099830574946,0.9473,0.8710288911221044,0.9469666666666666,0.8670306379935657,0.94665,0.95358,0.8302
cifar,0.0,train,densenet,112,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e112.pt,5,50000,10,,,,,,,0.2109604230419928,,,,,,,,,,,,,,,,,,,,,0.98932,0.8511
cifar,0.0,train,densenet,134,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e134.pt,5,50000,10,,,,,,,0.2906408520102936,,,,,,,,,,,,,,,,,,,,,0.99978,0.8742
cifar,0.0,train,densenet,156,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e156.pt,5,50000,10,,,,,,,0.1618436763484926,,,,,,,,,,,,,,,,,,,,,0.9358,0.8208
cifar,0.0,train,densenet,178,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e178.pt,5,50000,10,,,,,,,0.2199457838513323,,,,,,,,,,,,,,,,,,,,,0.96674,0.8425
cifar,0.0,train,densenet,2,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e2.pt,5,50000,10,,,,,,,-0.0121738892629403,,,,,,,,,,,,,,,,,,,,,0.58624,0.5725
cifar,0.0,train,densenet,40,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e40.pt,5,50000,10,,,,,,,0.0742400175826297,,,,,,,,,,,,,,,,,,,,,0.8937,0.8059
cifar,0.0,train,densenet,62,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e62.pt,5,50000,10,,,,,,,0.1474382791077179,,,,,,,,,,,,,,,,,,,,,0.9943,0.8471
cifar,0.0,train,densenet,84,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\train\a1_e84.pt,5,50000,10,,,,,,,0.1161918881939551,,,,,,,,,,,,,,,,,,,,,0.9396,0.8237
cifar,0.0,val,densenet,104,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e104.pt,5,10000,10,,,,,,,0.1230688507142457,,,,,,,,,,,,,,,,,,,,,0.97998,0.8445
cifar,0.0,val,densenet,126,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e126.pt,5,10000,10,,,,,,,0.1747692674991499,,,,,,,,,,,,,,,,,,,,,0.9986,0.8715
cifar,0.0,val,densenet,148,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e148.pt,5,10000,10,,,,,,,0.1957105705466039,,,,,,,,,,,,,,,,,,,,,0.9999,0.8731
cifar,0.0,val,densenet,17,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e17.pt,5,10000,10,,,,,,,0.0317805622492404,,,,,,,,,,,,,,,,,,,,,0.82978,0.7672
cifar,0.0,val,densenet,191,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e191.pt,5,10000,10,,,,,,,0.1756840725609316,,,,,,,,,,,,,,,,,,,,,0.975,0.8445
cifar,0.0,val,densenet,32,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e32.pt,5,10000,10,,,,,,,0.0431709635492253,,,,,,,,,,,,,,,,,,,,,0.85412,0.7742
cifar,0.0,val,densenet,54,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e54.pt,5,10000,10,,,,,,,0.081339605957013,,,,,,,,,,,,,,,,,,,,,0.97042,0.8344
cifar,0.0,val,densenet,76,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e76.pt,5,10000,10,,,,,,,0.086366400350932,,,,,,,,,,,,,,,,,,,,,0.93106,0.8272
cifar,0.0,val,densenet,98,a1,D:/CrossEpochLatents/densenet_cifar\Tensors\val\a1_e98.pt,5,10000,10,,,,,,,0.1160519647685291,,,,,,,,,,,,,,,,,,,,,0.97412,0.846
cifar,0.0,trainUval,resnet,118,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e118.pt,5,60000,10,,,,,,,0.2168613305448742,,,0.9288971219998748,0.9641,0.9277371803489236,0.96435,0.9265169822509344,0.9646333333333332,0.9256278853150756,0.9643666666666668,0.9248525390210212,0.9644166666666668,0.9241308612672464,0.9642,0.9234313095303424,0.9641,0.9216795019956492,0.96405,0.9199278475267622,0.9639166666666666,0.9841,0.8455
cifar,0.0,trainUval,resnet,14,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e14.pt,5,60000,10,,,,,,,0.0271510270468402,,,0.6910088290623302,0.7951666666666667,0.6872809539399314,0.7971166666666667,0.6843833820750388,0.7973,0.6820656173451731,0.79725,0.6799598876748459,0.7970833333333334,0.6782481634460142,0.7974833333333333,0.6767754157130073,0.7977666666666666,0.6728858736352447,0.7974166666666667,0.6686239386000706,0.79695,0.77578,0.7448
cifar,0.0,trainUval,resnet,161,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e161.pt,5,60000,10,,,,,,,0.1780808493301786,,,0.8805151453528184,0.9353166666666668,0.8781604292010292,0.93575,0.8764353563281416,0.9358,0.8748885169722156,0.9357666666666666,0.8735410110379981,0.9354333333333332,0.8723123596258555,0.9358,0.8711833873167149,0.9357166666666666,0.8683035193308382,0.9359666666666666,0.865179791266795,0.9355,0.94256,0.829
cifar,0.0,trainUval,resnet,183,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e183.pt,5,60000,10,,,,,,,0.2228806977437646,,,0.9073040361754912,0.9511666666666668,0.9057668326720456,0.9515833333333332,0.9043229454078492,0.95165,0.903043252310818,0.95185,0.902023577911722,0.9515,0.9011302859765355,0.9514166666666668,0.9003012407430335,0.9512333333333334,0.8981194064420391,0.9511833333333334,0.8958716178376774,0.9514166666666668,0.9629,0.8329
cifar,0.0,trainUval,resnet,24,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e24.pt,5,60000,10,,,,,,,0.0471320365799192,,,0.7827230114358052,0.8716333333333334,0.7794645887558512,0.87235,0.7770660612752599,0.8728,0.7748595559873888,0.87335,0.7729167360355518,0.8731166666666667,0.7711619255120544,0.8728166666666667,0.7695453607006126,0.8723333333333333,0.7656899609178491,0.87265,0.7615204445647051,0.8720333333333333,0.89018,0.8102
cifar,0.0,trainUval,resnet,46,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e46.pt,5,60000,10,,,,,,,0.0717779659590203,,,0.8210210251516512,0.9001,0.8179412849803812,0.90055,0.8151642241326295,0.9008666666666668,0.8129927310486259,0.9007,0.8110294364732802,0.89995,0.8094306683619547,0.9005,0.8079898367029411,0.9004333333333333,0.8041532982103847,0.9001,0.7999602014386978,0.8998833333333334,0.91028,0.8139
cifar,0.0,trainUval,resnet,68,a1,D:/CrossEpochLatents/resnet_cifar\Tensors\trainUval\a1_e68.pt,5,60000,10,,,,,,,0.153185813619096,,,0.9158224817658626,0.9611833333333332,0.9140621506537888,0.9617333333333332,0.9125479676152508,0.9621,0.9111991893981692,0.9619333333333332,0.9100833868605872,0.9623333333333334,0.9090011369654012,0.962,0.908047728243095,0.9620666666666666,0.9056677669271618,0.9625833333333332,0.9029447743821412,0.9623333333333334,0.9896,0.8442
