,True Label,True Class,count,Proportion,Coverage
1,1,automobile,5642,0.1110914210329415,0.9403
8,8,ship,5588,0.11002815681178255,0.9313
7,7,horse,5291,0.10418020359540828,0.8818
0,0,airplane,5268,0.10372733179750723,0.878
6,6,frog,5032,0.0990804733494792,0.8387
3,3,cat,5011,0.09866698170791738,0.8352
4,4,deer,4987,0.09819441983184674,0.8312
5,5,dog,4950,0.09746588693957114,0.825
2,2,bird,4569,0.08996396715694961,0.7615
9,9,truck,4449,0.08760115777659637,0.7415
