dataset,split,model,k,epoch,layer,thresh,thresh_mode,node_count,average_branching_factor,colless_index,missing_colless,total_cophenetic_index,sackin_index,average_colless_index,average_missing_colless,average_total_cophenetic_index,average_sackin_index,train_acc,val_acc
mnist,trainUval,resnet,20,11,a1,1e-07,1e-07,178,2.0344827586206895,,5,21598.0,1293.0,,0.028089887640449437,121.33707865168539,7.264044943820225,0.9925,0.9872
mnist,trainUval,resnet,20,11,a2,1e-07,1e-07,306,2.033333333333333,,7,43027.0,2405.0,,0.02287581699346405,140.61111111111111,7.859477124183006,0.9925,0.9872
mnist,trainUval,resnet,20,11,a3,1e-07,1e-07,448,2.0318181818181817,,9,138458.0,4491.0,,0.020089285714285716,309.0580357142857,10.024553571428571,0.9925,0.9872
mnist,trainUval,resnet,20,11,a4,1e-07,1e-07,751,2.0380434782608696,,16,1386473.0,16202.0,,0.02130492676431425,1846.1691078561917,21.573901464713714,0.9925,0.9872
mnist,trainUval,resnet,20,11,a5,1e-07,1e-07,841,2.0338983050847457,,15,3758889.0,31556.0,,0.0178359096313912,4469.546967895362,37.52199762187872,0.9925,0.9872
mnist,val,resnet,20,11,a1,1e-07,1e-07,74,1.972972972972973,298.0,1,2460.0,310.0,4.027027027027027,0.013513513513513514,33.24324324324324,4.1891891891891895,0.9925,0.9872
mnist,val,resnet,20,11,a2,1e-07,1e-07,86,1.9767441860465116,170.0,1,1856.0,308.0,1.9767441860465116,0.011627906976744186,21.58139534883721,3.5813953488372094,0.9925,0.9872
mnist,val,resnet,20,11,a3,1e-07,1e-07,121,2.0,740.0,2,8526.0,664.0,6.115702479338843,0.01652892561983471,70.46280991735537,5.487603305785124,0.9925,0.9872
mnist,val,resnet,20,11,a4,1e-07,1e-07,160,2.0126582278481013,1290.0,3,16061.0,1061.0,8.0625,0.01875,100.38125,6.63125,0.9925,0.9872
mnist,val,resnet,20,11,a5,1e-07,1e-07,184,2.056179775280899,,7,57411.0,2065.0,,0.03804347826086957,312.01630434782606,11.222826086956522,0.9925,0.9872
cifar,train,vgg,20,44,a1,1e-07,1e-07,20,1.9,60.0,1,151.0,60.0,3.0,0.05,7.55,3.0,0.99792,0.8201
cifar,train,vgg,20,44,a2,1e-07,1e-07,20,1.9,42.0,1,129.0,55.0,2.1,0.05,6.45,2.75,0.99792,0.8201
cifar,train,vgg,20,44,a3,1e-07,1e-07,184,2.0795454545454546,,7,98814.0,3305.0,,0.03804347826086957,537.0326086956521,17.96195652173913,0.99792,0.8201
cifar,train,vgg,20,44,a4,1e-07,1e-07,1259,2.648421052631579,,118,47325731.0,183845.0,,0.0937251787132645,37589.93725178713,146.02462271644163,0.99792,0.8201
cifar,train,vgg,20,44,a5,1e-07,1e-07,1102,3.257396449704142,,117,38183438.0,143284.0,,0.10617059891107078,34649.21778584392,130.02177858439202,0.99792,0.8201
cifar,train,vgg,20,44,a6,1e-07,1e-07,1481,4.032697547683924,,141,96790141.0,244675.0,,0.09520594193112762,65354.58541525996,165.2093180283592,0.99792,0.8201
cifar,train,vgg,20,44,a7,1e-07,1e-07,184,2.231707317073171,,14,152537.0,4470.0,,0.07608695652173914,829.0054347826087,24.293478260869566,0.99792,0.8201
cifar,trainUval,vgg,20,44,a1,1e-07,1e-07,20,1.9,48.0,1,133.0,56.0,2.4,0.05,6.65,2.8,0.99792,0.8201
cifar,trainUval,vgg,20,44,a2,1e-07,1e-07,20,1.9,48.0,1,136.0,56.0,2.4,0.05,6.8,2.8,0.99792,0.8201
cifar,trainUval,vgg,20,44,a3,1e-07,1e-07,208,2.07,,8,146009.0,4167.0,,0.038461538461538464,701.9663461538462,20.033653846153847,0.99792,0.8201
cifar,trainUval,vgg,20,44,a4,1e-07,1e-07,1458,2.649090909090909,,133,69465544.0,236024.0,,0.09122085048010974,47644.40603566529,161.8820301783265,0.99792,0.8201
