dataset,split,model,k,epoch,layer,thresh,thresh_mode,node_count,average_branching_factor,colless_index,missing_colless,total_cophenetic_index,sackin_index,train_acc,val_acc
cifar,train,vgg,20,30,a1,0.0,valley=2classes,866,2.064439140811456,,29,528943.0,11318.0,0.99386,0.807
cifar,train,vgg,20,33,a1,0.0,valley=2classes,897,2.103286384976526,,43,442145.0,11323.0,0.99152,0.8
cifar,train,vgg,20,36,a1,0.0,valley=2classes,1248,2.1028667790893762,,58,1302197.0,18477.0,0.99544,0.8109
cifar,train,vgg,20,39,a1,0.0,valley=2classes,1205,2.075862068965517,,45,1049509.0,18686.0,0.99804,0.8168
cifar,train,vgg,20,3,a1,0.024760842323303223,valley=2classes,40,1.95,288.0,1,1257.0,212.0,0.69552,0.6654
cifar,train,vgg,20,42,a1,0.0,valley=2classes,1212,2.0843373493975905,,49,877982.0,16833.0,0.99744,0.8124
cifar,train,vgg,20,44,a1,0.0,valley=2classes,1392,2.0823353293413174,,57,1326019.0,20508.0,0.99792,0.8201
cifar,train,vgg,20,45,a1,0.0,valley=2classes,1474,2.080508474576271,,56,1884940.0,23631.0,0.99834,0.8188
cifar,train,vgg,20,48,a1,0.0,valley=2classes,1119,2.093632958801498,,48,994918.0,15054.0,0.99618,0.8136
cifar,train,vgg,20,6,a1,0.021866202354431152,valley=2classes,40,1.95,306.0,1,1276.0,217.0,0.83876,0.7557
cifar,train,vgg,20,9,a1,0.0,valley=2classes,55,2.0,291.0,2,1946.0,264.0,0.91268,0.78
cifar,trainUval,vgg,20,0,a1,0.009356498718261719,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.0898,0.088
cifar,trainUval,vgg,20,12,a1,0.0,valley=2classes,292,2.0492957746478875,,9,87677.0,3005.0,0.95462,0.7898
cifar,trainUval,vgg,20,15,a1,0.0,valley=2classes,593,2.062717770034843,,20,244013.0,6778.0,0.97316,0.7943
cifar,trainUval,vgg,20,18,a1,0.0,valley=2classes,714,2.0488505747126435,,19,536232.0,10384.0,0.981,0.7998
cifar,trainUval,vgg,20,21,a1,0.0,valley=2classes,919,2.1055045871559632,,46,774828.0,12586.0,0.98854,0.8085
cifar,trainUval,vgg,20,24,a1,0.0,valley=2classes,1086,2.102713178294574,,52,901922.0,15369.0,0.99238,0.8068
cifar,trainUval,vgg,20,27,a1,0.0,valley=2classes,1207,2.09375,,54,1053637.0,17556.0,0.99514,0.8122
cifar,trainUval,vgg,20,30,a1,0.0,valley=2classes,1013,2.078028747433265,,37,767545.0,14398.0,0.99386,0.807
cifar,trainUval,vgg,20,33,a1,0.0,valley=2classes,1051,2.095808383233533,,48,924460.0,15529.0,0.99152,0.8
cifar,trainUval,vgg,20,36,a1,0.0,valley=2classes,1423,2.112927191679049,,74,1411366.0,22473.0,0.99544,0.8109
cifar,trainUval,vgg,20,39,a1,0.0,valley=2classes,1439,2.0810419681620838,,56,1790665.0,25973.0,0.99804,0.8168
cifar,trainUval,vgg,20,3,a1,0.033483147621154785,valley=2classes,40,1.95,292.0,1,1254.0,212.0,0.69552,0.6654
cifar,trainUval,vgg,20,42,a1,0.0,valley=2classes,1409,2.0890207715133533,,60,2031353.0,24901.0,0.99744,0.8124
cifar,trainUval,vgg,20,44,a1,0.0,valley=2classes,1644,2.090330788804071,,68,2051527.0,28628.0,0.99792,0.8201
cifar,trainUval,vgg,20,45,a1,0.0,valley=2classes,1689,2.094292803970223,,69,2459859.0,30175.0,0.99834,0.8188
cifar,trainUval,vgg,20,48,a1,0.0,valley=2classes,1304,2.1016129032258064,,58,1061853.0,19522.0,0.99618,0.8136
cifar,trainUval,vgg,20,6,a1,0.006160318851470947,valley=2classes,40,1.95,294.0,1,1263.0,213.0,0.83876,0.7557
cifar,trainUval,vgg,20,9,a1,9.536634024698287e-07,valley=2classes,40,1.95,238.0,1,1098.0,191.0,0.91268,0.78
cifar,val,vgg,20,0,a1,0.006433010101318359,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.0898,0.088
cifar,val,vgg,20,12,a1,0.0,valley=2classes,64,2.1,,5,3808.0,404.0,0.95462,0.7898
cifar,val,vgg,20,15,a1,0.0,valley=2classes,99,2.0,483.0,2,4596.0,474.0,0.97316,0.7943
cifar,val,vgg,20,18,a1,0.0,valley=2classes,135,2.0,959.0,2,12161.0,809.0,0.981,0.7998
cifar,val,vgg,20,21,a1,0.0,valley=2classes,159,2.0789473684210527,,8,14588.0,891.0,0.98854,0.8085
cifar,val,vgg,20,24,a1,0.0,valley=2classes,191,2.021276595744681,,4,19779.0,1107.0,0.99238,0.8068
cifar,val,vgg,20,27,a1,0.0,valley=2classes,184,2.033333333333333,,5,10158.0,860.0,0.99514,0.8122
cifar,val,vgg,20,30,a1,0.0,valley=2classes,153,2.054054054054054,,6,10536.0,757.0,0.99386,0.807
cifar,val,vgg,20,33,a1,0.0,valley=2classes,180,2.057471264367816,,7,20439.0,1070.0,0.99152,0.8
cifar,val,vgg,20,36,a1,0.0,valley=2classes,208,2.07,,9,19537.0,1148.0,0.99544,0.8109
cifar,val,vgg,20,39,a1,0.0,valley=2classes,216,2.0283018867924527,,5,39163.0,1483.0,0.99804,0.8168
cifar,val,vgg,20,3,a1,0.0,valley=2classes,32,1.9375,134.0,1,530.0,123.0,0.69552,0.6654
cifar,val,vgg,20,42,a1,0.0,valley=2classes,214,2.048076923076923,,7,20078.0,1158.0,0.99744,0.8124
cifar,val,vgg,20,44,a1,0.0,valley=2classes,238,2.0084745762711864,1320.0,3,27841.0,1340.0,0.99792,0.8201
cifar,val,vgg,20,45,a1,0.0,valley=2classes,246,2.024793388429752,,5,35432.0,1434.0,0.99834,0.8188
cifar,val,vgg,20,48,a1,0.0,valley=2classes,221,2.037037037037037,,6,37308.0,1440.0,0.99618,0.8136
cifar,val,vgg,20,6,a1,0.0,valley=2classes,24,1.9166666666666667,78.0,1,249.0,79.0,0.83876,0.7557
cifar,val,vgg,20,9,a1,0.0,valley=2classes,30,1.9333333333333333,134.0,1,471.0,116.0,0.91268,0.78
mnist,train,vgg,20,0,a1,0.006048917770385742,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.07863333333333333,0.0759
mnist,train,vgg,20,10,a1,0.0,valley=2classes,789,2.068241469816273,,28,639129.0,13153.0,0.9944,0.9896
mnist,train,vgg,20,11,a1,0.0,valley=2classes,495,2.066945606694561,,18,302334.0,7363.0,0.9962,0.9894
mnist,train,vgg,20,12,a1,0.0,valley=2classes,945,2.074725274725275,,34,690592.0,16960.0,0.996,0.99
mnist,train,vgg,20,13,a1,0.0,valley=2classes,925,2.081081081081081,,37,1380129.0,20867.0,0.9942,0.9865
mnist,train,vgg,20,14,a1,0.0,valley=2classes,752,2.074585635359116,,28,482942.0,12237.0,0.9965666666666667,0.9897
mnist,train,vgg,20,15,a1,0.0,valley=2classes,755,2.0886426592797784,,32,1009163.0,17355.0,0.9972666666666666,0.9901
mnist,train,vgg,20,1,a1,0.0,valley=2classes,34,1.9411764705882353,104.0,1,466.0,117.0,0.9642,0.9676
mnist,train,vgg,20,2,a1,0.0,valley=2classes,48,1.9583333333333333,142.0,1,856.0,177.0,0.9774666666666667,0.9763
mnist,train,vgg,20,3,a1,0.0,valley=2classes,32,1.9375,108.0,1,462.0,114.0,0.9815,0.9799
mnist,train,vgg,20,4,a1,0.0,valley=2classes,84,2.024390243902439,406.0,3,2981.0,412.0,0.98955,0.9866
mnist,train,vgg,20,5,a1,0.0,valley=2classes,98,1.9795918367346939,1076.0,1,7890.0,723.0,0.99235,0.987
mnist,train,vgg,20,6,a1,5.959736881777644e-07,valley=2classes,40,1.95,146.0,1,665.0,147.0,0.98915,0.986
mnist,train,vgg,20,7,a1,0.0,valley=2classes,298,2.0625,,11,82190.0,3564.0,0.9917,0.9868
mnist,train,vgg,20,8,a1,0.0,valley=2classes,698,2.093093093093093,,31,497930.0,12851.0,0.9938666666666667,0.9889
mnist,train,vgg,20,9,a1,0.0,valley=2classes,161,2.0253164556962027,,4,38584.0,1769.0,0.9958333333333333,0.9901
mnist,trainUval,vgg,20,0,a1,0.013344764709472656,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.07863333333333333,0.0759
mnist,trainUval,vgg,20,10,a1,0.0,valley=2classes,897,2.0788863109048723,,35,901694.0,16568.0,0.9944,0.9896
mnist,trainUval,vgg,20,11,a1,0.0,valley=2classes,572,2.0839416058394162,,24,454231.0,9855.0,0.9962,0.9894
mnist,trainUval,vgg,20,12,a1,0.0,valley=2classes,1099,2.0914285714285716,,49,1364332.0,23782.0,0.996,0.99
mnist,trainUval,vgg,20,13,a1,0.0,valley=2classes,1099,2.0834914611005693,,45,2648706.0,28671.0,0.9942,0.9865
mnist,trainUval,vgg,20,14,a1,0.0,valley=2classes,891,2.0745920745920747,,33,846780.0,18032.0,0.9965666666666667,0.9897
mnist,trainUval,vgg,20,15,a1,0.0,valley=2classes,869,2.1067961165048543,,44,1576188.0,22736.0,0.9972666666666666,0.9901
mnist,trainUval,vgg,20,1,a1,0.0,valley=2classes,34,1.9411764705882353,142.0,1,590.0,132.0,0.9642,0.9676
mnist,trainUval,vgg,20,2,a1,0.0,valley=2classes,54,1.962962962962963,242.0,1,1578.0,236.0,0.9774666666666667,0.9763
mnist,trainUval,vgg,20,3,a1,1.1919473763555288e-07,valley=2classes,40,1.95,188.0,1,896.0,168.0,0.9815,0.9799
mnist,trainUval,vgg,20,4,a1,0.0,valley=2classes,94,2.0217391304347827,586.0,3,4213.0,513.0,0.98955,0.9866
mnist,trainUval,vgg,20,5,a1,0.0,valley=2classes,119,2.0344827586206895,,4,12293.0,982.0,0.99235,0.987
mnist,trainUval,vgg,20,6,a1,1.1920906217710581e-07,valley=2classes,40,1.95,156.0,1,727.0,154.0,0.98915,0.986
mnist,trainUval,vgg,20,7,a1,0.0,valley=2classes,335,2.0365853658536586,,8,114035.0,4469.0,0.9917,0.9868
mnist,trainUval,vgg,20,8,a1,0.0,valley=2classes,824,2.0730478589420653,,28,784219.0,17700.0,0.9938666666666667,0.9889
mnist,trainUval,vgg,20,9,a1,0.0,valley=2classes,190,2.032258064516129,,5,58926.0,2233.0,0.9958333333333333,0.9901
mnist,val,vgg,20,0,a1,0.002035856246948242,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.07863333333333333,0.0759
mnist,val,vgg,20,10,a1,0.0,valley=2classes,131,2.0634920634920637,,6,6599.0,676.0,0.9944,0.9896
mnist,val,vgg,20,11,a1,0.0,valley=2classes,79,2.0,403.0,2,3318.0,377.0,0.9962,0.9894
mnist,val,vgg,20,12,a1,0.0,valley=2classes,164,2.0632911392405062,,7,14440.0,976.0,0.996,0.99
mnist,val,vgg,20,13,a1,0.0,valley=2classes,192,2.053763440860215,,7,22049.0,1217.0,0.9942,0.9865
mnist,val,vgg,20,14,a1,0.0,valley=2classes,135,2.09375,,7,7802.0,777.0,0.9965666666666667,0.9897
mnist,val,vgg,20,15,a1,0.0,valley=2classes,137,2.0,731.0,2,7496.0,739.0,0.9972666666666666,0.9901
mnist,val,vgg,20,1,a1,0.0,valley=2classes,26,1.9230769230769231,42.0,1,197.0,72.0,0.9642,0.9676
mnist,val,vgg,20,2,a1,0.0,valley=2classes,30,1.9333333333333333,54.0,1,279.0,88.0,0.9774666666666667,0.9763
mnist,val,vgg,20,3,a1,0.0,valley=2classes,26,1.9230769230769231,90.0,1,289.0,88.0,0.9815,0.9799
mnist,val,vgg,20,4,a1,0.0,valley=2classes,31,2.0,49.0,2,315.0,93.0,0.98955,0.9866
mnist,val,vgg,20,5,a1,0.0,valley=2classes,26,1.9230769230769231,72.0,1,235.0,81.0,0.99235,0.987
mnist,val,vgg,20,6,a1,0.0,valley=2classes,34,1.9411764705882353,146.0,1,568.0,132.0,0.98915,0.986
mnist,val,vgg,20,7,a1,0.0,valley=2classes,54,1.962962962962963,196.0,1,1208.0,211.0,0.9917,0.9868
mnist,val,vgg,20,8,a1,0.0,valley=2classes,130,2.0476190476190474,,5,7201.0,687.0,0.9938666666666667,0.9889
mnist,val,vgg,20,9,a1,0.0,valley=2classes,38,1.9473684210526316,178.0,1,782.0,158.0,0.9958333333333333,0.9901
cifar,train,wres,20,0,a1,1.7008318901062012,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.10612,0.1065
cifar,train,wres,20,12,a1,0.1347283124923706,valley=2classes,40,1.95,316.0,1,1307.0,222.0,0.58238,0.5322
cifar,train,wres,20,15,a1,0.05733267217874527,valley=2classes,40,1.95,258.0,1,1136.0,197.0,0.65934,0.5944
cifar,train,wres,20,18,a1,0.03267627954483032,valley=2classes,40,1.95,302.0,1,1253.0,215.0,0.71184,0.6095
cifar,train,wres,20,21,a1,0.00961419939994812,valley=2classes,40,1.95,206.0,1,930.0,175.0,0.78076,0.6291
cifar,train,wres,20,24,a1,0.0005612189415842295,valley=2classes,40,1.95,108.0,1,550.0,136.0,0.83864,0.6541
cifar,train,wres,20,27,a1,9.867158951237798e-05,valley=2classes,40,1.95,206.0,1,995.0,177.0,0.88692,0.6443
cifar,train,wres,20,30,a1,0.0002000101376324892,valley=2classes,40,1.95,172.0,1,832.0,160.0,0.9315,0.6676
cifar,train,wres,20,33,a1,4.2196232243441045e-05,valley=2classes,40,1.95,58.0,1,399.0,119.0,0.93816,0.6481
cifar,train,wres,20,36,a1,2.1455649402923882e-05,valley=2classes,40,1.95,136.0,1,627.0,146.0,0.94204,0.6576
cifar,train,wres,20,39,a1,8.461225661449134e-05,valley=2classes,40,1.95,212.0,1,899.0,174.0,0.9606,0.6669
cifar,train,wres,20,3,a1,0.24872982501983643,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.29726,0.3001
cifar,train,wres,20,42,a1,3.4565600799396634e-06,valley=2classes,40,1.95,138.0,1,626.0,143.0,0.94962,0.6504
cifar,train,wres,20,45,a1,9.178877007798292e-06,valley=2classes,40,1.95,146.0,1,727.0,153.0,0.94596,0.6574
cifar,train,wres,20,48,a1,1.1205171176698059e-05,valley=2classes,40,1.95,72.0,1,425.0,122.0,0.9647,0.6755
cifar,train,wres,20,6,a1,0.1439809799194336,valley=2classes,40,1.95,304.0,1,1276.0,216.0,0.4376,0.4261
cifar,train,wres,20,9,a1,0.16414135694503784,valley=2classes,40,1.95,322.0,1,1309.0,223.0,0.51216,0.4962
cifar,trainUval,wres,20,0,a1,1.8420178890228271,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.10612,0.1065
cifar,trainUval,wres,20,12,a1,0.13034379482269287,valley=2classes,40,1.95,312.0,1,1298.0,220.0,0.58238,0.5322
cifar,trainUval,wres,20,15,a1,0.08005474507808685,valley=2classes,40,1.95,250.0,1,1141.0,195.0,0.65934,0.5944
cifar,trainUval,wres,20,18,a1,0.049717724323272705,valley=2classes,40,1.95,318.0,1,1298.0,221.0,0.71184,0.6095
cifar,trainUval,wres,20,21,a1,0.03160706162452698,valley=2classes,39,2.0,273.0,2,1205.0,211.0,0.78076,0.6291
cifar,trainUval,wres,20,24,a1,0.00363868847489357,valley=2classes,40,1.95,158.0,1,790.0,157.0,0.83864,0.6541
cifar,trainUval,wres,20,27,a1,5.411795791587792e-05,valley=2classes,40,1.95,124.0,1,684.0,144.0,0.88692,0.6443
cifar,trainUval,wres,20,30,a1,0.00022883620113134384,valley=2classes,40,1.95,160.0,1,771.0,154.0,0.9315,0.6676
cifar,trainUval,wres,20,33,a1,5.326897371560335e-05,valley=2classes,40,1.95,146.0,1,753.0,151.0,0.93816,0.6481
cifar,trainUval,wres,20,36,a1,2.3243599571287632e-05,valley=2classes,40,1.95,126.0,1,591.0,143.0,0.94204,0.6576
cifar,trainUval,wres,20,39,a1,8.391351730097085e-05,valley=2classes,40,1.95,238.0,1,994.0,185.0,0.9606,0.6669
cifar,trainUval,wres,20,3,a1,0.2998436689376831,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.29726,0.3001
cifar,trainUval,wres,20,42,a1,3.457057573541533e-06,valley=2classes,40,1.95,182.0,1,840.0,163.0,0.94962,0.6504
cifar,trainUval,wres,20,45,a1,7.2716775321168825e-06,valley=2classes,40,1.95,156.0,1,797.0,158.0,0.94596,0.6574
cifar,trainUval,wres,20,48,a1,1.1563055522856303e-05,valley=2classes,40,1.95,118.0,1,663.0,141.0,0.9647,0.6755
cifar,trainUval,wres,20,6,a1,0.15106189250946045,valley=2classes,40,1.95,322.0,1,1309.0,223.0,0.4376,0.4261
cifar,trainUval,wres,20,9,a1,0.18005159497261047,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.51216,0.4962
cifar,val,wres,20,0,a1,0.676074743270874,valley=2classes,39,2.0,202.0,2,969.0,178.0,0.10612,0.1065
cifar,val,wres,20,12,a1,0.06982302665710449,valley=2classes,40,1.95,164.0,1,816.0,160.0,0.58238,0.5322
cifar,val,wres,20,15,a1,0.029139965772628784,valley=2classes,40,1.95,216.0,1,943.0,178.0,0.65934,0.5944
cifar,val,wres,20,18,a1,0.007313957437872887,valley=2classes,40,1.95,276.0,1,1157.0,202.0,0.71184,0.6095
cifar,val,wres,20,21,a1,0.009020544588565826,valley=2classes,40,1.95,272.0,1,1184.0,204.0,0.78076,0.6291
cifar,val,wres,20,24,a1,3.576096787583083e-07,valley=2classes,39,2.0,80.0,2,625.0,138.0,0.83864,0.6541
cifar,val,wres,20,27,a1,8.10606979939621e-06,valley=2classes,40,1.95,206.0,1,983.0,177.0,0.88692,0.6443
cifar,val,wres,20,30,a1,6.805273005738854e-05,valley=2classes,40,1.95,108.0,1,630.0,136.0,0.9315,0.6676
cifar,val,wres,20,33,a1,3.134924918413162e-05,valley=2classes,40,1.95,210.0,1,929.0,175.0,0.93816,0.6481
cifar,val,wres,20,36,a1,1.0847656085388735e-05,valley=2classes,40,1.95,162.0,1,725.0,153.0,0.94204,0.6576
cifar,val,wres,20,39,a1,4.7683636239526095e-07,valley=2classes,40,1.95,126.0,1,565.0,137.0,0.9606,0.6669
cifar,val,wres,20,3,a1,0.1733468770980835,valley=2classes,40,1.95,220.0,1,836.0,176.0,0.29726,0.3001
cifar,val,wres,20,42,a1,2.264900103909895e-06,valley=2classes,40,1.95,202.0,1,946.0,173.0,0.94962,0.6504
cifar,val,wres,20,45,a1,2.384184938364342e-07,valley=2classes,39,2.0,153.0,2,783.0,153.0,0.94596,0.6574
cifar,val,wres,20,48,a1,5.840578523930162e-06,valley=2classes,40,1.95,150.0,1,743.0,151.0,0.9647,0.6755
cifar,val,wres,20,6,a1,0.07530736923217773,valley=2classes,39,2.0,178.0,2,900.0,167.0,0.4376,0.4261
cifar,val,wres,20,9,a1,0.06650203466415405,valley=2classes,40,1.95,322.0,1,1309.0,223.0,0.51216,0.4962
mnist,train,wres,20,0,a1,0.8450284004211426,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.1039,0.1007
mnist,train,wres,20,10,a1,1.0847430530702695e-05,valley=2classes,39,2.0,255.0,2,1147.0,199.0,0.9830833333333333,0.9799
mnist,train,wres,20,11,a1,2.6933819754049182e-05,valley=2classes,40,1.95,236.0,1,1019.0,186.0,0.9846833333333334,0.9795
mnist,train,wres,20,12,a1,1.3109092833474278e-05,valley=2classes,40,1.95,188.0,1,732.0,162.0,0.9875,0.9832
mnist,train,wres,20,13,a1,1.454060839023441e-05,valley=2classes,40,1.95,214.0,1,829.0,173.0,0.989,0.9826
mnist,train,wres,20,14,a1,1.3934914022684097e-05,valley=2classes,40,1.95,198.0,1,900.0,171.0,0.98785,0.9841
mnist,train,wres,20,15,a1,3.0988448997959495e-05,valley=2classes,40,1.95,194.0,1,891.0,169.0,0.9841,0.9774
mnist,train,wres,20,1,a1,0.37467160820961,valley=2classes,40,1.95,332.0,1,1321.0,226.0,0.6395833333333333,0.6448
mnist,train,wres,20,2,a1,0.45093876123428345,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.8585,0.8664
mnist,train,wres,20,3,a1,0.0002736598253250122,valley=2classes,40,1.95,238.0,1,1047.0,187.0,0.94775,0.9505
mnist,train,wres,20,4,a1,0.00013408903032541275,valley=2classes,40,1.95,160.0,1,819.0,158.0,0.9597833333333333,0.9605
mnist,train,wres,20,5,a1,2.4196873710025102e-05,valley=2classes,40,1.95,220.0,1,963.0,178.0,0.9680166666666666,0.9656
mnist,train,wres,20,6,a1,4.33486420661211e-05,valley=2classes,40,1.95,166.0,1,768.0,157.0,0.9725333333333334,0.9687
mnist,train,wres,20,7,a1,3.242261664127e-05,valley=2classes,40,1.95,196.0,1,893.0,170.0,0.9801166666666666,0.9756
mnist,train,wres,20,8,a1,5.483168934006244e-06,valley=2classes,39,2.0,104.0,2,550.0,129.0,0.9772166666666666,0.9719
mnist,train,wres,20,9,a1,2.6936744689010084e-05,valley=2classes,40,1.95,140.0,1,641.0,146.0,0.9820166666666666,0.9756
mnist,trainUval,wres,20,0,a1,1.1891021728515625,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.1039,0.1007
mnist,trainUval,wres,20,10,a1,6.675356416963041e-06,valley=2classes,39,2.0,243.0,2,1100.0,193.0,0.9830833333333333,0.9799
mnist,trainUval,wres,20,11,a1,3.1826151825953275e-05,valley=2classes,40,1.95,250.0,1,1083.0,193.0,0.9846833333333334,0.9795
mnist,trainUval,wres,20,12,a1,1.323084143223241e-05,valley=2classes,40,1.95,102.0,1,468.0,129.0,0.9875,0.9832
mnist,trainUval,wres,20,13,a1,1.6687183233443648e-05,valley=2classes,40,1.95,212.0,1,814.0,172.0,0.989,0.9826
mnist,trainUval,wres,20,14,a1,1.7282014596275985e-05,valley=2classes,40,1.95,214.0,1,936.0,177.0,0.98785,0.9841
mnist,trainUval,wres,20,15,a1,3.0988448997959495e-05,valley=2classes,40,1.95,252.0,1,1088.0,192.0,0.9841,0.9774
mnist,trainUval,wres,20,1,a1,0.4866046905517578,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.6395833333333333,0.6448
mnist,trainUval,wres,20,2,a1,0.5417439937591553,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.8585,0.8664
mnist,trainUval,wres,20,3,a1,0.00034669507294893265,valley=2classes,40,1.95,192.0,1,870.0,168.0,0.94775,0.9505
mnist,trainUval,wres,20,4,a1,0.00014423404354602098,valley=2classes,40,1.95,170.0,1,800.0,159.0,0.9597833333333333,0.9605
mnist,trainUval,wres,20,5,a1,2.800486981868744e-05,valley=2classes,39,2.0,233.0,2,1078.0,189.0,0.9680166666666666,0.9656
mnist,trainUval,wres,20,6,a1,4.33486420661211e-05,valley=2classes,40,1.95,220.0,1,949.0,178.0,0.9725333333333334,0.9687
mnist,trainUval,wres,20,7,a1,2.3243846953846514e-05,valley=2classes,40,1.95,232.0,1,1049.0,186.0,0.9801166666666666,0.9756
mnist,trainUval,wres,20,8,a1,6.794762157369405e-06,valley=2classes,39,2.0,94.0,2,550.0,128.0,0.9772166666666666,0.9719
mnist,trainUval,wres,20,9,a1,3.229352296330035e-05,valley=2classes,40,1.95,160.0,1,754.0,156.0,0.9820166666666666,0.9756
mnist,val,wres,20,0,a1,0.20460188388824463,valley=2classes,40,1.95,342.0,1,1330.0,229.0,0.1039,0.1007
mnist,val,wres,20,10,a1,9.536470315651968e-07,valley=2classes,40,1.95,62.0,1,413.0,119.0,0.9830833333333333,0.9799
mnist,val,wres,20,11,a1,1.01301702670753e-05,valley=2classes,39,2.0,186.0,2,857.0,167.0,0.9846833333333334,0.9795
mnist,val,wres,20,12,a1,1.0728108463808894e-06,valley=2classes,40,1.95,106.0,1,576.0,139.0,0.9875,0.9832
mnist,val,wres,20,13,a1,1.1920923270736239e-07,valley=2classes,39,2.0,142.0,2,711.0,150.0,0.989,0.9826
mnist,val,wres,20,14,a1,4.768131475429982e-06,valley=2classes,40,1.95,164.0,1,755.0,158.0,0.98785,0.9841
mnist,val,wres,20,15,a1,1.1920383258257061e-06,valley=2classes,40,1.95,172.0,1,786.0,160.0,0.9841,0.9774
mnist,val,wres,20,1,a1,0.013906052336096764,valley=2classes,40,1.95,304.0,1,1245.0,214.0,0.6395833333333333,0.6448
mnist,val,wres,20,2,a1,0.00011640574666671455,valley=2classes,39,2.0,211.0,2,976.0,177.0,0.8585,0.8664
mnist,val,wres,20,3,a1,0.0,valley=2classes,76,1.9736842105263157,256.0,1,2040.0,310.0,0.94775,0.9505
mnist,val,wres,20,4,a1,3.337620000820607e-06,valley=2classes,40,1.95,132.0,1,597.0,142.0,0.9597833333333333,0.9605
mnist,val,wres,20,5,a1,0.0,valley=2classes,58,1.9655172413793103,184.0,1,1091.0,223.0,0.9680166666666666,0.9656
mnist,val,wres,20,6,a1,1.6326899640262127e-05,valley=2classes,40,1.95,152.0,1,724.0,152.0,0.9725333333333334,0.9687
mnist,val,wres,20,7,a1,1.5495825209654868e-06,valley=2classes,40,1.95,136.0,1,655.0,146.0,0.9801166666666666,0.9756
mnist,val,wres,20,8,a1,1.430495103704743e-06,valley=2classes,38,1.9473684210526316,140.0,1,662.0,143.0,0.9772166666666666,0.9719
mnist,val,wres,20,9,a1,2.8608883440028876e-06,valley=2classes,40,1.95,76.0,1,405.0,122.0,0.9820166666666666,0.9756
